GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,2.64536e+10
0,1,1.97208e+11
1,0,3.41893e+10
1,1,2.8638e+11
2,0,3.33345e+10
2,1,4.89097e+11
3,0,4.71649e+10
3,1,2.62846e+11
4,0,7.25313e+10
4,1,3.75596e+11
5,0,7.55042e+10
5,1,2.78209e+11
6,0,7.60614e+10
6,1,3.84415e+11
7,0,9.31977e+10
7,1,9.14581e+11
8,0,5.70241e+10
8,1,2.76981e+11
9,0,7.6393e+10
9,1,3.51365e+11
10,0,8.41762e+10
10,1,3.43764e+11
11,0,3.88065e+10
11,1,2.01474e+11
12,0,5.33953e+10
12,1,2.94291e+11
13,0,5.00358e+10
13,1,2.54481e+11
14,0,2.93244e+10
14,1,1.42544e+11
15,0,2.99618e+10
15,1,2.92338e+11
16,0,1.75591e+10
16,1,1.78826e+11
17,0,3.00281e+10
17,1,2.15412e+11
18,0,2.9483e+10
18,1,2.30184e+11
19,0,2.90038e+10
19,1,1.94538e+11
20,0,3.05757e+10
20,1,2.09527e+11
21,0,4.02762e+10
21,1,2.55535e+11
22,0,6.50829e+10
22,1,2.46728e+11
23,0,7.78468e+10
23,1,3.25062e+11
24,0,8.84951e+10
24,1,3.19486e+11
25,0,4.24171e+10
25,1,1.86516e+11
26,0,5.28466e+10
26,1,2.90295e+11
27,0,6.56624e+10
27,1,2.59794e+11
28,0,1.02894e+10
28,1,1.37831e+11
29,0,7.61735e+09
29,1,1.40726e+11
30,0,2.8958e+10
30,1,3.41304e+11
31,0,2.72266e+10
31,1,1.59357e+11
32,0,2.88419e+10
32,1,2.04532e+11
33,0,3.051e+10
33,1,3.54868e+11
34,0,4.5162e+10
34,1,2.1209e+11
35,0,3.1133e+10
35,1,2.14831e+11
36,0,4.58902e+10
36,1,2.06104e+11
37,0,7.74324e+10
37,1,3.24369e+11
38,0,8.10786e+10
38,1,3.08421e+11
39,0,5.57929e+10
39,1,2.72243e+11
40,0,2.99923e+10
40,1,1.66748e+11
41,0,4.53938e+10
41,1,3.29803e+11
42,0,1.69403e+09
42,1,3.65604e+10
43,0,2.8605e+10
43,1,2.50862e+11
44,0,2.87261e+10
44,1,2.28708e+11
45,0,2.89341e+10
45,1,3.21717e+11
46,0,2.31188e+10
46,1,1.71636e+11
47,0,2.74946e+10
47,1,2.1254e+11
48,0,3.83261e+10
48,1,2.66213e+11
49,0,2.82463e+10
49,1,2.47274e+11
50,0,2.8487e+10
50,1,2.11684e+11
51,0,2.89313e+10
51,1,2.48699e+11
52,0,3.05776e+10
52,1,2.11177e+11
53,0,3.14532e+10
53,1,1.38025e+11
54,0,3.54572e+10
54,1,1.64249e+11
55,0,5.66079e+10
55,1,2.62305e+11
56,0,2.63778e+10
56,1,1.4251e+11
57,0,2.90589e+10
57,1,1.97145e+11
58,0,2.95715e+10
58,1,2.27131e+11
59,0,2.89347e+10
59,1,1.92429e+11
60,0,2.83514e+09
60,1,5.34751e+10
61,0,1.15654e+10
61,1,1.71071e+11
62,0,1.27435e+10
62,1,1.35056e+11
63,0,2.84047e+10
63,1,2.25423e+11
64,0,6.36754e+09
64,1,9.13102e+10
65,0,2.98203e+10
65,1,1.83561e+11
66,0,2.94612e+10
66,1,2.84393e+11
67,0,2.83914e+10
67,1,2.30404e+11
68,0,4.25447e+10
68,1,1.83978e+11
69,0,5.25553e+10
69,1,2.33649e+11
70,0,7.16254e+10
70,1,3.69218e+11
71,0,3.31475e+10
71,1,2.15583e+11
72,0,3.6384e+10
72,1,2.03461e+11
73,0,2.65826e+10
73,1,1.40428e+11
74,0,2.71959e+10
74,1,1.78376e+11
75,0,1.56959e-12
75,1,1.61579e+06
76,0,5.6421e+09
76,1,1.26111e+11
77,0,2.67727e+10
77,1,2.24317e+11
78,0,2.46706e+10
78,1,2.16263e+11
79,0,2.72534e+10
79,1,3.12252e+11
80,0,2.31788e+10
80,1,1.41725e+11
81,0,2.92623e+10
81,1,2.42769e+11
82,0,2.78079e+10
82,1,1.40255e+11
83,0,2.87607e+10
83,1,1.92339e+11
