FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.31597e+08,1.51101e+08
0,10,100,4.96721e+08,1.41304e+09
0,100,1000,3.82806e+07,2.98868e+08
0,1000,10000,25539.7,1.63519e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,106.928,2710.97
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.29803e+07,1.77534e+07
2,10,100,9.74545e+07,2.62024e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.57834e+09,822410
3,0.01,0.1,1.4638e+09,3.09036e+06
3,0.1,1,3.41817e+07,1.50836e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.71247e+06,231746
4,0.1,1,2.73712e+07,1.12908e+06
4,1,10,4.90399e+06,710914
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.4575e+07,126988
5,0.01,0.1,9.18876e+08,2.60033e+06
5,0.1,1,1.27069e+08,2.4082e+06
5,1,10,1.20831e+06,476183
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.19754e+09,1.4469e+07
6,0.1,1,5.1951e+09,1.16601e+08
6,1,10,8.27657e+08,1.78753e+08
6,10,100,3.54978e+07,4.23272e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.17076e+07,279619
7,0.1,1,2.10286e+08,1.58268e+07
7,1,10,5.33624e+08,1.2419e+08
7,10,100,1.01441e+08,1.16867e+08
7,100,1000,1.4799e+06,2.00149e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.61034e+09,1.14101e+07
8,0.1,1,1.9397e+09,7.45696e+07
8,1,10,4.71723e+08,1.14515e+08
8,10,100,3.43549e+06,1.14399e+07
8,100,1000,0,0
8,1000,10000,0,0
