FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,8.3384e+07,1.50062e+08
0,10,100,1.78411e+08,1.55468e+09
0,100,1000,2.22709e+07,3.1553e+08
0,1000,10000,27947.3,1.49344e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,63.8254,3914.53
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,5.86516e+06,2.50964e+07
2,10,100,2.10297e+07,2.75476e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,3.44394e+09,1.12712e+06
3,0.01,0.1,2.08641e+09,3.88671e+06
3,0.1,1,4.65747e+07,1.64275e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,6.23915e+06,232123
4,0.1,1,2.84301e+07,1.43452e+06
4,1,10,2.60164e+06,875590
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.38926e+08,164811
5,0.01,0.1,1.13183e+09,3.01171e+06
5,0.1,1,1.42702e+08,2.94386e+06
5,1,10,1.40644e+06,461661
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.89351e+09,1.72154e+07
6,0.1,1,5.52783e+09,1.31951e+08
6,1,10,9.12407e+08,2.06163e+08
6,10,100,3.64514e+07,4.78576e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.09287e+07,363928
7,0.1,1,2.11753e+08,1.79898e+07
7,1,10,6.76232e+08,1.4458e+08
7,10,100,8.40185e+07,1.27536e+08
7,100,1000,1.91483e+06,2.65589e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.13582e+09,1.34279e+07
8,0.1,1,2.05088e+09,8.53705e+07
8,1,10,4.73513e+08,1.30293e+08
8,10,100,3.89208e+06,1.21993e+07
8,100,1000,0,0
8,1000,10000,0,0
