FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,4.59008e+08,2.80871e+08
0,10,100,4.98238e+08,1.99379e+09
0,100,1000,4.79626e+07,3.49208e+08
0,1000,10000,21310.2,1.96947e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,161.654,1942.42
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,3.73297e+07,2.5507e+07
2,10,100,7.76296e+07,3.16216e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,6.46588e+09,2.09143e+06
3,0.01,0.1,2.75234e+09,4.67111e+06
3,0.1,1,9.25168e+07,2.6103e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.57089e+07,263860
4,0.1,1,4.06462e+07,1.09829e+06
4,1,10,1.90949e+06,811165
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.07149e+08,207972
5,0.01,0.1,5.35649e+09,3.86462e+06
5,0.1,1,7.39042e+07,3.73904e+06
5,1,10,841829,971571
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.02539e+09,2.4273e+07
6,0.1,1,6.20931e+09,1.80236e+08
6,1,10,1.06419e+09,2.7329e+08
6,10,100,3.86469e+07,6.16199e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.84535e+07,374541
7,0.1,1,2.46286e+08,2.26499e+07
7,1,10,7.80818e+08,1.91749e+08
7,10,100,1.06061e+08,1.53928e+08
7,100,1000,2.08227e+06,5.95395e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.38162e+09,1.73742e+07
8,0.1,1,2.8636e+09,1.15336e+08
8,1,10,4.75219e+08,1.59826e+08
8,10,100,6.71372e+06,1.44074e+07
8,100,1000,0,0
8,1000,10000,0,0
