FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,4.21645e+08,2.75156e+08
0,10,100,3.58354e+08,1.95953e+09
0,100,1000,4.46708e+07,3.47578e+08
0,1000,10000,20592.3,2.02409e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,154.537,1981.76
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,2.85414e+07,2.2856e+07
2,10,100,5.4979e+07,3.22251e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,5.78906e+09,1.85876e+06
3,0.01,0.1,2.54968e+09,4.20163e+06
3,0.1,1,8.73727e+07,2.29815e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.48537e+07,239914
4,0.1,1,3.85692e+07,1.03115e+06
4,1,10,1.7656e+06,736109
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.88904e+07,188677
5,0.01,0.1,4.59512e+09,3.48885e+06
5,0.1,1,6.92807e+07,3.33205e+06
5,1,10,772431,885210
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.78369e+09,2.20504e+07
6,0.1,1,5.83211e+09,1.61576e+08
6,1,10,9.93049e+08,2.49981e+08
6,10,100,3.575e+07,5.70323e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.70046e+07,330883
7,0.1,1,2.29071e+08,2.03461e+07
7,1,10,7.3017e+08,1.74468e+08
7,10,100,9.62845e+07,1.4282e+08
7,100,1000,1.92197e+06,5.59536e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.2401e+09,1.56658e+07
8,0.1,1,2.68213e+09,1.03569e+08
8,1,10,4.40156e+08,1.45759e+08
8,10,100,6.25015e+06,1.32284e+07
8,100,1000,0,0
8,1000,10000,0,0
