FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,5.14638e+08,2.25795e+08
0,10,100,7.57318e+08,1.80484e+09
0,100,1000,5.18899e+07,3.22777e+08
0,1000,10000,22652.9,1.87114e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1379,1725.77
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.63144e+07,2.25896e+07
2,10,100,1.07062e+08,2.91486e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,7.4477e+09,2.6063e+06
3,0.01,0.1,3.2534e+09,5.80121e+06
3,0.1,1,1.02483e+08,3.21889e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.75017e+07,320437
4,0.1,1,4.49128e+07,1.25154e+06
4,1,10,2.17417e+06,977640
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.21157e+08,252157
5,0.01,0.1,6.3664e+09,4.83871e+06
5,0.1,1,8.2956e+07,4.50955e+06
5,1,10,952817,1.12145e+06
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.53248e+09,3.02545e+07
6,0.1,1,7.13023e+09,2.27114e+08
6,1,10,1.26984e+09,3.27596e+08
6,10,100,4.42233e+07,7.35896e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.18174e+07,478616
7,0.1,1,3.11351e+08,2.87121e+07
7,1,10,9.18921e+08,2.32331e+08
7,10,100,1.45763e+08,1.81792e+08
7,100,1000,2.46969e+06,6.73218e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.74873e+09,2.19898e+07
8,0.1,1,3.32242e+09,1.44182e+08
8,1,10,5.79497e+08,1.92214e+08
8,10,100,7.58443e+06,1.71097e+07
8,100,1000,0,0
8,1000,10000,0,0
