FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,2.30277e+08,2.08193e+08
0,10,100,1.05342e+09,1.71371e+09
0,100,1000,4.20871e+07,3.09673e+08
0,1000,10000,23342.7,1.81338e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2492.78,2314.7
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,3.96251e+07,1.95358e+07
2,10,100,9.49745e+07,2.76542e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.49524e+09,2.20824e+06
3,0.01,0.1,5.6995e+09,5.64488e+06
3,0.1,1,2.18901e+08,2.61628e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.22096e+07,279737
4,0.1,1,6.04021e+07,1.08029e+06
4,1,10,2.72873e+06,836272
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.26319e+08,245772
5,0.01,0.1,2.17613e+09,4.33776e+06
5,0.1,1,1.28994e+08,3.54602e+06
5,1,10,1.02186e+06,927312
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.22035e+09,2.77305e+07
6,0.1,1,9.42002e+09,2.00144e+08
6,1,10,1.49876e+09,2.81034e+08
6,10,100,5.10075e+07,6.38447e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.78175e+07,359113
7,0.1,1,2.91386e+08,2.45328e+07
7,1,10,8.92014e+08,1.91703e+08
7,10,100,1.28046e+08,1.59032e+08
7,100,1000,2.79597e+06,5.32658e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,3.29361e+09,1.97253e+07
8,0.1,1,3.42998e+09,1.25492e+08
8,1,10,6.99841e+08,1.64749e+08
8,10,100,7.48558e+06,1.5422e+07
8,100,1000,0,0
8,1000,10000,0,0
