FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,6.85449e+07,1.33079e+08
0,10,100,1.44605e+08,1.40702e+09
0,100,1000,1.78668e+07,2.88745e+08
0,1000,10000,27104,1.53486e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,56.3893,5142.26
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,4.17795e+06,2.21188e+07
2,10,100,1.69171e+07,2.67024e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,2.3736e+09,916122
3,0.01,0.1,1.8166e+09,3.47336e+06
3,0.1,1,4.411e+07,1.53738e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,5.93767e+06,219694
4,0.1,1,2.67035e+07,1.28847e+06
4,1,10,2.45405e+06,796184
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.86539e+08,144022
5,0.01,0.1,9.95714e+08,2.74434e+06
5,0.1,1,1.33795e+08,2.61278e+06
5,1,10,1.33097e+06,436613
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.68217e+09,1.54999e+07
6,0.1,1,5.13907e+09,1.1954e+08
6,1,10,8.56002e+08,1.85347e+08
6,10,100,3.44489e+07,4.46132e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.95987e+07,322867
7,0.1,1,1.99176e+08,1.63102e+07
7,1,10,6.31391e+08,1.31468e+08
7,10,100,7.7794e+07,1.17953e+08
7,100,1000,1.70705e+06,2.20971e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.9852e+09,1.22055e+07
8,0.1,1,1.93906e+09,7.70618e+07
8,1,10,4.45683e+08,1.18896e+08
8,10,100,3.68899e+06,1.14778e+07
8,100,1000,0,0
8,1000,10000,0,0
