FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,0,0
0,1,10,1.24729e+08,1.86806e+08
0,10,100,2.9512e+08,1.86035e+09
0,100,1000,3.62423e+07,3.55166e+08
0,1000,10000,28800.6,1.44705e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,66.4866,2870.05
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,0,0
2,1,10,9.40749e+06,2.70634e+07
2,10,100,3.72712e+07,2.84893e+08
2,100,1000,0,0
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.34381e+09,1.31965e+06
3,0.01,0.1,2.31354e+09,4.30945e+06
3,0.1,1,4.91416e+07,1.75372e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,6.5425e+06,244455
4,0.1,1,3.05529e+07,1.62634e+06
4,1,10,2.76512e+06,967195
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.81805e+08,183145
5,0.01,0.1,1.24915e+09,3.29745e+06
5,0.1,1,1.51554e+08,3.33201e+06
5,1,10,1.48816e+06,488317
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.10366e+09,1.91138e+07
6,0.1,1,5.91547e+09,1.47335e+08
6,1,10,9.82479e+08,2.30955e+08
6,10,100,3.87124e+07,5.14055e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.2348e+07,411177
7,0.1,1,2.25416e+08,1.98725e+07
7,1,10,7.25488e+08,1.59411e+08
7,10,100,8.95977e+07,1.3772e+08
7,100,1000,2.00251e+06,2.8062e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.28035e+09,1.47406e+07
8,0.1,1,2.19223e+09,9.57763e+07
8,1,10,5.08117e+08,1.42971e+08
8,10,100,4.11689e+06,1.29999e+07
8,100,1000,0,0
8,1000,10000,0,0
