Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
46, 4,2.6385e+09,938675,3.7332e+08,1.10169e+07,3.64815e+06,1.12437e+07,5.56132e+08,3.99686e+08,3.15033e+08
47, 4,2.70113e+09,1.39603e+06,3.83664e+08,1.00204e+07,3.2708e+06,1.04002e+07,4.99524e+08,3.67089e+08,2.8511e+08
48, 4,2.6151e+09,2.06947e+06,3.83624e+08,9.09507e+06,2.92698e+06,9.63118e+06,4.49344e+08,3.37607e+08,2.58667e+08
49, 5,2.38894e+09,3.1747e+06,3.63341e+08,8.20747e+06,2.62019e+06,8.86982e+06,4.04685e+08,3.09779e+08,2.34885e+08
50, 5,2.0862e+09,3.40731e+06,3.20916e+08,7.34539e+06,2.34497e+06,8.0973e+06,3.65634e+08,2.85268e+08,2.13996e+08
51, 5,1.89067e+09,3.44157e+06,2.89852e+08,6.47946e+06,2.09913e+06,7.43938e+06,3.33167e+08,2.63512e+08,1.95365e+08
52, 5,1.87801e+09,3.54778e+06,2.74987e+08,5.53373e+06,1.87729e+06,6.76233e+06,3.06031e+08,2.46078e+08,1.803e+08
53, 5,1.90579e+09,1.80947e+06,2.67698e+08,6.23595e+06,1.82203e+06,7.05002e+06,3.22241e+08,2.5739e+08,1.91279e+08
54, 5,2.01677e+09,1.53776e+06,2.65329e+08,8.52672e+06,1.99635e+06,9.15701e+06,4.01509e+08,2.99518e+08,2.32157e+08
55, 5,2.14931e+09,1.5422e+06,2.65818e+08,9.84615e+06,2.31779e+06,1.0329e+07,4.56889e+08,3.28321e+08,2.60948e+08
56, 5,2.30542e+09,1.57962e+06,2.70753e+08,1.14525e+07,2.68265e+06,1.20588e+07,5.20043e+08,3.75567e+08,2.95599e+08
57, 5,2.45486e+09,1.79927e+06,2.80057e+08,1.24365e+07,3.23473e+06,1.38613e+07,5.93895e+08,4.41483e+08,3.41837e+08
58, 5,2.63657e+09,1.59834e+06,2.95223e+08,1.09371e+07,3.01704e+06,1.22916e+07,5.37376e+08,4.01525e+08,3.09539e+08
59, 5,2.73649e+09,913706,3.08034e+08,9.72998e+06,2.81868e+06,1.1116e+07,4.85e+08,3.66418e+08,2.79457e+08
60, 5,2.68888e+09,789450,3.09501e+08,8.71351e+06,2.63361e+06,1.00943e+07,4.38009e+08,3.34517e+08,2.52266e+08
61, 6,2.43728e+09,639636,3.04401e+08,7.79944e+06,2.45668e+06,9.16451e+06,3.95602e+08,3.05147e+08,2.28313e+08
62, 6,2.10168e+09,481794,2.74547e+08,6.96242e+06,2.2889e+06,8.28531e+06,3.57091e+08,2.78299e+08,2.06318e+08
63, 6,1.91346e+09,337917,2.43127e+08,6.14178e+06,2.13294e+06,7.49907e+06,3.25734e+08,2.56034e+08,1.88426e+08
64, 6,1.89446e+09,345043,2.25875e+08,5.28634e+06,1.94688e+06,6.70572e+06,3.00327e+08,2.378e+08,1.74461e+08
65, 6,1.95274e+09,35646.4,2.20622e+08,5.84506e+06,2.08274e+06,7.04265e+06,3.22948e+08,2.47241e+08,1.86228e+08
66, 6,2.06737e+09,27272.6,2.24876e+08,8.12425e+06,2.45185e+06,8.16797e+06,4.08871e+08,2.8259e+08,2.28371e+08
67, 6,2.23494e+09,30209.2,2.29511e+08,1.003e+07,2.76129e+06,8.72665e+06,4.67484e+08,3.07561e+08,2.58685e+08
68, 6,2.40553e+09,39185.9,2.38459e+08,1.14062e+07,3.00612e+06,1.0006e+07,5.37931e+08,3.49239e+08,2.98237e+08
69, 6,2.54662e+09,54439.3,2.47341e+08,1.23837e+07,3.92349e+06,1.20911e+07,6.17343e+08,4.20502e+08,3.46401e+08
70, 6,2.70624e+09,98821.5,2.64332e+08,1.13429e+07,3.71099e+06,1.10926e+07,5.57367e+08,3.88229e+08,3.14385e+08
71, 6,2.80143e+09,163053,2.72096e+08,1.03621e+07,3.51026e+06,1.01854e+07,5.03357e+08,3.57102e+08,2.8545e+08
72, 6,2.73491e+09,204253,2.77957e+08,9.45329e+06,3.30271e+06,9.31417e+06,4.54997e+08,3.27902e+08,2.58611e+08
73, 7,2.49216e+09,240895,2.69226e+08,8.57148e+06,3.0944e+06,8.42231e+06,4.11855e+08,3.00424e+08,2.34416e+08
74, 7,2.14333e+09,345927,2.5168e+08,7.72975e+06,2.89677e+06,7.58544e+06,3.73661e+08,2.73521e+08,2.13393e+08
75, 7,1.95726e+09,595487,2.37258e+08,6.89843e+06,2.71861e+06,6.79811e+06,3.41103e+08,2.50319e+08,1.95512e+08
76, 7,1.95248e+09,971805,2.29104e+08,5.99256e+06,2.55564e+06,6.05593e+06,3.14462e+08,2.31721e+08,1.80901e+08
77, 7,2.00417e+09,1.30535e+06,2.25957e+08,6.37684e+06,2.79519e+06,6.75433e+06,3.35886e+08,2.43937e+08,1.95957e+08
78, 7,2.13507e+09,1.21573e+06,2.23224e+08,8.9225e+06,3.23647e+06,8.55619e+06,4.22626e+08,2.88059e+08,2.4485e+08
79, 7,2.2898e+09,1.50687e+06,2.28716e+08,1.05596e+07,3.19572e+06,1.02144e+07,4.83863e+08,3.20373e+08,2.7779e+08
80, 7,2.44166e+09,2.11298e+06,2.36892e+08,1.23328e+07,3.42109e+06,1.15532e+07,5.52145e+08,3.68051e+08,3.19289e+08
81, 7,2.57104e+09,2.11442e+06,2.50965e+08,1.36285e+07,3.77437e+06,1.2576e+07,6.2603e+08,4.43858e+08,3.74469e+08
82, 7,2.74953e+09,1.34045e+06,2.6564e+08,1.24967e+07,3.53926e+06,1.1455e+07,5.68161e+08,4.06796e+08,3.40544e+08
83, 7,2.83342e+09,510414,2.78171e+08,1.14713e+07,3.33108e+06,1.04258e+07,5.17881e+08,3.74217e+08,3.09318e+08
84, 7,2.70193e+09,544539,2.80124e+08,1.05865e+07,3.13929e+06,9.47284e+06,4.71576e+08,3.43984e+08,2.81928e+08
85, 8,2.4235e+09,543034,2.68007e+08,9.65618e+06,2.96011e+06,8.59492e+06,4.30226e+08,3.16642e+08,2.57094e+08
86, 8,2.06831e+09,527101,2.44681e+08,8.74494e+06,2.78822e+06,7.80918e+06,3.913e+08,2.91182e+08,2.34886e+08
87, 8,1.86433e+09,490625,2.24232e+08,7.81233e+06,2.62096e+06,7.12866e+06,3.56001e+08,2.68539e+08,2.15929e+08
88, 8,1.84027e+09,535074,2.13095e+08,6.81121e+06,2.44738e+06,6.41082e+06,3.29099e+08,2.49579e+08,2.00145e+08
89, 8,1.90383e+09,862878,2.13157e+08,6.96849e+06,2.47245e+06,7.09106e+06,3.53921e+08,2.62186e+08,2.17087e+08
90, 8,2.02886e+09,864171,2.16479e+08,9.13848e+06,2.7274e+06,8.97589e+06,4.46234e+08,3.04656e+08,2.67247e+08
91, 8,2.16955e+09,65514.7,2.27324e+08,1.09496e+07,3.19471e+06,9.52654e+06,5.09088e+08,3.37028e+08,2.99037e+08
92, 8,2.30459e+09,50177.2,2.40972e+08,1.28073e+07,4.30644e+06,1.08961e+07,5.80316e+08,3.86932e+08,3.39312e+08
93, 8,2.43412e+09,61186.4,2.59285e+08,1.38978e+07,5.73565e+06,1.23429e+07,6.60217e+08,4.56071e+08,3.93969e+08
94, 8,2.59789e+09,27691.9,2.81626e+08,1.26498e+07,5.28623e+06,1.12355e+07,5.97154e+08,4.16773e+08,3.57578e+08
95, 8,2.68547e+09,29366.4,2.97853e+08,1.15901e+07,4.88892e+06,1.02306e+07,5.42398e+08,3.80909e+08,3.2473e+08
96, 8,2.61299e+09,28159,3.02798e+08,1.06687e+07,4.5359e+06,9.32061e+06,4.9211e+08,3.48859e+08,2.94495e+08
97, 9,2.36634e+09,25742.6,2.97148e+08,9.69331e+06,4.03354e+06,8.45719e+06,4.48177e+08,3.17026e+08,2.67852e+08
98, 9,1.99046e+09,22442.2,2.80321e+08,8.7468e+06,3.57397e+06,7.58652e+06,4.07897e+08,2.87913e+08,2.44641e+08
99, 9,1.80569e+09,18960.6,2.53116e+08,7.79417e+06,3.22716e+06,6.81294e+06,3.72778e+08,2.63874e+08,2.243e+08
100, 9,1.80163e+09,18547.4,2.44435e+08,6.7683e+06,2.94438e+06,6.06034e+06,3.44674e+08,2.4451e+08,2.07439e+08
101, 9,1.87137e+09,5327.18,2.43149e+08,7.506e+06,3.18094e+06,6.71538e+06,3.69245e+08,2.5524e+08,2.22175e+08
102, 9,1.99754e+09,2051.54,2.42815e+08,9.12248e+06,3.46693e+06,8.63578e+06,4.69422e+08,2.98646e+08,2.7076e+08
103, 9,2.14623e+09,2120.26,2.46036e+08,9.74221e+06,3.42617e+06,9.91237e+06,5.35331e+08,3.32843e+08,3.08814e+08
104, 9,2.32537e+09,2673.44,2.503e+08,9.56805e+06,3.91578e+06,1.14061e+07,6.06593e+08,3.8302e+08,3.52384e+08
105, 9,2.47294e+09,4000.79,2.62411e+08,1.07308e+07,4.46002e+06,1.1351e+07,6.96985e+08,4.64435e+08,4.03919e+08
106, 9,2.65817e+09,3073.99,2.83481e+08,9.75991e+06,4.02373e+06,1.00972e+07,6.25435e+08,4.22614e+08,3.6394e+08
107, 9,2.75412e+09,2262.77,3.03423e+08,8.91603e+06,3.62666e+06,9.06221e+06,5.60671e+08,3.85038e+08,3.28446e+08
108, 9,2.65953e+09,2821.84,3.16942e+08,8.12607e+06,3.19188e+06,8.11464e+06,5.02436e+08,3.51283e+08,2.95485e+08
109, 10,2.41679e+09,2870.05,3.11956e+08,7.38282e+06,2.83799e+06,7.30092e+06,4.48809e+08,3.20222e+08,2.66488e+08
110, 10,2.0352e+09,3914.53,3.00572e+08,6.65659e+06,2.54223e+06,6.58205e+06,4.03186e+08,2.93126e+08,2.41291e+08
111, 10,1.84419e+09,5142.26,2.89143e+08,5.92686e+06,2.30434e+06,5.93776e+06,3.65e+08,2.68264e+08,2.19641e+08
112, 10,1.8333e+09,6130.14,2.84655e+08,5.1344e+06,2.07796e+06,5.3093e+06,3.33551e+08,2.48524e+08,2.0131e+08
113, 10,1.87936e+09,2710.97,2.79778e+08,5.42113e+06,2.07174e+06,5.6117e+06,3.52151e+08,2.59165e+08,2.11935e+08
114, 10,1.96862e+09,3316.34,2.7746e+08,7.39657e+06,2.19092e+06,6.63691e+06,4.39433e+08,3.00392e+08,2.58402e+08
115, 10,2.10011e+09,2107.23,2.84198e+08,8.85915e+06,2.31224e+06,7.7111e+06,5.0006e+08,3.3412e+08,2.86769e+08
116, 10,2.24971e+09,2314.7,2.96078e+08,1.04694e+07,2.1963e+06,9.05687e+06,5.72754e+08,3.80954e+08,3.25389e+08
117, 10,2.37212e+09,1725.77,3.14076e+08,1.16264e+07,2.54962e+06,1.07219e+07,6.58554e+08,4.50047e+08,3.75495e+08
118, 10,2.53944e+09,1660.44,3.33817e+08,1.0453e+07,2.35182e+06,9.74924e+06,5.94693e+08,4.09933e+08,3.39176e+08
119, 10,2.64357e+09,1942.42,3.41723e+08,9.37284e+06,2.17331e+06,8.78321e+06,5.39419e+08,3.74656e+08,3.06943e+08
