Month,Year,Biomass_FG_0,Biomass_FG_1,Biomass_FG_2,Biomass_FG_3,Biomass_FG_4,Biomass_FG_5,Biomass_FG_6,Biomass_FG_7,Biomass_FG_8
16, 2,3.20543e+09,3.95331e+08,9.4854e+08,5.18329e+06,5.21856e+06,6.61407e+06,6.93727e+07,2.22899e+08,5.1513e+07
17, 2,2.95061e+09,3.01107e+08,8.63064e+08,5.942e+06,5.60917e+06,7.69749e+06,7.87039e+07,2.46935e+08,5.84626e+07
18, 2,2.99289e+09,2.28186e+08,7.94392e+08,8.4687e+06,7.36192e+06,1.19036e+07,1.14241e+08,3.06026e+08,8.20186e+07
19, 2,2.98349e+09,2.30921e+08,8.10867e+08,1.22252e+07,8.96811e+06,1.35375e+07,1.45803e+08,3.52119e+08,1.0199e+08
20, 2,3.02084e+09,2.37488e+08,7.73969e+08,1.54337e+07,1.00886e+07,1.69973e+07,1.87929e+08,4.08105e+08,1.27643e+08
21, 2,2.94623e+09,3.00273e+08,7.72834e+08,1.81954e+07,1.06765e+07,1.91136e+07,2.35534e+08,4.93225e+08,1.62802e+08
22, 2,3.02819e+09,3.3209e+08,7.95333e+08,1.34598e+07,7.1806e+06,1.46502e+07,1.86136e+08,4.08083e+08,1.28166e+08
23, 2,2.99676e+09,3.85854e+08,7.947e+08,1.13912e+07,6.2285e+06,1.18749e+07,1.57501e+08,3.47119e+08,1.05441e+08
24, 2,2.82405e+09,4.12349e+08,7.60291e+08,9.75358e+06,5.63404e+06,9.73268e+06,1.34414e+08,3.01753e+08,8.87188e+07
25, 3,2.59016e+09,3.78314e+08,7.15321e+08,8.43239e+06,5.13799e+06,8.13634e+06,1.16727e+08,2.64623e+08,7.56246e+07
26, 3,2.35784e+09,2.80443e+08,6.55748e+08,7.35773e+06,4.69714e+06,6.83167e+06,1.02636e+08,2.3095e+08,6.44558e+07
27, 3,2.27331e+09,2.81737e+08,6.10412e+08,6.3371e+06,4.26921e+06,5.7476e+06,9.13689e+07,2.08349e+08,5.70243e+07
28, 3,2.366e+09,2.44252e+08,6.15096e+08,5.331e+06,3.94488e+06,4.86658e+06,8.27474e+07,1.92161e+08,5.16036e+07
29, 3,2.42498e+09,1.34903e+08,6.02983e+08,6.26248e+06,3.61846e+06,5.59581e+06,9.52172e+07,2.07922e+08,5.85413e+07
30, 3,2.62962e+09,1.07458e+08,6.14542e+08,1.12969e+07,4.47561e+06,8.48985e+06,1.40068e+08,2.59148e+08,8.20837e+07
31, 3,2.8094e+09,1.18391e+08,6.51422e+08,1.59757e+07,5.74902e+06,1.01479e+07,1.77773e+08,3.03888e+08,1.035e+08
32, 3,3.00207e+09,1.49609e+08,6.87207e+08,2.04293e+07,8.19152e+06,1.31385e+07,2.30793e+08,3.70129e+08,1.30961e+08
33, 3,3.17601e+09,1.86255e+08,7.24325e+08,2.57241e+07,9.61672e+06,1.78063e+07,2.95975e+08,4.63467e+08,1.6787e+08
34, 3,3.46002e+09,2.17811e+08,7.70187e+08,1.75912e+07,7.40949e+06,1.53129e+07,2.51171e+08,3.93075e+08,1.40451e+08
35, 3,3.66134e+09,2.40388e+08,7.99628e+08,1.51487e+07,6.02959e+06,1.32698e+07,2.15104e+08,3.37431e+08,1.19169e+08
36, 3,3.63071e+09,2.46231e+08,8.20975e+08,1.31462e+07,4.99022e+06,1.16114e+07,1.85182e+08,2.93514e+08,1.00808e+08
37, 4,3.39086e+09,2.54453e+08,8.14195e+08,1.13746e+07,4.19168e+06,1.02168e+07,1.59773e+08,2.57595e+08,8.63354e+07
38, 4,2.93596e+09,2.18584e+08,7.81179e+08,9.83632e+06,3.46095e+06,8.98078e+06,1.3952e+08,2.2594e+08,7.48253e+07
39, 4,2.74407e+09,1.92693e+08,7.512e+08,8.47045e+06,2.87869e+06,7.92204e+06,1.24192e+08,2.00132e+08,6.65396e+07
40, 4,2.83535e+09,1.83495e+08,7.54227e+08,7.17115e+06,2.43932e+06,6.98171e+06,1.1314e+08,1.81357e+08,6.02488e+07
41, 4,2.91586e+09,1.08847e+08,7.32699e+08,8.08811e+06,3.15439e+06,8.19544e+06,1.30936e+08,1.9761e+08,7.11568e+07
42, 4,3.11506e+09,1.09958e+08,7.49654e+08,1.28625e+07,5.03699e+06,1.19922e+07,1.89212e+08,2.5939e+08,1.0493e+08
43, 4,3.38088e+09,1.12026e+08,7.85525e+08,1.6567e+07,7.11456e+06,1.42328e+07,2.36734e+08,3.16961e+08,1.3129e+08
44, 4,3.66796e+09,1.24429e+08,8.13705e+08,1.86406e+07,9.763e+06,1.60246e+07,2.92389e+08,3.94712e+08,1.609e+08
45, 4,3.90592e+09,1.73126e+08,8.34678e+08,2.09346e+07,1.21718e+07,2.00933e+07,3.5352e+08,5.03975e+08,1.94982e+08
46, 4,4.20067e+09,2.15265e+08,8.77452e+08,1.67454e+07,1.0093e+07,1.62331e+07,3.01917e+08,4.30684e+08,1.62907e+08
47, 4,4.33829e+09,2.41361e+08,9.12499e+08,1.43204e+07,8.01962e+06,1.40743e+07,2.60862e+08,3.7429e+08,1.39772e+08
48, 4,4.20602e+09,2.91891e+08,8.9924e+08,1.16428e+07,6.38541e+06,1.22347e+07,2.26637e+08,3.29549e+08,1.20196e+08
49, 5,3.82768e+09,3.11847e+08,8.49728e+08,9.97517e+06,5.14081e+06,1.06676e+07,1.99419e+08,2.93235e+08,1.04855e+08
50, 5,3.26605e+09,2.77908e+08,7.62011e+08,8.64911e+06,4.21595e+06,9.25849e+06,1.76712e+08,2.60154e+08,9.22677e+07
51, 5,2.97437e+09,2.48686e+08,6.92003e+08,7.47644e+06,3.56361e+06,8.25266e+06,1.59405e+08,2.34151e+08,8.2764e+07
52, 5,2.98057e+09,2.30189e+08,6.75883e+08,6.38881e+06,3.07774e+06,7.40733e+06,1.46181e+08,2.153e+08,7.5677e+07
53, 5,3.01245e+09,1.35864e+08,6.82961e+08,7.50457e+06,3.34183e+06,8.31809e+06,1.63898e+08,2.29162e+08,8.50067e+07
54, 5,3.20949e+09,1.15693e+08,6.96766e+08,1.21037e+07,4.11088e+06,1.20279e+07,2.26923e+08,2.83531e+08,1.16124e+08
55, 5,3.43099e+09,9.9953e+07,7.335e+08,1.47009e+07,5.4544e+06,1.49992e+07,2.72411e+08,3.38551e+08,1.46728e+08
56, 5,3.6595e+09,1.18625e+08,7.72157e+08,1.85585e+07,7.39347e+06,1.74491e+07,3.31797e+08,4.1707e+08,1.81975e+08
57, 5,3.823e+09,1.28599e+08,8.17969e+08,2.26205e+07,9.81418e+06,1.9576e+07,3.94975e+08,5.26557e+08,2.21947e+08
58, 5,4.04992e+09,1.46709e+08,8.93213e+08,2.03458e+07,7.93177e+06,1.62821e+07,3.40107e+08,4.57784e+08,1.90988e+08
59, 5,4.17806e+09,1.65258e+08,9.2347e+08,1.83911e+07,6.7574e+06,1.35039e+07,2.95136e+08,4.02833e+08,1.654e+08
60, 5,4.09493e+09,1.81165e+08,9.13253e+08,1.6343e+07,5.96116e+06,1.15972e+07,2.59953e+08,3.50869e+08,1.45272e+08
61, 6,3.86939e+09,1.76179e+08,8.67843e+08,1.40686e+07,5.22007e+06,1.00929e+07,2.29403e+08,3.01975e+08,1.28194e+08
62, 6,3.43921e+09,1.53178e+08,7.79768e+08,1.25513e+07,4.50018e+06,8.81e+06,2.02637e+08,2.67425e+08,1.12749e+08
63, 6,3.20922e+09,1.35581e+08,7.1897e+08,1.10395e+07,3.9553e+06,7.75942e+06,1.81742e+08,2.41806e+08,1.01231e+08
64, 6,3.25782e+09,1.02808e+08,7.0289e+08,9.47909e+06,3.55887e+06,6.74287e+06,1.65735e+08,2.22575e+08,9.27221e+07
65, 6,3.32309e+09,8.35486e+07,7.01251e+08,9.88664e+06,3.5973e+06,7.19181e+06,1.81317e+08,2.4491e+08,1.04523e+08
66, 6,3.4996e+09,7.22804e+07,7.31725e+08,1.45398e+07,4.22275e+06,9.77843e+06,2.48297e+08,3.09879e+08,1.4123e+08
67, 6,3.67493e+09,8.03374e+07,7.67799e+08,1.8666e+07,5.97317e+06,1.14712e+07,2.97401e+08,3.7832e+08,1.7137e+08
68, 6,3.90002e+09,9.08346e+07,8.11378e+08,2.24376e+07,8.54935e+06,1.41546e+07,3.55258e+08,4.66909e+08,2.08071e+08
69, 6,4.0917e+09,1.15082e+08,8.60843e+08,2.46147e+07,9.62043e+06,1.82748e+07,4.07719e+08,5.79103e+08,2.54478e+08
70, 6,4.31142e+09,1.43166e+08,9.55477e+08,1.95963e+07,7.78769e+06,1.42596e+07,3.50779e+08,5.13185e+08,2.21052e+08
71, 6,4.41072e+09,1.565e+08,1.02753e+09,1.60188e+07,6.28051e+06,1.19919e+07,3.02315e+08,4.52471e+08,1.91804e+08
72, 6,4.23261e+09,1.69895e+08,1.05592e+09,1.39032e+07,5.19299e+06,1.03166e+07,2.6259e+08,3.98136e+08,1.67045e+08
73, 7,3.82141e+09,1.65886e+08,1.03825e+09,1.22493e+07,4.33631e+06,9.00469e+06,2.29801e+08,3.46985e+08,1.46199e+08
74, 7,3.25879e+09,1.47485e+08,9.595e+08,1.07944e+07,3.74775e+06,8.02922e+06,2.02739e+08,3.03618e+08,1.28628e+08
75, 7,3.00664e+09,1.25992e+08,8.91868e+08,9.36962e+06,3.2941e+06,7.23543e+06,1.82305e+08,2.71371e+08,1.15699e+08
76, 7,3.04213e+09,1.16736e+08,8.76483e+08,7.89112e+06,2.90261e+06,6.48207e+06,1.66693e+08,2.478e+08,1.06091e+08
77, 7,3.1083e+09,9.38056e+07,8.37911e+08,7.55091e+06,3.13487e+06,7.12334e+06,1.81433e+08,2.67621e+08,1.16442e+08
78, 7,3.30994e+09,7.36562e+07,8.49299e+08,1.14271e+07,3.71347e+06,9.52928e+06,2.43615e+08,3.37537e+08,1.53396e+08
79, 7,3.55094e+09,7.89715e+07,8.74588e+08,1.45373e+07,4.30273e+06,1.1455e+07,2.9038e+08,3.97999e+08,1.78187e+08
80, 7,3.78642e+09,7.86228e+07,8.99793e+08,1.70553e+07,6.54525e+06,1.30682e+07,3.50302e+08,4.77145e+08,2.12391e+08
81, 7,3.94821e+09,1.09144e+08,9.5361e+08,2.12091e+07,9.03883e+06,1.42782e+07,4.20571e+08,5.98824e+08,2.47639e+08
82, 7,4.20619e+09,1.44922e+08,1.03966e+09,1.55743e+07,7.04193e+06,1.2004e+07,3.61947e+08,5.20091e+08,2.16006e+08
83, 7,4.31103e+09,1.55374e+08,1.09344e+09,1.36765e+07,5.59172e+06,1.0508e+07,3.15028e+08,4.54921e+08,1.90078e+08
84, 7,4.11893e+09,1.62468e+08,1.11953e+09,1.20059e+07,4.53321e+06,9.22809e+06,2.7457e+08,4.01166e+08,1.67274e+08
85, 8,3.70126e+09,1.69459e+08,1.09365e+09,1.05021e+07,3.60923e+06,8.17587e+06,2.38497e+08,3.5309e+08,1.46707e+08
86, 8,3.16098e+09,1.63684e+08,1.03867e+09,9.13442e+06,2.96687e+06,7.21991e+06,2.0919e+08,3.12706e+08,1.29699e+08
87, 8,2.90093e+09,1.59631e+08,9.72098e+08,7.86155e+06,2.59763e+06,6.42784e+06,1.86513e+08,2.81552e+08,1.16401e+08
88, 8,2.95369e+09,1.60168e+08,9.49297e+08,6.61227e+06,2.35248e+06,5.69656e+06,1.70112e+08,2.57999e+08,1.06502e+08
89, 8,3.0647e+09,1.20884e+08,9.35817e+08,7.83693e+06,2.68791e+06,6.37576e+06,1.89542e+08,2.74634e+08,1.18502e+08
90, 8,3.30916e+09,1.09995e+08,9.44402e+08,1.19754e+07,3.60964e+06,8.66436e+06,2.57867e+08,3.38626e+08,1.56144e+08
91, 8,3.5515e+09,8.94846e+07,9.6755e+08,1.51523e+07,4.63458e+06,1.05282e+07,3.11308e+08,3.92673e+08,1.82796e+08
92, 8,3.83282e+09,1.04595e+08,1.00208e+09,1.65491e+07,5.69394e+06,1.36116e+07,3.77563e+08,4.65561e+08,2.19973e+08
93, 8,4.06416e+09,1.26628e+08,1.04756e+09,1.98624e+07,7.3472e+06,1.75716e+07,4.55367e+08,5.72736e+08,2.69303e+08
94, 8,4.33612e+09,1.64931e+08,1.10955e+09,1.6258e+07,6.43264e+06,1.44074e+07,3.9226e+08,5.0105e+08,2.29749e+08
95, 8,4.41948e+09,1.92303e+08,1.16862e+09,1.43248e+07,5.64292e+06,1.23228e+07,3.42036e+08,4.40382e+08,2.01037e+08
96, 8,4.24136e+09,1.81804e+08,1.17598e+09,1.20899e+07,4.89318e+06,9.99859e+06,2.99456e+08,3.86483e+08,1.73204e+08
97, 9,3.81152e+09,1.96749e+08,1.12994e+09,1.06049e+07,4.08559e+06,8.36839e+06,2.63054e+08,3.39819e+08,1.51231e+08
98, 9,3.28361e+09,1.57765e+08,1.0455e+09,9.32956e+06,3.33425e+06,7.42399e+06,2.33409e+08,3.01432e+08,1.34517e+08
99, 9,3.03792e+09,1.38513e+08,9.66647e+08,8.06621e+06,2.91341e+06,6.71021e+06,2.10699e+08,2.713e+08,1.21552e+08
100, 9,3.06896e+09,1.19875e+08,9.56452e+08,6.78359e+06,2.62373e+06,6.05595e+06,1.9231e+08,2.47585e+08,1.11087e+08
101, 9,3.12461e+09,9.66504e+07,9.41704e+08,7.76173e+06,2.80955e+06,6.86385e+06,2.10491e+08,2.65423e+08,1.2085e+08
102, 9,3.29895e+09,9.04989e+07,9.44146e+08,1.28937e+07,3.84387e+06,1.0018e+07,2.8816e+08,3.27934e+08,1.59351e+08
103, 9,3.53766e+09,1.06567e+08,9.6417e+08,1.32976e+07,4.43839e+06,1.28201e+07,3.39449e+08,3.88267e+08,1.88365e+08
104, 9,3.76555e+09,1.31179e+08,9.86731e+08,1.55589e+07,5.29661e+06,1.41741e+07,4.04758e+08,4.72148e+08,2.22453e+08
105, 9,3.93504e+09,1.48072e+08,1.02192e+09,1.87157e+07,5.96429e+06,1.73295e+07,4.86601e+08,5.93505e+08,2.70354e+08
106, 9,4.2043e+09,1.77845e+08,1.08745e+09,1.58485e+07,5.0986e+06,1.44228e+07,4.18753e+08,5.23997e+08,2.33856e+08
107, 9,4.26346e+09,1.96368e+08,1.11956e+09,1.32696e+07,4.25263e+06,1.24502e+07,3.64458e+08,4.64515e+08,2.05145e+08
108, 9,4.13343e+09,1.99862e+08,1.12467e+09,1.16368e+07,3.47529e+06,1.09149e+07,3.16644e+08,4.10577e+08,1.77785e+08
109, 10,3.79095e+09,2.08988e+08,1.0722e+09,1.02022e+07,2.88449e+06,9.46906e+06,2.76932e+08,3.61205e+08,1.54846e+08
110, 10,3.29431e+09,2.34799e+08,9.72617e+08,8.88053e+06,2.49863e+06,8.18009e+06,2.42201e+08,3.14705e+08,1.36175e+08
111, 10,3.00551e+09,2.08704e+08,8.8187e+08,7.64216e+06,2.23454e+06,7.10592e+06,2.17747e+08,2.82765e+08,1.22126e+08
112, 10,3.04097e+09,1.91806e+08,8.56332e+08,6.43156e+06,2.03576e+06,6.12927e+06,1.99592e+08,2.60259e+08,1.11313e+08
113, 10,3.04479e+09,1.35072e+08,8.49682e+08,7.98583e+06,2.20144e+06,7.01734e+06,2.17571e+08,2.74742e+08,1.20965e+08
114, 10,3.2162e+09,1.1095e+08,8.66688e+08,1.54707e+07,3.08766e+06,1.00502e+07,2.88969e+08,3.39116e+08,1.58399e+08
115, 10,3.4134e+09,1.12745e+08,9.02567e+08,2.50721e+07,3.3292e+06,1.23201e+07,3.40411e+08,3.99666e+08,1.84618e+08
116, 10,3.58479e+09,1.37579e+08,9.58313e+08,3.75576e+07,4.16918e+06,1.5595e+07,4.00368e+08,4.84777e+08,2.22564e+08
117, 10,3.68625e+09,1.72562e+08,1.02181e+09,4.09006e+07,3.97719e+06,1.66825e+07,4.735e+08,6.00035e+08,2.65822e+08
118, 10,3.85632e+09,2.05626e+08,1.11316e+09,3.40533e+07,3.46108e+06,1.40954e+07,4.06256e+08,5.19777e+08,2.30107e+08
119, 10,3.88384e+09,2.42265e+08,1.15443e+09,2.1667e+07,2.98709e+06,1.21203e+07,3.54167e+08,4.54821e+08,2.01938e+08
