GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,1.55269e+11
0,1,6.79861e+11
1,0,2.25719e+11
1,1,1.17989e+12
2,0,1.92704e+11
2,1,8.42195e+11
3,0,2.7333e+11
3,1,2.08397e+12
4,0,2.92019e+11
4,1,2.22709e+12
5,0,2.76336e+11
5,1,2.2486e+12
6,0,2.65599e+11
6,1,2.34465e+12
7,0,2.2422e+11
7,1,1.00426e+12
8,0,2.08876e+11
8,1,8.90978e+11
9,0,2.66438e+11
9,1,1.9411e+12
10,0,2.86694e+11
10,1,2.72748e+12
11,0,2.14767e+11
11,1,2.00059e+12
12,0,2.02498e+11
12,1,9.21621e+11
13,0,1.85719e+11
13,1,1.78599e+12
14,0,2.34832e+11
14,1,1.70185e+12
15,0,1.71978e+11
15,1,6.82103e+11
16,0,1.93111e+11
16,1,1.04477e+12
17,0,1.82219e+11
17,1,7.34377e+11
18,0,2.27371e+11
18,1,1.59706e+12
19,0,2.2608e+11
19,1,1.71055e+12
20,0,2.21028e+11
20,1,1.21427e+12
21,0,2.46568e+11
21,1,1.75633e+12
22,0,2.26224e+11
22,1,9.04346e+11
23,0,2.84494e+11
23,1,2.19013e+12
24,0,2.68277e+11
24,1,1.50556e+12
25,0,2.22264e+11
25,1,1.19854e+12
26,0,2.67959e+11
26,1,2.47689e+12
27,0,2.35492e+11
27,1,1.33337e+12
28,0,1.45559e+11
28,1,5.75652e+11
29,0,1.01682e+11
29,1,4.08536e+11
30,0,2.06802e+11
30,1,1.35387e+12
31,0,2.04181e+11
31,1,1.26554e+12
32,0,1.8474e+11
32,1,9.26199e+11
33,0,2.2294e+11
33,1,1.46099e+12
34,0,2.53926e+11
34,1,1.89664e+12
35,0,2.51859e+11
35,1,2.02804e+12
36,0,2.53831e+11
36,1,1.76901e+12
37,0,2.87265e+11
37,1,2.54308e+12
38,0,2.68965e+11
38,1,1.48357e+12
39,0,2.64272e+11
39,1,2.32069e+12
40,0,2.2788e+11
40,1,1.41412e+12
41,0,1.86794e+11
41,1,7.78784e+11
42,0,1.4997e+11
42,1,6.72408e+11
43,0,1.70483e+11
43,1,7.86936e+11
44,0,2.0392e+11
44,1,1.27282e+12
45,0,1.69996e+11
45,1,7.82435e+11
46,0,1.61155e+11
46,1,6.97983e+11
47,0,1.87978e+11
47,1,1.00888e+12
48,0,2.27768e+11
48,1,1.79517e+12
49,0,1.65139e+11
49,1,7.91939e+11
50,0,1.64945e+11
50,1,7.00374e+11
51,0,1.95232e+11
51,1,1.13244e+12
52,0,1.51104e+11
52,1,5.41118e+11
53,0,2.35713e+11
53,1,1.83915e+12
54,0,2.38619e+11
54,1,1.45825e+12
55,0,2.38852e+11
55,1,1.66221e+12
56,0,2.33589e+11
56,1,1.94176e+12
57,0,2.49251e+11
57,1,2.2457e+12
58,0,1.83607e+11
58,1,9.52135e+11
59,0,1.76555e+11
59,1,8.075e+11
60,0,1.60439e+11
60,1,6.80503e+11
61,0,1.07755e+11
61,1,3.88018e+11
62,0,1.43354e+11
62,1,6.15237e+11
63,0,1.79869e+11
63,1,9.45555e+11
64,0,1.32595e+11
64,1,5.26148e+11
65,0,1.99078e+11
65,1,1.004e+12
66,0,2.02535e+11
66,1,1.22731e+12
67,0,2.00003e+11
67,1,9.72295e+11
68,0,2.56953e+11
68,1,1.98866e+12
69,0,1.88385e+11
69,1,7.35195e+11
70,0,2.63693e+11
70,1,2.31956e+12
71,0,2.06542e+11
71,1,1.27191e+12
72,0,2.06289e+11
72,1,1.16218e+12
73,0,2.09055e+11
73,1,1.48687e+12
74,0,1.29799e+11
74,1,5.14644e+11
75,0,8.23916e+10
75,1,3.21221e+11
76,0,8.93443e+10
76,1,3.34008e+11
77,0,1.68111e+11
77,1,8.75458e+11
78,0,1.2956e+11
78,1,4.91478e+11
79,0,1.37796e+11
79,1,5.45465e+11
80,0,1.52598e+11
80,1,6.1369e+11
81,0,1.90202e+11
81,1,9.06082e+11
82,0,2.47886e+11
82,1,1.96904e+12
83,0,2.32249e+11
83,1,1.35275e+12
