GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,8.88981e+10
0,1,4.88584e+11
1,0,1.39546e+11
1,1,1.05391e+12
2,0,1.18855e+11
2,1,7.06194e+11
3,0,1.70018e+11
3,1,1.98592e+12
4,0,1.8078e+11
4,1,2.01529e+12
5,0,1.78941e+11
5,1,2.16734e+12
6,0,1.58653e+11
6,1,2.07332e+12
7,0,1.43804e+11
7,1,9.10409e+11
8,0,1.27798e+11
8,1,8.0786e+11
9,0,1.57604e+11
9,1,1.65123e+12
10,0,1.7238e+11
10,1,2.48309e+12
11,0,1.33983e+11
11,1,1.94272e+12
12,0,1.14815e+11
12,1,7.84681e+11
13,0,1.16575e+11
13,1,1.76888e+12
14,0,1.51852e+11
14,1,1.59342e+12
15,0,1.18045e+11
15,1,6.33815e+11
16,0,1.14342e+11
16,1,9.72142e+11
17,0,1.1832e+11
17,1,6.60813e+11
18,0,1.36256e+11
18,1,1.46539e+12
19,0,1.34169e+11
19,1,1.60999e+12
20,0,1.31084e+11
20,1,1.09666e+12
21,0,1.43226e+11
21,1,1.56561e+12
22,0,1.38369e+11
22,1,7.86884e+11
23,0,1.70822e+11
23,1,2.02939e+12
24,0,1.4868e+11
24,1,1.22433e+12
25,0,1.22485e+11
25,1,1.042e+12
26,0,1.5864e+11
26,1,2.34506e+12
27,0,1.31619e+11
27,1,1.10514e+12
28,0,9.96665e+10
28,1,4.98898e+11
29,0,6.73286e+10
29,1,2.95184e+11
30,0,1.29374e+11
30,1,1.27471e+12
31,0,1.21788e+11
31,1,1.22451e+12
32,0,1.05984e+11
32,1,8.53145e+11
33,0,1.3188e+11
33,1,1.37438e+12
34,0,1.47488e+11
34,1,1.72272e+12
35,0,1.38191e+11
35,1,1.88076e+12
36,0,1.51422e+11
36,1,1.70274e+12
37,0,1.71081e+11
37,1,2.30455e+12
38,0,1.48904e+11
38,1,1.25009e+12
39,0,1.50877e+11
39,1,2.2706e+12
40,0,1.19198e+11
40,1,1.29372e+12
41,0,1.02687e+11
41,1,5.59404e+11
42,0,9.65448e+10
42,1,5.86759e+11
43,0,1.01359e+11
43,1,7.03512e+11
44,0,1.12958e+11
44,1,1.12727e+12
45,0,9.9142e+10
45,1,6.85827e+11
46,0,8.8708e+10
46,1,5.51378e+11
47,0,1.13687e+11
47,1,8.91451e+11
48,0,1.27494e+11
48,1,1.62197e+12
49,0,8.69549e+10
49,1,6.37676e+11
50,0,9.02802e+10
50,1,6.08239e+11
51,0,9.61122e+10
51,1,1.01091e+12
52,0,7.59264e+10
52,1,3.02005e+11
53,0,1.30554e+11
53,1,1.78832e+12
54,0,1.35615e+11
54,1,1.39624e+12
55,0,1.3298e+11
55,1,1.41269e+12
56,0,1.4924e+11
56,1,1.81242e+12
57,0,1.49192e+11
57,1,2.09361e+12
58,0,1.03419e+11
58,1,8.50599e+11
59,0,1.05391e+11
59,1,7.41779e+11
60,0,9.36898e+10
60,1,6.02331e+11
61,0,5.98436e+10
61,1,3.41198e+11
62,0,6.57257e+10
62,1,5.34489e+11
63,0,9.07247e+10
63,1,8.58089e+11
64,0,7.36369e+10
64,1,4.49515e+11
65,0,1.05283e+11
65,1,9.34272e+11
66,0,1.06855e+11
66,1,1.10205e+12
67,0,1.01226e+11
67,1,7.58678e+11
68,0,1.38326e+11
68,1,1.83632e+12
69,0,1.02986e+11
69,1,5.30277e+11
70,0,1.62841e+11
70,1,2.23509e+12
71,0,1.19325e+11
71,1,1.12442e+12
72,0,1.22719e+11
72,1,1.05514e+12
73,0,1.21633e+11
73,1,1.39408e+12
74,0,7.95944e+10
74,1,3.91836e+11
75,0,5.81335e+10
75,1,2.68456e+11
76,0,5.6567e+10
76,1,2.59227e+11
77,0,9.51087e+10
77,1,8.1836e+11
78,0,7.41817e+10
78,1,3.77356e+11
79,0,6.97321e+10
79,1,4.08685e+11
80,0,7.86235e+10
80,1,5.26686e+11
81,0,9.29356e+10
81,1,7.79908e+11
82,0,1.21312e+11
82,1,1.7731e+12
83,0,1.14673e+11
83,1,1.25288e+12
