FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,2.85535e+07,2.07428e+06
0,1,10,7.5267e+08,4.13871e+08
0,10,100,9.42144e+08,2.28138e+09
0,100,1000,7.13992e+07,5.86479e+08
0,1000,10000,80930.1,9.83111e+06
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,506794,1.20184e+07
1,10,100,7.23955e+06,6.36616e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.92239e+06,354849
2,1,10,1.06074e+08,8.80812e+07
2,10,100,1.6402e+08,6.04005e+08
2,100,1000,162490,5.78733e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,5.03828e+09,1.89951e+06
3,0.01,0.1,2.40178e+09,5.71104e+06
3,0.1,1,4.55533e+07,2.5694e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.2917e+06,174742
4,0.1,1,1.79368e+07,1.94682e+06
4,1,10,1.51989e+06,940182
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,8.11041e+07,311145
5,0.01,0.1,2.46497e+09,7.26202e+06
5,0.1,1,1.86355e+08,3.38147e+06
5,1,10,1.81156e+06,766437
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.08174e+09,2.9349e+07
6,0.1,1,4.74552e+09,1.72408e+08
6,1,10,9.43347e+08,2.33446e+08
6,10,100,2.5882e+07,4.8754e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,5.75501e+07,919456
7,0.1,1,3.66272e+08,2.72392e+07
7,1,10,7.54099e+08,2.21599e+08
7,10,100,1.0623e+08,1.69265e+08
7,100,1000,1.12042e+06,6.79742e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.5067e+09,2.02913e+07
8,0.1,1,1.97407e+09,1.02255e+08
8,1,10,5.39945e+08,1.39454e+08
8,10,100,6.90134e+06,1.2701e+07
8,100,1000,0,0
8,1000,10000,0,0
