FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.02988e+07,638956
0,1,10,2.11482e+09,2.86855e+08
0,10,100,1.75514e+09,1.89129e+09
0,100,1000,9.91995e+07,4.87926e+08
0,1000,10000,91403.8,8.51737e+06
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,788581,7.80872e+06
1,10,100,6.56797e+06,1.84628e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.55487e+07,431021
2,1,10,1.16922e+08,5.76031e+07
2,10,100,1.75271e+08,5.15969e+08
2,100,1000,226013,7.09213e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,6.22597e+09,2.45084e+06
3,0.01,0.1,4.60722e+09,5.46749e+06
3,0.1,1,9.73743e+07,2.45602e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,6.77746e+06,104788
4,0.1,1,3.52612e+07,1.68954e+06
4,1,10,1.9844e+06,678485
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.85579e+08,320328
5,0.01,0.1,4.55081e+09,6.28623e+06
5,0.1,1,2.10605e+08,2.96458e+06
5,1,10,3.12113e+06,489976
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,5.04772e+09,2.93209e+07
6,0.1,1,6.12128e+09,1.67403e+08
6,1,10,9.67631e+08,2.13148e+08
6,10,100,2.52358e+07,4.09437e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,4.0716e+07,675965
7,0.1,1,3.96497e+08,2.41041e+07
7,1,10,7.46027e+08,1.83226e+08
7,10,100,1.16667e+08,1.68318e+08
7,100,1000,1.04797e+06,5.10828e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.88996e+09,2.17559e+07
8,0.1,1,2.47989e+09,9.564e+07
8,1,10,5.88439e+08,1.20591e+08
8,10,100,4.56182e+06,1.03487e+07
8,100,1000,0,0
8,1000,10000,0,0
