FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.82693e+07,1.55169e+06
0,1,10,1.96801e+09,3.89253e+08
0,10,100,1.40497e+09,2.27227e+09
0,100,1000,8.47709e+07,5.73271e+08
0,1000,10000,83496.7,9.48788e+06
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,592129,1.05212e+07
1,10,100,1.0566e+07,5.33144e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,5.05065e+06,739972
2,1,10,1.26621e+08,8.06247e+07
2,10,100,2.16845e+08,5.74147e+08
2,100,1000,177791,6.02247e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,5.4821e+09,2.11233e+06
3,0.01,0.1,2.57588e+09,6.48243e+06
3,0.1,1,4.83632e+07,2.87921e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.70458e+06,205193
4,0.1,1,2.1816e+07,2.48801e+06
4,1,10,1.60351e+06,997851
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,8.58555e+07,338778
5,0.01,0.1,2.63798e+09,8.1452e+06
5,0.1,1,2.09033e+08,3.77509e+06
5,1,10,1.96081e+06,829951
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.34644e+09,3.30637e+07
6,0.1,1,5.14391e+09,1.96239e+08
6,1,10,1.05203e+09,2.60315e+08
6,10,100,2.77356e+07,5.24922e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,6.0658e+07,988510
7,0.1,1,4.10294e+08,3.13145e+07
7,1,10,8.59935e+08,2.50191e+08
7,10,100,1.31735e+08,1.88605e+08
7,100,1000,1.17012e+06,7.11227e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.71095e+09,2.29191e+07
8,0.1,1,2.14118e+09,1.15583e+08
8,1,10,5.96126e+08,1.52712e+08
8,10,100,7.25594e+06,1.33608e+07
8,100,1000,0,0
8,1000,10000,0,0
