FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,9.49723e+06,1.5208e+06
0,1,10,4.98002e+08,3.96284e+08
0,10,100,6.24082e+08,2.16976e+09
0,100,1000,5.39631e+07,5.55242e+08
0,1000,10000,78451,1.00472e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,423989,1.26506e+07
1,10,100,3.69087e+06,7.27047e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,1.57971e+06,363908
2,1,10,8.69811e+07,9.15581e+07
2,10,100,1.27102e+08,6.21514e+08
2,100,1000,147786,5.54991e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.48925e+09,1.69647e+06
3,0.01,0.1,2.21048e+09,5.04303e+06
3,0.1,1,4.28488e+07,2.28867e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.87657e+06,144278
4,0.1,1,1.564e+07,1.61728e+06
4,1,10,1.43528e+06,882237
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,7.63873e+07,285672
5,0.01,0.1,2.2901e+09,6.4738e+06
5,0.1,1,1.59708e+08,3.05205e+06
5,1,10,1.66705e+06,704644
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,3.82843e+09,2.61078e+07
6,0.1,1,4.37583e+09,1.50757e+08
6,1,10,8.33711e+08,2.08438e+08
6,10,100,2.3277e+07,4.48166e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,5.4734e+07,859969
7,0.1,1,3.23583e+08,2.37681e+07
7,1,10,6.55041e+08,1.94607e+08
7,10,100,8.91559e+07,1.51764e+08
7,100,1000,1.07069e+06,6.49207e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.3398e+09,1.80695e+07
8,0.1,1,1.82243e+09,9.07163e+07
8,1,10,4.94973e+08,1.26409e+08
8,10,100,6.42891e+06,1.20774e+07
8,100,1000,0,0
8,1000,10000,0,0
