FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,5.02304e+07,1.01066e+06
0,1,10,2.28797e+09,3.44937e+08
0,10,100,1.17032e+09,2.14317e+09
0,100,1000,9.78577e+07,5.44248e+08
0,1000,10000,86155,9.13946e+06
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,678617,9.19733e+06
1,10,100,1.19674e+07,3.57813e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,6.94219e+06,590244
2,1,10,1.55108e+08,7.03203e+07
2,10,100,4.71048e+08,5.44134e+08
2,100,1000,193538,6.23296e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,5.83307e+09,2.37634e+06
3,0.01,0.1,2.7504e+09,7.47196e+06
3,0.1,1,5.24499e+07,3.20162e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,5.11474e+06,236061
4,0.1,1,2.73997e+07,3.24633e+06
4,1,10,1.69375e+06,1.06228e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.05603e+07,370104
5,0.01,0.1,3.09947e+09,9.42699e+06
5,0.1,1,2.26971e+08,4.23889e+06
5,1,10,2.12838e+06,901981
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.63958e+09,3.74906e+07
6,0.1,1,6.01143e+09,2.26523e+08
6,1,10,1.20171e+09,2.91152e+08
6,10,100,3.04482e+07,5.65035e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,6.36615e+07,1.06401e+06
7,0.1,1,4.72334e+08,3.63818e+07
7,1,10,1.05432e+09,2.86137e+08
7,10,100,1.65286e+08,2.09825e+08
7,100,1000,1.22201e+06,7.44458e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.86376e+09,2.65764e+07
8,0.1,1,2.35748e+09,1.30437e+08
8,1,10,6.71745e+08,1.67541e+08
8,10,100,7.61851e+06,1.40735e+07
8,100,1000,0,0
8,1000,10000,0,0
