FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,0,0
0,0.1,1,3.68897e+07,382969
0,1,10,1.61846e+09,2.59912e+08
0,10,100,1.31605e+09,1.74969e+09
0,100,1000,7.47757e+07,4.76788e+08
0,1000,10000,94359,8.28218e+06
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,87673,285604
1,10,100,4.40975e+06,1.90915e+07
1,100,1000,0,0
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,0,0
2,0.1,1,4.03073e+06,329735
2,1,10,1.50461e+08,5.70194e+07
2,10,100,2.00932e+08,5.07849e+08
2,100,1000,249930,7.64976e+06
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,7.41919e+09,2.13587e+06
3,0.01,0.1,2.02017e+09,5.2082e+06
3,0.1,1,3.45683e+07,2.09433e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.94925e+06,66293.6
4,0.1,1,4.36613e+07,1.28852e+06
4,1,10,2.12797e+06,584509
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.4075e+08,278369
5,0.01,0.1,6.06544e+09,5.62786e+06
5,0.1,1,1.20542e+08,2.52206e+06
5,1,10,3.339e+06,478401
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,4.36956e+09,2.46888e+07
6,0.1,1,6.21552e+09,1.41889e+08
6,1,10,1.12155e+09,1.83519e+08
6,10,100,2.11735e+07,3.73773e+07
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.05235e+07,553361
7,0.1,1,2.94882e+08,1.98694e+07
7,1,10,8.62466e+08,1.56723e+08
7,10,100,1.05165e+08,1.54782e+08
7,100,1000,1.09021e+06,4.37943e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.60254e+09,1.83224e+07
8,0.1,1,2.55073e+09,8.03002e+07
8,1,10,5.64257e+08,1.05042e+08
8,10,100,4.74193e+06,9.18549e+06
8,100,1000,0,0
8,1000,10000,0,0
