FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,9.25266e+10,2.1564e+08
0,0.1,1,1.25957e+11,5.8614e+08
0,1,10,2.86692e+10,8.79963e+08
0,10,100,3.12105e+09,1.94348e+09
0,100,1000,3.09852e+08,1.88295e+09
0,1000,10000,132285,3.59439e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,7.46171e+08,4.7797e+08
1,100,1000,2.33365e+06,8.80274e+06
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,2.58368e+09,2.58585e+07
2,0.1,1,1.00763e+10,1.78633e+08
2,1,10,6.0709e+09,3.98503e+08
2,10,100,1.49823e+09,5.42516e+08
2,100,1000,237217,1.4726e+07
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,4.17113e+10,6.04932e+07
3,0.01,0.1,1.05526e+09,1.67613e+06
3,0.1,1,3.35678e+07,267006
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.83565e+07,327056
4,0.1,1,2.44048e+07,697248
4,1,10,219188,295922
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,4.98138e+08,330720
5,0.01,0.1,3.32193e+09,5.39331e+06
5,0.1,1,7.42059e+07,1.3622e+06
5,1,10,5.30567e+06,440045
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,6.68043e+09,1.8059e+07
6,0.1,1,1.08459e+09,1.97035e+07
6,1,10,8.81223e+07,1.40375e+07
6,10,100,1.64603e+06,2.74754e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.43755e+08,2.1494e+06
7,0.1,1,4.95773e+08,1.89476e+07
7,1,10,3.05816e+08,5.1296e+07
7,10,100,2.32592e+07,5.94e+07
7,100,1000,63579.4,2.09979e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.10324e+09,1.2206e+07
8,0.1,1,5.51295e+08,1.35804e+07
8,1,10,4.52573e+07,7.12929e+06
8,10,100,834572,727210
8,100,1000,0,0
8,1000,10000,0,0
