FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,6.38252e+09,2.28173e+08
0,0.1,1,8.16767e+09,5.77856e+08
0,1,10,1.0601e+09,7.83568e+08
0,10,100,3.46925e+08,1.84789e+09
0,100,1000,2.15267e+07,1.8835e+09
0,1000,10000,128777,3.13424e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,6.09482e+07,8.57282e+08
1,100,1000,18608.9,1.90961e+06
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,2.19206e+08,2.4897e+07
2,0.1,1,1.13819e+09,1.75953e+08
2,1,10,6.57301e+08,3.7473e+08
2,10,100,1.13907e+08,5.61195e+08
2,100,1000,255738,1.21138e+07
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,8.10452e+10,8.51067e+07
3,0.01,0.1,1.38138e+09,3.45191e+06
3,0.1,1,2.08472e+07,372339
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,4.08872e+07,732673
4,0.1,1,3.4649e+07,1.13425e+06
4,1,10,3.94597e+06,3.3125e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,6.71994e+08,518705
5,0.01,0.1,4.7979e+09,8.31162e+06
5,0.1,1,1.18924e+08,2.55571e+06
5,1,10,6.47457e+06,558035
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,8.57493e+09,2.83584e+07
6,0.1,1,1.33281e+09,3.32452e+07
6,1,10,1.14869e+08,2.05148e+07
6,10,100,1.33186e+06,3.54144e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,2.47076e+08,4.66698e+06
7,0.1,1,6.87478e+08,3.44269e+07
7,1,10,3.9478e+08,8.56133e+07
7,10,100,2.97554e+07,8.61095e+07
7,100,1000,72142.9,2.37947e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.66749e+09,1.88563e+07
8,0.1,1,7.51564e+08,2.28362e+07
8,1,10,5.0047e+07,1.05593e+07
8,10,100,918784,941176
8,100,1000,0,0
8,1000,10000,0,0
