FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,5.0904e+10,2.80587e+08
0,0.1,1,5.22734e+10,5.26225e+08
0,1,10,4.24196e+10,9.59246e+08
0,10,100,2.56828e+09,2.29347e+09
0,100,1000,1.87093e+08,1.93267e+09
0,1000,10000,109634,3.54113e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2.15716e+08,5.70114e+08
1,100,1000,6.76263e+06,2.94659e+07
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,4.49707e+08,8.17067e+06
2,0.1,1,8.29644e+09,1.98182e+08
2,1,10,3.605e+09,3.96918e+08
2,10,100,9.93842e+08,6.11357e+08
2,100,1000,1.831e+07,1.75824e+07
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.38331e+12,1.27703e+08
3,0.01,0.1,9.55355e+09,1.53732e+07
3,0.1,1,7.97693e+07,1.98816e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,1.64273e+08,2.29062e+06
4,0.1,1,2.25733e+08,4.54678e+06
4,1,10,3.08328e+06,1.45039e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,1.4282e+09,589031
5,0.01,0.1,8.06106e+10,3.52813e+07
5,0.1,1,1.11861e+09,6.69992e+06
5,1,10,425575,53060.3
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,1.19918e+10,5.19014e+07
6,0.1,1,5.00045e+09,6.44175e+07
6,1,10,2.00351e+08,3.40232e+07
6,10,100,3.2952e+06,4.75583e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,3.87985e+08,8.37635e+06
7,0.1,1,3.7818e+09,1.18571e+08
7,1,10,2.0735e+09,2.13348e+08
7,10,100,5.50832e+07,1.38389e+08
7,100,1000,291800,1.36719e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,9.34223e+09,4.92183e+07
8,0.1,1,2.84065e+09,6.70629e+07
8,1,10,9.89928e+07,1.91964e+07
8,10,100,567742,1.10632e+06
8,100,1000,0,0
8,1000,10000,0,0
