FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,3.26017e+10,2.11158e+08
0,0.1,1,3.79362e+10,6.34376e+08
0,1,10,2.59879e+10,9.63276e+08
0,10,100,3.33592e+09,2.27407e+09
0,100,1000,1.64016e+08,1.87994e+09
0,1000,10000,113010,3.35608e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,2.4586e+08,4.42809e+08
1,100,1000,7.04901e+06,2.24353e+07
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,4.98104e+08,7.90131e+06
2,0.1,1,6.99573e+09,1.92441e+08
2,1,10,3.73398e+09,3.9929e+08
2,10,100,1.19871e+09,6.04787e+08
2,100,1000,211945,1.33348e+07
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,1.42759e+12,8.48433e+07
3,0.01,0.1,5.94272e+09,1.12807e+07
3,0.1,1,5.55355e+07,1.18008e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,3.35206e+07,933266
4,0.1,1,1.42234e+08,3.74398e+06
4,1,10,4.76243e+06,886173
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,9.77797e+08,380027
5,0.01,0.1,4.95124e+09,2.40163e+07
5,0.1,1,1.43638e+08,4.71729e+06
5,1,10,79135.8,44424.9
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,8.10871e+09,4.41254e+07
6,0.1,1,2.56107e+09,5.11973e+07
6,1,10,1.85242e+08,2.88126e+07
6,10,100,2.18134e+06,4.15905e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,5.40959e+08,8.58107e+06
7,0.1,1,3.04996e+09,9.65494e+07
7,1,10,9.65097e+08,1.6218e+08
7,10,100,4.08541e+07,1.12393e+08
7,100,1000,1.04858e+06,1.48403e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,8.33368e+09,4.15745e+07
8,0.1,1,1.84357e+09,5.29314e+07
8,1,10,9.26018e+07,1.67701e+07
8,10,100,690370,1.19402e+06
8,100,1000,0,0
8,1000,10000,0,0
