FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,1.18795e+09,1.20336e+08
0,0.1,1,4.5406e+09,6.45567e+08
0,1,10,3.66211e+09,1.00333e+09
0,10,100,4.06959e+08,2.18649e+09
0,100,1000,6.01737e+07,1.67489e+09
0,1000,10000,97150,4.37286e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,6.45833e+07,9.11924e+08
1,100,1000,1.68785e+06,7.41681e+07
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,1.1536e+08,7.44492e+06
2,0.1,1,1.48249e+09,2.69386e+08
2,1,10,5.58503e+08,3.75695e+08
2,10,100,1.36024e+08,5.98669e+08
2,100,1000,2.90234e+06,1.71183e+07
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,9.08919e+11,6.54345e+07
3,0.01,0.1,1.60776e+10,7.63726e+06
3,0.1,1,3.52447e+07,1.85073e+06
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,7.79837e+07,1.22121e+06
4,0.1,1,8.92842e+07,3.66447e+06
4,1,10,143086,151317
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,2.46234e+08,488570
5,0.01,0.1,4.05794e+10,4.33754e+07
5,0.1,1,6.32014e+07,4.01648e+06
5,1,10,341240,60019.4
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,2.62233e+09,1.96055e+07
6,0.1,1,1.38277e+09,3.64903e+07
6,1,10,1.14912e+08,2.27487e+07
6,10,100,1.99581e+06,4.09165e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.57848e+08,3.84505e+06
7,0.1,1,1.01626e+09,5.98746e+07
7,1,10,6.25481e+08,1.29609e+08
7,10,100,2.44771e+07,1.09859e+08
7,100,1000,41522.7,924727
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,1.79865e+09,2.11352e+07
8,0.1,1,9.96219e+08,3.59819e+07
8,1,10,5.38408e+07,1.35644e+07
8,10,100,390219,1.11111e+06
8,100,1000,0,0
8,1000,10000,0,0
