FunctionalGroupIndex,LowerBodyMassBin,UpperBodyMassBin,TotalAbundance,TotalBiomass_kg
0,0.0001,0.001,0,0
0,0.001,0.01,0,0
0,0.01,0.1,3.03999e+09,1.81348e+08
0,0.1,1,4.60323e+09,5.02914e+08
0,1,10,1.15455e+09,7.87634e+08
0,10,100,2.20706e+08,1.8361e+09
0,100,1000,1.86189e+07,1.85403e+09
0,1000,10000,121091,3.41721e+07
1,0.0001,0.001,0,0
1,0.001,0.01,0,0
1,0.01,0.1,0,0
1,0.1,1,0,0
1,1,10,0,0
1,10,100,1.44948e+07,5.37135e+08
1,100,1000,14312.2,3.15081e+06
1,1000,10000,0,0
2,0.0001,0.001,0,0
2,0.001,0.01,0,0
2,0.01,0.1,1.58571e+08,2.88434e+07
2,0.1,1,6.39301e+08,1.69118e+08
2,1,10,4.71919e+08,3.70828e+08
2,10,100,6.93604e+07,5.33665e+08
2,100,1000,239462,1.39348e+07
2,1000,10000,0,0
3,0.0001,0.001,0,0
3,0.001,0.01,5.68019e+10,6.93992e+07
3,0.01,0.1,9.63779e+08,1.97449e+06
3,0.1,1,1.71015e+07,271703
3,1,10,0,0
3,10,100,0,0
3,100,1000,0,0
3,1000,10000,0,0
4,0.0001,0.001,0,0
4,0.001,0.01,0,0
4,0.01,0.1,2.46833e+07,423851
4,0.1,1,2.48396e+07,780716
4,1,10,1.22798e+06,1.11168e+06
4,10,100,0,0
4,100,1000,0,0
4,1000,10000,0,0
5,0.0001,0.001,0,0
5,0.001,0.01,5.39057e+08,400807
5,0.01,0.1,3.68688e+09,6.26917e+06
5,0.1,1,7.29607e+07,1.61391e+06
5,1,10,5.67418e+06,475398
5,10,100,0,0
5,100,1000,0,0
5,1000,10000,0,0
6,0.0001,0.001,0,0
6,0.001,0.01,0,0
6,0.01,0.1,7.25293e+09,2.05945e+07
6,0.1,1,1.06136e+09,2.32394e+07
6,1,10,8.6801e+07,1.56542e+07
6,10,100,1.1604e+06,2.97023e+06
6,100,1000,0,0
6,1000,10000,0,0
7,0.0001,0.001,0,0
7,0.001,0.01,0,0
7,0.01,0.1,1.61271e+08,2.65883e+06
7,0.1,1,4.73414e+08,2.19101e+07
7,1,10,2.44009e+08,5.85533e+07
7,10,100,2.05302e+07,6.68749e+07
7,100,1000,66256.7,2.18969e+06
7,1000,10000,0,0
8,0.0001,0.001,0,0
8,0.001,0.01,0,0
8,0.01,0.1,2.20673e+09,1.37834e+07
8,0.1,1,5.35127e+08,1.59534e+07
8,1,10,3.90228e+07,7.94066e+06
8,10,100,685240,780932
8,100,1000,0,0
8,1000,10000,0,0
