Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
12554.2,2,100,H,Ecto,6.76936e+07
12554.2,2,1000,H,Ecto,7.4841e+06
12554.2,2,10000,H,Ecto,118339
12554.2,2,1000,H,Endo,60.087
12554.2,2,10000,H,Endo,2.90164e+06
12554.2,2,100000,H,Endo,724.302
12554.2,2,100,O,Ecto,2.81538e+07
12554.2,2,1000,O,Ecto,9.86228e+07
12554.2,2,10000,O,Endo,183.525
12554.2,2,100,C,Ecto,11081.8
12554.2,2,1000,C,Ecto,2.99985e+07
40737,2,100,H,Ecto,2.35249e+07
40737,2,1000,H,Ecto,1.15392e+06
40737,2,10000,H,Ecto,5206.48
40737,2,1000,H,Endo,4.35209
40737,2,10000,H,Endo,2.39921e+06
40737,2,100000,H,Endo,1744.99
40737,2,100,O,Ecto,1.27202e+07
40737,2,1000,O,Ecto,3.85934e+07
40737,2,100,C,Ecto,157881
40737,2,1000,C,Ecto,4.65202e+06
720.111,5,10,H,Ecto,9167.87
720.111,5,100,H,Ecto,2.70961e+07
720.111,5,1000,H,Ecto,3.45783e+06
720.111,5,100000,H,Endo,5.36899
720.111,5,10,O,Ecto,1.37436e+06
720.111,5,100,O,Ecto,4.28679e+06
720.111,5,1000,O,Ecto,1.38548e+07
720.111,5,10,C,Ecto,0.00270852
720.111,5,100,C,Ecto,510.046
720.111,5,1000,C,Ecto,3.20311e+06
100.554,5,10,H,Ecto,599603
100.554,5,100,H,Ecto,365791
1125.42,7,10,H,Ecto,135.694
1125.42,7,100,H,Ecto,667931
1125.42,7,1000,H,Ecto,458271
1125.42,7,10000,H,Endo,129455
1125.42,7,100000,H,Endo,12255.3
1125.42,7,10,O,Ecto,32358.4
1125.42,7,100,O,Ecto,1.2202e+06
1125.42,7,1000,O,Ecto,415720
1125.42,7,10,C,Ecto,35.7104
1125.42,7,100,C,Ecto,65411.7
1125.42,7,1000,C,Ecto,1.48782e+06
4435.61,7,10,H,Ecto,6.47734
4435.61,7,100,H,Ecto,1.72168e+07
4435.61,7,1000,H,Ecto,402020
4435.61,7,10000,H,Ecto,73.8411
4435.61,7,1000,H,Endo,0.325109
4435.61,7,10000,H,Endo,1.35444e+06
4435.61,7,100000,H,Endo,1588.13
4435.61,7,100,O,Ecto,7.50396e+06
4435.61,7,1000,O,Ecto,1.40959e+07
4435.61,7,10,C,Ecto,0.000110702
4435.61,7,100,C,Ecto,175594
4435.61,7,1000,C,Ecto,1.60662e+06
93.1332,7,1,H,Ecto,410.35
93.1332,7,10,H,Ecto,357.531
93.1332,7,100,H,Ecto,4248.64
93.1332,7,1000,H,Ecto,1468.58
93.1332,7,10,O,Ecto,1016.84
93.1332,7,100,O,Ecto,4604.36
93.1332,7,1000,O,Ecto,589.099
93.1332,7,1000,C,Ecto,42.9497
458.529,7,10,H,Ecto,27919
458.529,7,100,H,Ecto,1.03122e+07
458.529,7,1000,H,Ecto,1.64556e+06
458.529,7,10,O,Ecto,507029
458.529,7,100,O,Ecto,6.43408e+06
458.529,7,1000,O,Ecto,9.60432e+06
458.529,7,10,C,Ecto,0.0238872
458.529,7,100,C,Ecto,0.103556
458.529,7,1000,C,Ecto,2.54708e+06
4155.31,7,10,H,Ecto,24.6191
4155.31,7,100,H,Ecto,3.64712e+07
4155.31,7,1000,H,Ecto,5.31349e+06
4155.31,7,10000,H,Ecto,1896.51
4155.31,7,1000,H,Endo,1.9061
4155.31,7,10000,H,Endo,4.92127e+06
4155.31,7,100000,H,Endo,6733.64
4155.31,7,100,O,Ecto,4.06352e+07
4155.31,7,1000,O,Ecto,6.08282e+07
4155.31,7,10,C,Ecto,0.000611036
4155.31,7,100,C,Ecto,377352
4155.31,7,1000,C,Ecto,5.32686e+06
321.955,7,10,H,Ecto,243120
321.955,7,100,H,Ecto,1.18079e+07
321.955,7,1000,H,Ecto,2.4036e+06
321.955,7,10,O,Ecto,1.92713e+06
321.955,7,100,O,Ecto,7.14463e+06
321.955,7,1000,O,Ecto,4.37132e+06
321.955,7,10,C,Ecto,4.89138
321.955,7,100,C,Ecto,29.5163
321.955,7,1000,C,Ecto,1.67519e+06
1812.66,7,10,H,Ecto,29359.7
1812.66,7,100,H,Ecto,4.65502e+07
1812.66,7,1000,H,Ecto,1.24723e+07
1812.66,7,10000,H,Endo,44593.8
1812.66,7,100000,H,Endo,2014.87
1812.66,7,10,O,Ecto,9.5986e+06
1812.66,7,100,O,Ecto,2.28011e+07
1812.66,7,1000,O,Ecto,1.67556e+07
1812.66,7,10,C,Ecto,1345.64
1812.66,7,100,C,Ecto,109861
1812.66,7,1000,C,Ecto,2.42989e+07
670.398,7,1,H,Ecto,96.1404
670.398,7,10,H,Ecto,14261.7
670.398,7,100,H,Ecto,165651
670.398,7,1000,H,Ecto,136531
670.398,7,10,O,Ecto,38777
670.398,7,100,O,Ecto,79509.8
670.398,7,1000,O,Ecto,14042
670.398,7,1000,C,Ecto,3283
1186.73,7,1,H,Ecto,3.40676e+06
1186.73,7,10,H,Ecto,3.0542e+07
1186.73,7,100,H,Ecto,1.18808e+08
1186.73,7,1000,H,Ecto,2.08814e+06
1186.73,7,10,O,Ecto,5.40968e+06
1186.73,7,100,O,Ecto,1.35262e+07
1186.73,7,1000,O,Ecto,305048
1186.73,7,1000,C,Ecto,12332.7
20945.4,7,100,H,Ecto,1.77629e+06
20945.4,7,1000,H,Ecto,627287
20945.4,7,10000,H,Ecto,4290.38
20945.4,7,1000,H,Endo,4.69671
20945.4,7,10000,H,Endo,54731.9
20945.4,7,100000,H,Endo,1.25382
20945.4,7,100,O,Ecto,290356
20945.4,7,1000,O,Ecto,7.30039e+06
20945.4,7,10000,O,Endo,11.3665
20945.4,7,100,C,Ecto,3730.17
20945.4,7,1000,C,Ecto,1.02292e+06
46700.1,7,100,H,Ecto,5.45813e+07
46700.1,7,1000,H,Ecto,2.28055e+07
46700.1,7,10000,H,Ecto,126960
46700.1,7,1000,H,Endo,115.661
46700.1,7,10000,H,Endo,778116
46700.1,7,100000,H,Endo,37.3893
46700.1,7,100,O,Ecto,4.73939e+06
46700.1,7,1000,O,Ecto,1.28534e+08
46700.1,7,10000,O,Endo,1458.08
46700.1,7,1000,C,Ecto,1.64708e+07
7131.14,7,100,H,Ecto,1.61237e+07
7131.14,7,1000,H,Ecto,3.01002e+06
7131.14,7,10000,H,Ecto,1688.52
7131.14,7,1000,H,Endo,1.01397
7131.14,7,10000,H,Endo,643089
7131.14,7,100000,H,Endo,367.883
7131.14,7,100,O,Ecto,3.48703e+06
7131.14,7,1000,O,Ecto,2.03499e+07
7131.14,7,100,C,Ecto,62612.7
7131.14,7,1000,C,Ecto,1.71462e+06
4435.61,7,10,H,Ecto,32391.1
4435.61,7,100,H,Ecto,5.4442e+07
4435.61,7,1000,H,Ecto,9.67241e+06
4435.61,7,10000,H,Endo,40658.8
4435.61,7,100000,H,Endo,1944.44
4435.61,7,10,O,Ecto,8.21523e+06
4435.61,7,100,O,Ecto,2.05742e+07
4435.61,7,1000,O,Ecto,1.49998e+07
4435.61,7,10,C,Ecto,0.120957
4435.61,7,100,C,Ecto,138622
4435.61,7,1000,C,Ecto,4.56363e+07
6507.51,7,1,H,Ecto,8.84857e+06
6507.51,7,10,H,Ecto,8.49625e+06
6507.51,7,100,H,Ecto,1.05217e+08
6507.51,7,1000,H,Ecto,7.79351e+07
6507.51,7,10,O,Ecto,2.33817e+07
6507.51,7,100,O,Ecto,4.64721e+07
6507.51,7,1000,O,Ecto,1.12949e+07
6507.51,7,1000,C,Ecto,2.4972e+06
1947.95,7,10,H,Ecto,1.02262e+06
1947.95,7,100,H,Ecto,5.75671e+07
1947.95,7,1000,H,Ecto,5.44128e+07
1947.95,7,10,O,Ecto,1.53912e+06
1947.95,7,100,O,Ecto,1.21866e+07
1947.95,7,1000,O,Ecto,3.71949e+06
1947.95,7,100,C,Ecto,0.00247241
1947.95,7,1000,C,Ecto,674645
1125.42,7,1,H,Ecto,186084
1125.42,7,10,H,Ecto,2.10543e+07
1125.42,7,100,H,Ecto,2.75911e+07
1125.42,7,1000,H,Ecto,259.587
1125.42,7,10,O,Ecto,165754
1125.42,7,100,O,Ecto,73566.8
5847.55,8,100,H,Ecto,176135
5847.55,8,1000,H,Ecto,29678.1
5847.55,8,10000,H,Ecto,25.9608
5847.55,8,1000,H,Endo,0.0267388
5847.55,8,10000,H,Endo,15291.9
5847.55,8,100000,H,Endo,12.0197
5847.55,8,100,O,Ecto,75222.2
5847.55,8,1000,O,Ecto,367976
5847.55,8,100,C,Ecto,670.423
5847.55,8,1000,C,Ecto,27015.9
