Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
12554.2,2,100,H,Ecto,9.5324e+07
12554.2,2,1000,H,Ecto,2.41589e+07
12554.2,2,10000,H,Ecto,168556
12554.2,2,1000,H,Endo,112.011
12554.2,2,10000,H,Endo,2.40595e+07
12554.2,2,100000,H,Endo,15647.7
12554.2,2,100,O,Ecto,2.6939e+07
12554.2,2,1000,O,Ecto,4.65403e+07
12554.2,2,10000,O,Endo,190.579
12554.2,2,1000,C,Ecto,3.33768e+07
40737,2,100,H,Ecto,1.28029e+07
40737,2,1000,H,Ecto,762581
40737,2,10000,H,Ecto,3223.43
40737,2,1000,H,Endo,1.91171
40737,2,10000,H,Endo,1.3546e+06
40737,2,100000,H,Endo,1.56399
40737,2,100,O,Ecto,4.11787e+06
40737,2,1000,O,Ecto,8.77961e+06
40737,2,100,C,Ecto,7068.92
40737,2,1000,C,Ecto,2.75755e+06
720.111,5,10,H,Ecto,54229
720.111,5,100,H,Ecto,4.96238e+06
720.111,5,1000,H,Ecto,2.52263e+06
720.111,5,10,O,Ecto,981740
720.111,5,100,O,Ecto,1.81199e+06
720.111,5,1000,O,Ecto,6.29921e+06
720.111,5,10,C,Ecto,0.000303432
720.111,5,100,C,Ecto,475.71
720.111,5,1000,C,Ecto,406606
100.554,5,1,H,Ecto,788.998
1125.42,7,10,H,Ecto,23993.1
1125.42,7,100,H,Ecto,726242
1125.42,7,1000,H,Ecto,265133
1125.42,7,10000,H,Ecto,0.179318
1125.42,7,1000,H,Endo,0.00263153
1125.42,7,10000,H,Endo,16939
1125.42,7,100000,H,Endo,0.0492659
1125.42,7,10,O,Ecto,75465.6
1125.42,7,100,O,Ecto,1.53699e+06
1125.42,7,1000,O,Ecto,2.3141e+06
1125.42,7,10,C,Ecto,0.00170057
1125.42,7,100,C,Ecto,136039
1125.42,7,1000,C,Ecto,92480.9
1947.95,7,10,H,Ecto,13289.5
1947.95,7,100,H,Ecto,385705
1947.95,7,1000,H,Ecto,169521
1947.95,7,10000,H,Ecto,0.120411
