Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
12554.2,2,100,H,Ecto,6.15184e+07
12554.2,2,1000,H,Ecto,1.30197e+07
12554.2,2,10000,H,Ecto,39308.9
12554.2,2,1000,H,Endo,71.6101
12554.2,2,10000,H,Endo,832261
12554.2,2,100000,H,Endo,27.173
12554.2,2,100,O,Ecto,2.86342e+07
12554.2,2,1000,O,Ecto,6.97188e+07
12554.2,2,10000,O,Endo,98.8917
12554.2,2,1000,C,Ecto,2.40546e+07
40737,2,100,H,Ecto,1.40544e+07
40737,2,1000,H,Ecto,380755
40737,2,10000,H,Ecto,1048.36
40737,2,1000,H,Endo,2.10374
40737,2,10000,H,Endo,473359
40737,2,100000,H,Endo,1.42799
40737,2,100,O,Ecto,8.50082e+06
40737,2,1000,O,Ecto,1.67823e+07
40737,2,100,C,Ecto,8464.89
40737,2,1000,C,Ecto,3.26971e+06
720.111,5,10,H,Ecto,140348
720.111,5,100,H,Ecto,7.74751e+06
720.111,5,1000,H,Ecto,2.57425e+06
720.111,5,10,O,Ecto,1.27692e+06
720.111,5,100,O,Ecto,7.37965e+06
720.111,5,1000,O,Ecto,1.10031e+07
720.111,5,10,C,Ecto,1.78917
720.111,5,100,C,Ecto,181.493
720.111,5,1000,C,Ecto,3.2508e+06
100.554,5,1,H,Ecto,14242.4
100.554,5,10,H,Ecto,4654.26
1125.42,7,10,H,Ecto,688.572
1125.42,7,100,H,Ecto,425450
1125.42,7,1000,H,Ecto,333829
1125.42,7,10000,H,Ecto,0.301743
1125.42,7,1000,H,Endo,9.18151e-05
1125.42,7,10000,H,Endo,101124
1125.42,7,10,O,Ecto,30104.1
1125.42,7,100,O,Ecto,1.93702e+06
1125.42,7,1000,O,Ecto,1.22167e+06
1125.42,7,10,C,Ecto,0.00284447
1125.42,7,100,C,Ecto,98362.2
1125.42,7,1000,C,Ecto,117085
4435.61,7,10,H,Ecto,0.0505318
4435.61,7,100,H,Ecto,8.38939e+06
4435.61,7,1000,H,Ecto,194436
4435.61,7,10000,H,Ecto,814.641
4435.61,7,1000,H,Endo,0.639672
4435.61,7,10000,H,Endo,1.09072e+06
4435.61,7,100000,H,Endo,0.36383
4435.61,7,100,O,Ecto,5.98452e+06
4435.61,7,1000,O,Ecto,1.79944e+07
4435.61,7,10,C,Ecto,7.63082e-05
4435.61,7,100,C,Ecto,109865
4435.61,7,1000,C,Ecto,996032
93.1332,7,10,H,Ecto,15.1614
93.1332,7,100,H,Ecto,2577.93
93.1332,7,1000,H,Ecto,32.7583
93.1332,7,10,O,Ecto,516.837
93.1332,7,100,O,Ecto,8139.58
93.1332,7,1000,O,Ecto,555.718
93.1332,7,1000,C,Ecto,3.47871
458.529,7,10,H,Ecto,83465.5
458.529,7,100,H,Ecto,6.5289e+06
458.529,7,1000,H,Ecto,944143
458.529,7,10,O,Ecto,895277
458.529,7,100,O,Ecto,3.1641e+06
458.529,7,1000,O,Ecto,7.12535e+06
458.529,7,10,C,Ecto,0.00081352
458.529,7,100,C,Ecto,401.072
458.529,7,1000,C,Ecto,2.10709e+06
4155.31,7,10,H,Ecto,6.62346
4155.31,7,100,H,Ecto,1.87956e+07
4155.31,7,1000,H,Ecto,1.55073e+06
4155.31,7,10000,H,Ecto,1281.33
4155.31,7,1000,H,Endo,0.460248
4155.31,7,10000,H,Endo,3.31494e+06
4155.31,7,100000,H,Endo,0.136814
4155.31,7,100,O,Ecto,3.56505e+07
4155.31,7,1000,O,Ecto,6.39392e+07
4155.31,7,10,C,Ecto,2.3123
4155.31,7,100,C,Ecto,193601
4155.31,7,1000,C,Ecto,2.44e+06
321.955,7,10,H,Ecto,29205.4
321.955,7,100,H,Ecto,8.65193e+06
321.955,7,1000,H,Ecto,900572
321.955,7,10,O,Ecto,2.61974e+06
321.955,7,100,O,Ecto,8.42557e+06
321.955,7,1000,O,Ecto,9.51808e+06
321.955,7,10,C,Ecto,4.22375e-05
321.955,7,100,C,Ecto,0.57819
321.955,7,1000,C,Ecto,1.00149e+06
1812.66,7,10,H,Ecto,2.90366e+06
1812.66,7,100,H,Ecto,8.3501e+06
1812.66,7,1000,H,Ecto,2.98607e+06
1812.66,7,10000,H,Endo,8288.07
1812.66,7,10,O,Ecto,1.0039e+07
1812.66,7,100,O,Ecto,3.43822e+07
1812.66,7,1000,O,Ecto,2.05408e+07
1812.66,7,10,C,Ecto,0.0446416
1812.66,7,100,C,Ecto,64791.2
1812.66,7,1000,C,Ecto,1.2713e+07
670.398,7,1,H,Ecto,327.372
670.398,7,10,H,Ecto,7031.55
670.398,7,100,H,Ecto,44204.3
670.398,7,1000,H,Ecto,502.524
670.398,7,10,O,Ecto,2988.62
670.398,7,100,O,Ecto,79069.6
670.398,7,1000,O,Ecto,1561.13
670.398,7,1000,C,Ecto,24.1826
1186.73,7,1,H,Ecto,676069
1186.73,7,10,H,Ecto,9.25666e+06
1186.73,7,100,H,Ecto,9.06804e+06
1186.73,7,1000,H,Ecto,23601.9
1186.73,7,10,O,Ecto,174803
1186.73,7,100,O,Ecto,3.24959e+07
1186.73,7,1000,O,Ecto,92972
1186.73,7,1000,C,Ecto,595.339
20945.4,7,100,H,Ecto,1.26775e+06
20945.4,7,1000,H,Ecto,278753
20945.4,7,10000,H,Ecto,2902.17
20945.4,7,1000,H,Endo,1.93896
20945.4,7,10000,H,Endo,72613.7
20945.4,7,100000,H,Endo,0.581462
20945.4,7,100,O,Ecto,832735
20945.4,7,1000,O,Ecto,3.02312e+06
20945.4,7,10000,O,Endo,3.53362
20945.4,7,100,C,Ecto,283.18
20945.4,7,1000,C,Ecto,424878
46700.1,7,100,H,Ecto,1.44918e+07
46700.1,7,1000,H,Ecto,1.25706e+07
46700.1,7,10000,H,Ecto,105548
46700.1,7,1000,H,Endo,191.663
46700.1,7,10000,H,Endo,764985
46700.1,7,100000,H,Endo,17.0881
46700.1,7,100,O,Ecto,4.54236e+06
46700.1,7,1000,O,Ecto,4.03625e+07
46700.1,7,10000,O,Endo,26231.2
46700.1,7,1000,C,Ecto,8.4368e+06
7131.14,7,100,H,Ecto,8.52087e+06
7131.14,7,1000,H,Ecto,255221
7131.14,7,10000,H,Ecto,738.182
7131.14,7,1000,H,Endo,1.44345
7131.14,7,10000,H,Endo,291485
7131.14,7,100000,H,Endo,0.989496
7131.14,7,100,O,Ecto,4.88784e+06
7131.14,7,1000,O,Ecto,9.82668e+06
7131.14,7,100,C,Ecto,5073.48
7131.14,7,1000,C,Ecto,2.02072e+06
4435.61,7,10,H,Ecto,3.26534e+06
4435.61,7,100,H,Ecto,9.77216e+06
4435.61,7,1000,H,Ecto,3.09038e+06
4435.61,7,10000,H,Endo,8902.9
4435.61,7,10,O,Ecto,9.69842e+06
4435.61,7,100,O,Ecto,3.40272e+07
4435.61,7,1000,O,Ecto,2.15165e+07
4435.61,7,10,C,Ecto,0.0515039
