Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
12554.2,2,100,H,Ecto,2.9736e+07
12554.2,2,1000,H,Ecto,1.32342e+06
12554.2,2,10000,H,Ecto,607835
12554.2,2,1000,H,Endo,234.613
12554.2,2,10000,H,Endo,1.79259e+06
12554.2,2,100000,H,Endo,28.4741
12554.2,2,100,O,Ecto,2.43994e+07
12554.2,2,1000,O,Ecto,3.15248e+07
12554.2,2,10000,O,Ecto,22499.1
12554.2,2,10000,O,Endo,1131.6
12554.2,2,1000,C,Ecto,3.72559e+07
40737,2,100,H,Ecto,6.23669e+06
40737,2,1000,H,Ecto,13994.9
40737,2,10000,H,Ecto,18199.4
40737,2,1000,H,Endo,0.375631
40737,2,10000,H,Endo,1.10657e+06
40737,2,100000,H,Endo,42.0013
40737,2,100,O,Ecto,4.10634e+06
40737,2,1000,O,Ecto,4.44423e+06
40737,2,10000,O,Ecto,910.094
40737,2,100,C,Ecto,7949.57
40737,2,1000,C,Ecto,9.07308e+06
100.554,5,1,H,Ecto,22510.2
100.554,5,10,H,Ecto,105604
100.554,5,100,H,Ecto,5.49927e+06
100.554,5,1000,H,Ecto,5.02083e+06
100.554,5,10,O,Ecto,1.14591e+06
100.554,5,100,O,Ecto,2.7531e+06
100.554,5,1000,O,Ecto,7.21714e+06
100.554,5,10,C,Ecto,0.537186
100.554,5,100,C,Ecto,0.422642
100.554,5,1000,C,Ecto,536278
720.111,5,1,H,Ecto,1.60081e-20
720.111,5,10,H,Ecto,558322
720.111,5,100,H,Ecto,3.2342e+06
720.111,5,1000,H,Ecto,1.9453e+06
720.111,5,10,O,Ecto,428078
720.111,5,100,O,Ecto,2.14147e+06
720.111,5,1000,O,Ecto,3.53062e+06
720.111,5,10,C,Ecto,2.42353e-05
720.111,5,100,C,Ecto,47.6231
720.111,5,1000,C,Ecto,333660
1125.42,7,10,H,Ecto,3069.44
1125.42,7,100,H,Ecto,2.23227e+06
1125.42,7,1000,H,Ecto,28047.3
1125.42,7,10000,H,Ecto,38.3816
1125.42,7,10000,H,Endo,55277
