"var","x","y"
61.2983589172363,-0.75,46.25
64.1918029785156,-0.25,46.25
66.5049209594727,0.25,46.25
71.6999969482422,0.75,46.25
77.6868896484375,1.25,46.25
83.0737686157227,1.75,46.25
86.6196746826172,2.25,46.25
89.1491775512695,2.75,46.25
91.6016387939453,3.25,46.25
89.7819671630859,3.75,46.25
87.4967193603516,4.25,46.25
80.9409866333008,4.75,46.25
80.4131164550781,5.25,46.25
97.4721298217773,5.75,46.25
61.3557357788086,-0.75,46.75
61.6672134399414,-0.25,46.75
62.4344253540039,0.25,46.75
65.5032806396484,0.75,46.75
68.9950790405273,1.25,46.75
73.9901657104492,1.75,46.75
77.5754089355469,2.25,46.75
80.2754135131836,2.75,46.75
83.3081970214844,3.25,46.75
83.8295059204102,3.75,46.75
84.0803298950195,4.25,46.75
79.4245910644531,4.75,46.75
79.4131164550781,5.25,46.75
93.9163970947266,5.75,46.75
57.2508201599121,-0.75,47.25
56.3327865600586,-0.25,47.25
57.4262313842773,0.25,47.25
60.9065589904785,0.75,47.25
64.1540985107422,1.25,47.25
66.9573745727539,1.75,47.25
70.5967178344727,2.25,47.25
76.2672119140625,2.75,47.25
79.2245864868164,3.25,47.25
81.3311462402344,3.75,47.25
85.4573745727539,4.25,47.25
80.9032821655273,4.75,47.25
82.9557342529297,5.25,47.25
94.9786911010742,5.75,47.25
55.2000007629395,-0.75,47.75
54.4622955322266,-0.25,47.75
57.6049194335938,0.25,47.75
56.5606575012207,0.75,47.75
58.291805267334,1.25,47.75
61.4360656738281,1.75,47.75
64.6770477294922,2.25,47.75
67.4475402832031,2.75,47.75
70.4967193603516,3.25,47.75
72.5655746459961,3.75,47.75
77.6885223388672,4.25,47.75
81.0098342895508,4.75,47.75
86.6770477294922,5.25,47.75
89.4081954956055,5.75,47.75
59.1786880493164,-0.75,48.25
59.9377059936523,-0.25,48.25
55.4016380310059,0.25,48.25
56.4950828552246,0.75,48.25
55.2114753723145,1.25,48.25
55.967212677002,1.75,48.25
60.6442642211914,2.25,48.25
60.6475410461426,2.75,48.25
62.7491798400879,3.25,48.25
65.9754104614258,3.75,48.25
67.8901672363281,4.25,48.25
74.534423828125,4.75,48.25
79.9163970947266,5.25,48.25
81.02294921875,5.75,48.25
60.544261932373,-0.75,48.75
60.0590171813965,-0.25,48.75
58.5344276428223,0.25,48.75
56.6885261535645,0.75,48.75
52.5196723937988,1.25,48.75
54.3098373413086,1.75,48.75
56.555736541748,2.25,48.75
58.7704925537109,2.75,48.75
62.0967216491699,3.25,48.75
62.8213119506836,3.75,48.75
66.3327865600586,4.25,48.75
68.8836059570312,4.75,48.75
76.5475387573242,5.25,48.75
75.1786880493164,5.75,48.75
