"var","x","y"
11.0229511260986,-0.75,46.25
10.6360654830933,-0.25,46.25
10.2590160369873,0.25,46.25
10.1819667816162,0.75,46.25
9.80163955688477,1.25,46.25
9.21147537231445,1.75,46.25
8.91147518157959,2.25,46.25
8.81803321838379,2.75,46.25
9.22459030151367,3.25,46.25
9.11639308929443,3.75,46.25
9.10000038146973,4.25,46.25
9.78196716308594,4.75,46.25
10.1639347076416,5.25,46.25
7.39344263076782,5.75,46.25
10.3032789230347,-0.75,46.75
10.2344264984131,-0.25,46.75
10.1672134399414,0.25,46.75
10.3868856430054,0.75,46.75
10.3098363876343,1.25,46.75
10.032787322998,1.75,46.75
10.0311479568481,2.25,46.75
9.83278656005859,2.75,46.75
9.92622947692871,3.25,46.75
9.69180297851562,3.75,46.75
9.16885280609131,4.25,46.75
10.045901298523,4.75,46.75
10.437705039978,5.25,46.75
8.76393413543701,5.75,46.75
10.3098363876343,-0.75,47.25
10.437705039978,-0.25,47.25
10.3606557846069,0.25,47.25
10.3868856430054,0.75,47.25
10.3081970214844,1.25,47.25
10.3295078277588,1.75,47.25
10.2426233291626,2.25,47.25
10.0262298583984,2.75,47.25
9.69180297851562,3.25,47.25
9.47704887390137,3.75,47.25
8.7426233291626,4.25,47.25
9.61475372314453,4.75,47.25
10.2098360061646,5.25,47.25
9.7426233291626,5.75,47.25
10.1081962585449,-0.75,47.75
10.1213111877441,-0.25,47.75
10.045901298523,0.25,47.75
9.96885299682617,0.75,47.75
9.9983606338501,1.25,47.75
10.0245904922485,1.75,47.75
10.236065864563,2.25,47.75
10.3278684616089,2.75,47.75
10.2065572738647,3.25,47.75
9.98032760620117,3.75,47.75
9.34918022155762,4.25,47.75
9.23442649841309,4.75,47.75
9.13114738464355,5.25,47.75
9.52950859069824,5.75,47.75
9.3393440246582,-0.75,48.25
9.15245914459229,-0.25,48.25
9.6590166091919,0.25,48.25
9.26885223388672,0.75,48.25
9.38360691070557,1.25,48.25
9.81639385223389,1.75,48.25
10.2311477661133,2.25,48.25
10.6278686523438,2.75,48.25
10.4131145477295,3.25,48.25
10.078688621521,3.75,48.25
10.0639343261719,4.25,48.25
9.75081920623779,4.75,48.25
9.25081920623779,5.25,48.25
9.06229496002197,5.75,48.25
8.6655740737915,-0.75,48.75
8.67049217224121,-0.25,48.75
8.88360691070557,0.25,48.75
8.89508152008057,0.75,48.75
9.5032787322998,1.25,48.75
9.90819644927979,1.75,48.75
10.7213115692139,2.25,48.75
10.7245903015137,2.75,48.75
10.0147542953491,3.25,48.75
9.80327892303467,3.75,48.75
9.59508228302002,4.25,48.75
9.67868900299072,4.75,48.75
9.0836067199707,5.25,48.75
8.90491771697998,5.75,48.75
