Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
42865.8,1,1000,H,Ecto,2462.44
42865.8,1,10000,H,Ecto,950.243
42865.8,1,1000,H,Endo,2.94754e+06
42865.8,1,10000,H,Endo,4.78723e+06
42865.8,1,1000,O,Ecto,1.14938
42865.8,1,10000,O,Ecto,36177.4
42865.8,1,1000,O,Endo,145460
42865.8,1,10000,O,Endo,18348.4
42865.8,1,100,C,Ecto,0.00358229
42865.8,1,1000,C,Ecto,603.269
42865.8,1,10000,C,Ecto,108.691
42865.8,1,10000,C,Endo,999705
1202.09,2,10,H,Ecto,1408.08
1202.09,2,100,H,Ecto,1522.68
1202.09,2,1000,H,Ecto,4964.28
1202.09,2,10000,H,Ecto,2.5226e-06
1202.09,2,100,H,Endo,610026
1202.09,2,1000,H,Endo,3.92356e+06
1202.09,2,10000,H,Endo,837.899
1202.09,2,10,O,Ecto,6942.8
1202.09,2,100,O,Ecto,540.205
1202.09,2,1000,O,Ecto,401.948
1202.09,2,100,O,Endo,315.216
1202.09,2,1000,O,Endo,1265.65
1202.09,2,10,C,Ecto,203.419
1202.09,2,100,C,Ecto,1564.42
1202.09,2,1000,C,Ecto,3.28666
1202.09,2,10000,C,Ecto,0.00697475
419.75,2,10,H,Ecto,8028.4
419.75,2,100,H,Ecto,883.855
419.75,2,1000,H,Ecto,492.243
419.75,2,100,H,Endo,1.10285e+06
419.75,2,1000,H,Endo,4.31494e+07
419.75,2,10000,H,Endo,0.144444
419.75,2,10,O,Ecto,59211.7
419.75,2,100,O,Ecto,22097.6
419.75,2,1000,O,Ecto,1.68931
419.75,2,100,O,Endo,34.3186
419.75,2,1000,O,Endo,1108.59
419.75,2,10,C,Ecto,386.287
419.75,2,100,C,Ecto,9.92093
3170.09,2,100,H,Ecto,71442
3170.09,2,1000,H,Ecto,2.42577e+06
3170.09,2,10000,H,Ecto,4.72304
3170.09,2,100,H,Endo,7.02485e+08
3170.09,2,1000,H,Endo,7.96584e+07
3170.09,2,10000,H,Endo,286744
3170.09,2,100,O,Ecto,50042.2
3170.09,2,1000,O,Ecto,146037
3170.09,2,10000,O,Ecto,6.18676e-05
3170.09,2,100,O,Endo,73403.8
3170.09,2,1000,O,Endo,19329.5
3170.09,2,10,C,Ecto,2408.83
3170.09,2,100,C,Ecto,1.27571e+06
3170.09,2,1000,C,Ecto,33807.5
3170.09,2,10000,C,Ecto,3.18944
42124.4,2,100,H,Ecto,0.0947697
42124.4,2,1000,H,Ecto,68.6919
42124.4,2,10000,H,Ecto,0.168323
42124.4,2,100,H,Endo,3736.86
42124.4,2,1000,H,Endo,2561.23
42124.4,2,10000,H,Endo,5066.26
42124.4,2,100,O,Ecto,0.125314
42124.4,2,1000,O,Ecto,0.0149043
42124.4,2,10000,O,Ecto,6.51896
42124.4,2,100,O,Endo,53.1356
42124.4,2,1000,O,Endo,585.937
42124.4,2,10000,O,Endo,1.20047
42124.4,2,100,C,Ecto,36.0894
42124.4,2,1000,C,Ecto,81.7883
42124.4,2,10000,C,Ecto,0.449
42124.4,2,10000,C,Endo,3.18383
83068.2,2,100,H,Ecto,2954.7
83068.2,2,1000,H,Ecto,887540
83068.2,2,10000,H,Ecto,0.0916844
83068.2,2,100,H,Endo,2.45521e+08
83068.2,2,1000,H,Endo,5.38849e+06
83068.2,2,10000,H,Endo,516333
83068.2,2,100,O,Ecto,16025.3
83068.2,2,1000,O,Ecto,47297
83068.2,2,10000,O,Ecto,6.16968e-05
83068.2,2,100,O,Endo,22861.3
83068.2,2,1000,O,Endo,7877.56
83068.2,2,10,C,Ecto,473.17
83068.2,2,100,C,Ecto,328260
83068.2,2,1000,C,Ecto,19186.8
83068.2,2,10000,C,Ecto,197.01
1147.98,2,10,H,Ecto,140729
1147.98,2,100,H,Ecto,289510
1147.98,2,1000,H,Ecto,754661
1147.98,2,10000,H,Ecto,0.000945423
1147.98,2,100,H,Endo,8.23602e+07
1147.98,2,1000,H,Endo,4.82692e+08
1147.98,2,10000,H,Endo,1364.22
1147.98,2,10,O,Ecto,827721
1147.98,2,100,O,Ecto,269035
1147.98,2,1000,O,Ecto,22542.9
1147.98,2,100,O,Endo,10143
1147.98,2,1000,O,Endo,99699.9
1147.98,2,10,C,Ecto,61391.8
1147.98,2,100,C,Ecto,115829
1147.98,2,1000,C,Ecto,30.2914
1147.98,2,10000,C,Ecto,0.00456784
1283.12,2,1,H,Ecto,0.307113
1283.12,2,10,H,Ecto,392979
1283.12,2,100,H,Ecto,271331
1283.12,2,100,H,Endo,1.53088e+07
1283.12,2,1000,H,Endo,5.47487e+08
1283.12,2,10,O,Ecto,550315
1283.12,2,100,O,Ecto,1.91482e+06
1283.12,2,1000,O,Endo,2479.11
1283.12,2,10,C,Ecto,55.2699
1283.12,2,100,C,Ecto,336.7
422.687,2,1,H,Ecto,0.000828932
422.687,2,10,H,Ecto,94196.5
422.687,2,100,H,Ecto,25765.1
422.687,2,1000,H,Ecto,64.2055
422.687,2,100,H,Endo,1.34927e+07
422.687,2,1000,H,Endo,4.91539e+08
422.687,2,10,O,Ecto,574843
422.687,2,100,O,Ecto,784684
422.687,2,100,O,Endo,27.6953
