Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
16641.6,1,10000,H,Ecto,3.99049
16641.6,1,1000,H,Endo,209401
16641.6,1,10000,H,Endo,2.81928e+07
16641.6,1,10000,O,Ecto,4.90078
16641.6,1,10000,O,Endo,316.726
16641.6,1,1000,C,Ecto,1.49927
16641.6,1,10000,C,Endo,2.11828e+07
16739.1,1,10000,H,Ecto,1131.44
16739.1,1,1000,H,Endo,3.60147e+07
16739.1,1,10000,H,Endo,1.05214e+10
16739.1,1,10000,O,Ecto,1676.95
16739.1,1,10000,O,Endo,200160
16739.1,1,1000,C,Ecto,151.814
16739.1,1,10000,C,Endo,3.16451e+08
23870.9,1,100,H,Ecto,984810
23870.9,1,1000,H,Ecto,1.12841e+08
23870.9,1,10000,H,Ecto,8.66269e+06
23870.9,1,100,H,Endo,6.72238e+06
23870.9,1,1000,H,Endo,4.6121e+09
23870.9,1,10000,H,Endo,1.69334e+07
23870.9,1,100,O,Ecto,8.30314e+06
23870.9,1,1000,O,Ecto,9.1572e+07
23870.9,1,10000,O,Ecto,6.84204e+07
23870.9,1,100,O,Endo,8.06344e+06
23870.9,1,1000,O,Endo,1.08313e+08
23870.9,1,10000,O,Endo,1.51534e+07
23870.9,1,100,C,Ecto,1.41722e+07
23870.9,1,1000,C,Ecto,6.17815e+06
24190.7,1,1000,H,Ecto,365504
24190.7,1,10000,H,Ecto,52226.2
24190.7,1,1000,H,Endo,7.72662e+07
24190.7,1,10000,H,Endo,2.41268e+06
24190.7,1,100,O,Ecto,24.1133
24190.7,1,1000,O,Ecto,65049.7
24190.7,1,10000,O,Ecto,27487.8
24190.7,1,100,O,Endo,0.00104962
24190.7,1,1000,O,Endo,3790.66
24190.7,1,10000,O,Endo,109349
24190.7,1,100,C,Ecto,1.41818
24190.7,1,1000,C,Ecto,1591.9
24190.7,1,10000,C,Endo,4.37347e+07
673.386,2,10,H,Ecto,656.839
673.386,2,100,H,Ecto,1091.52
673.386,2,1000,H,Ecto,837.398
673.386,2,100,H,Endo,6631.89
673.386,2,1000,H,Endo,13189.9
673.386,2,10,O,Ecto,783.312
673.386,2,100,O,Ecto,2027.51
673.386,2,1000,O,Ecto,0.00839538
673.386,2,10000,O,Ecto,3.4237
673.386,2,100,O,Endo,0.0307212
673.386,2,1000,O,Endo,211.021
673.386,2,100,C,Ecto,11.7552
1202.09,2,10,H,Ecto,739.456
1202.09,2,100,H,Ecto,4481.72
1202.09,2,1000,H,Ecto,5498.04
1202.09,2,100,H,Endo,237321
1202.09,2,1000,H,Endo,500879
1202.09,2,10000,H,Endo,0.523773
1202.09,2,10,O,Ecto,1516.06
1202.09,2,100,O,Ecto,14111.3
1202.09,2,1000,O,Ecto,10.6211
1202.09,2,10000,O,Ecto,1362.23
