GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,81236.1,1.07983e+07,0,0,0
0,0,7504.64,1.6497e+08,0,0,0
0,0,4577.08,1.91148e+07,0,0,0
0,0,13589.6,3.00553e+07,0,0,0
0,0,18427.7,4.40636e+08,0,0,0
0,0,13868.4,5.20446e+08,0,0,0
0,0,29559.2,1.1438e+07,0,0,0
0,0,3526.71,1.3307e+06,0,0,0
0,0,29690.9,7.01775e+07,0,0,0
0,0,18707.6,1.2857e+08,0,0,0
0,0,66286.1,91306.4,0,0,0
0,0,29311.5,1.58862e+08,0,0,0
0,0,32141.8,5.30105e+08,0,0,0
0,0,13467.1,6.76137e+08,0,0,0
0,0,2641.59,1.92597e+07,0,0,0
0,0,65821.3,754803,0,0,0
0,0,27682.1,8.71208e+08,0,0,0
0,0,29996.6,7.40081e+07,0,0,0
0,0,67513.1,207198,0,0,0
0,0,3476.83,5.03424e+08,0,0,0
0,0,18723.6,2.47846e+09,0,0,0
0,0,42521.8,4.40927e+09,0,0,0
0,2,41873.5,1.38404e+09,3.68833e+09,7.57765e+06,2.46217e+07
0,2,70613.9,1.57935e+08,1.31673e+08,1.71305e+07,6.67105e+06
0,2,44812.8,6.92819e+08,2.15053e+09,7.01505e+06,3.93745e+06
0,2,3674.16,3.72455e+07,463145,4.58392e+06,24567.3
0,3,341.676,0,0,0,0
0,3,43.0412,0,0,0,0
0,3,4.43722,0,0,0,0
0,3,381.777,0,0,0,0
0,5,96.4044,0,0,0,0
0,5,796.918,0,0,0,0
0,6,918.142,0,0,0,0
0,6,10060.7,0,0,0,0
0,6,606.911,0,0,0,0
0,6,1787.43,0,0,0,0
0,6,193.182,0,0,0,0
0,6,3028.49,0,0,0,0
0,6,375.102,0,0,0,0
0,6,1038.26,0,0,0,0
0,6,143.282,0,0,0,0
0,6,619.8,0,0,0,0
0,6,190.178,0,0,0,0
0,6,41.5981,0,0,0,0
0,6,336.884,0,0,0,0
0,6,42.2264,0,0,0,0
