GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,81236.1,7.14155e+06,0,0,0
0,0,7504.64,1.29243e+08,0,0,0
0,0,4577.08,3.53005e+07,0,0,0
0,0,13589.6,1.19007e+08,0,0,0
0,0,18427.7,4.08142e+08,0,0,0
0,0,13868.4,5.19375e+08,0,0,0
0,0,29559.2,8.43299e+07,0,0,0
0,0,3526.71,1.67457e+06,0,0,0
0,0,69286.4,7.16506e+08,0,0,0
0,0,29690.9,4.71272e+06,0,0,0
0,0,3048.69,3.83985e+08,0,0,0
0,0,18707.6,3.76958e+08,0,0,0
0,0,108643,6.89632e+08,0,0,0
0,0,66286.1,1.16183e+06,0,0,0
0,0,29311.5,8.60759e+07,0,0,0
0,0,32141.8,3.07545e+08,0,0,0
0,0,17986.3,4.10184e+08,0,0,0
0,0,14578.7,5.83182e+08,0,0,0
0,0,5764.33,1.23054e+07,0,0,0
0,0,18707.6,7.22437e+08,0,0,0
0,2,41873.5,2.74737e+09,8.41791e+07,5.70587e+06,4.03358e+07
0,2,7975.04,6.30946e+07,9.34718e+06,2.10473e+06,567593
0,2,70613.9,1.2388e+08,3.79948e+07,1.83116e+06,989487
0,2,3674.16,1.31287e+07,6.90288e+06,3.02829e+06,279229
0,2,39233.9,1.95041e+07,6.96191e+06,5.08584e+06,185673
0,3,374.865,1.18276e+08,0,0,0
0,3,341.676,1.01572e+08,0,0,0
0,3,43.0412,5.78299e+07,0,0,0
0,3,4.43722,0,0,0,0
0,5,831.785,4.56742e+07,4.31807e+07,1.2773e+07,1.00162e+06
0,5,96.4044,2.43158e+07,0,0,0
0,6,918.142,5.22704e+06,0,0,0
0,6,190.178,1.21376e+07,0,0,0
0,6,10060.7,90100.6,0,0,0
0,6,345.124,5.81312e+07,0,0,0
0,6,606.911,967327,0,0,0
0,6,1787.43,1.59013e+08,0,0,0
0,6,193.182,4.58693e+07,0,0,0
0,6,3028.49,3.73454e+07,0,0,0
0,6,375.102,1.36473e+08,0,0,0
0,6,41.5981,5.64747e+07,0,0,0
0,6,620.266,152415,0,0,0
0,6,1038.26,1.11565e+08,0,0,0
0,6,369.409,1.03784e+08,0,0,0
0,6,143.282,1.84972e+08,0,0,0
0,6,619.8,70941,0,0,0
0,6,190.178,2.33725e+07,0,0,0
0,6,41.5981,4.96666e+06,0,0,0
0,6,336.884,6.85682e+07,0,0,0
0,6,42.2264,4.94208e+07,0,0,0
0,6,186.712,1.48132e+07,0,0,0
0,6,918.142,1.15923e+07,0,0,0
0,6,142.103,6.0363e+07,0,0,0
0,6,620.266,3750.77,0,0,0
0,6,42.8065,0,0,0,0
0,6,345.124,0,0,0,0
0,6,190.178,0,0,0,0
0,6,938.23,0,0,0,0
0,7,4537.61,0,2.06974e+06,287159,145949
0,7,93.8764,0,8802.53,3608.77,124.948
0,7,1098.5,0,3.34304e+07,1.13277e+06,540253
0,7,6675.25,0,5.15621e+07,5.40796e+06,1.61417e+06
0,7,7088.42,0,1.10831e+07,2.64693e+06,1.04108e+06
0,7,4949.01,0,6.15904e+06,587693,236897
0,7,455.527,0,1.31244e+07,1.76956e+07,470734
0,7,490.924,0,4.40159e+06,2.85558e+06,143592
0,7,10195.1,0,4279.16,195.28,73.4308
0,7,3304.12,0,4.37901e+06,2.80534e+06,141930
0,7,19778.4,0,1.44637e+08,1.92915e+07,1.17512e+07
0,7,6057.84,0,4.0655e+07,4.06512e+06,942318
0,7,9442.93,0,2.54756e+07,2.75001e+07,1.62643e+06
