Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
41873.5,2,100,H,Ecto,4673.81
41873.5,2,1000,H,Ecto,3.24184e+07
41873.5,2,10000,H,Ecto,1.74681
41873.5,2,1000,H,Endo,1.80598e+06
41873.5,2,10000,H,Endo,6.45086e+07
41873.5,2,100,O,Ecto,37212.8
41873.5,2,1000,O,Ecto,1.75972e+06
41873.5,2,10000,O,Endo,1.55726e+07
41873.5,2,1000,C,Ecto,2.03555e+07
41873.5,2,10000,C,Ecto,1.64377e+07
70613.9,2,100,H,Ecto,4.3455e+07
70613.9,2,1000,H,Ecto,1.00807e+07
70613.9,2,1000,H,Endo,437466
70613.9,2,10000,H,Endo,4.97805e+07
70613.9,2,100,O,Ecto,1.664e+07
70613.9,2,1000,O,Ecto,3.93249e+06
70613.9,2,10,C,Ecto,8.5981e-05
70613.9,2,100,C,Ecto,1.13329e+06
70613.9,2,1000,C,Ecto,4.3968e+06
70613.9,2,10000,C,Ecto,0.0419771
44812.8,2,100,H,Ecto,5.06926e+06
44812.8,2,1000,H,Ecto,3.40755e+07
44812.8,2,10000,H,Ecto,0.00405984
44812.8,2,1000,H,Endo,788973
44812.8,2,10000,H,Endo,3.34111e+07
44812.8,2,100,O,Ecto,7.53957e+06
44812.8,2,1000,O,Ecto,5.4857e+06
44812.8,2,10000,O,Endo,356449
44812.8,2,100,C,Ecto,1.164e+06
44812.8,2,1000,C,Ecto,4.5308e+06
44812.8,2,10000,C,Ecto,71690.8
41146.9,2,100,H,Ecto,191662
41146.9,2,1000,H,Ecto,1.79636e+07
41146.9,2,10000,H,Ecto,0.0579509
41146.9,2,1000,H,Endo,1.42271e+06
41146.9,2,10000,H,Endo,84.5231
41146.9,2,100,O,Ecto,50.0562
41146.9,2,1000,O,Ecto,1.09169e+07
41146.9,2,10000,O,Ecto,18.9597
41146.9,2,1000,O,Endo,192089
41146.9,2,1000,C,Ecto,2.86293e+07
41146.9,2,10000,C,Ecto,7.26139e+06
7975.04,2,100,H,Ecto,1.30456e+06
7975.04,2,1000,H,Ecto,347949
7975.04,2,1000,H,Endo,898616
7975.04,2,100,O,Ecto,2.39807e+06
7975.04,2,1000,O,Ecto,198035
7975.04,2,10000,O,Ecto,54717.4
7975.04,2,1000,O,Endo,61.6699
7975.04,2,100,C,Ecto,38866.1
7975.04,2,1000,C,Ecto,59450.6
7975.04,2,10000,C,Ecto,514.996
3674.16,2,10,H,Ecto,9.4922
3674.16,2,100,H,Ecto,388914
3674.16,2,1000,H,Ecto,1322.36
3674.16,2,1000,H,Endo,17800.7
3674.16,2,100,O,Ecto,4.44255e+06
3674.16,2,1000,O,Ecto,1733.59
3674.16,2,10000,O,Ecto,42326.9
3674.16,2,10,C,Ecto,0.000334308
3674.16,2,100,C,Ecto,40689.8
3674.16,2,1000,C,Ecto,131.434
3674.16,2,10000,C,Ecto,1023.89
53021,1,1000,H,Ecto,185512
53021,1,10000,H,Ecto,1438
53021,1,1000,H,Endo,596205
53021,1,10000,H,Endo,5.17726e+07
53021,1,1000,O,Ecto,801667
53021,1,10000,O,Ecto,148681
53021,1,10000,O,Endo,0.0563384
53021,1,1000,C,Ecto,189021
53021,1,10000,C,Ecto,429373
53021,1,10000,C,Endo,2.58923e+06
18139.3,2,100,H,Ecto,9.33618e+06
18139.3,2,1000,H,Ecto,1.59982e+06
18139.3,2,1000,H,Endo,1.29022e+08
18139.3,2,10000,H,Endo,8.1144e+07
18139.3,2,100,O,Ecto,1.94664e+06
18139.3,2,1000,O,Ecto,40897.8
18139.3,2,100,C,Ecto,1.7638e+06
18139.3,2,1000,C,Ecto,2.04444e+07
18139.3,2,10000,C,Endo,72.1075
39233.9,2,100,H,Ecto,4.30048e+06
39233.9,2,1000,H,Ecto,511293
39233.9,2,1000,H,Endo,4.76274e+07
39233.9,2,10000,H,Endo,2.33762e+07
39233.9,2,10,O,Ecto,149.135
39233.9,2,100,O,Ecto,1.68947e+06
39233.9,2,1000,O,Ecto,65528.4
39233.9,2,10,C,Ecto,0.148031
39233.9,2,100,C,Ecto,1.15507e+06
39233.9,2,1000,C,Ecto,8.0795e+06
39233.9,2,10000,C,Endo,407.166
53287.3,1,100,H,Ecto,2.12605e+08
53287.3,1,1000,H,Ecto,4.3547e+08
53287.3,1,10000,H,Ecto,2.23278e+07
53287.3,1,1000,H,Endo,1.96524e+06
53287.3,1,10000,H,Endo,2877.46
53287.3,1,100,O,Ecto,2.4206e+08
53287.3,1,1000,O,Ecto,6.65943e+07
53287.3,1,10000,O,Ecto,153528
53287.3,1,1000,O,Endo,21945.2
53287.3,1,100,C,Ecto,337.387
53287.3,1,1000,C,Ecto,4.86263e+08
53287.3,1,10000,C,Ecto,2.38717e+06
64495.2,2,100,H,Ecto,269.629
64495.2,2,1000,H,Ecto,10683.7
64495.2,2,10000,H,Ecto,125.141
64495.2,2,1000,H,Endo,879.629
64495.2,2,10000,H,Endo,8693.21
64495.2,2,100,O,Ecto,2494.66
64495.2,2,1000,O,Ecto,8656.11
64495.2,2,10000,O,Ecto,10.0735
64495.2,2,1000,O,Endo,0.0907313
64495.2,2,100,C,Ecto,6.57103e-06
64495.2,2,1000,C,Ecto,2504.92
64495.2,2,10000,C,Ecto,262.485
64495.2,2,10000,C,Endo,867.259
6785.33,2,10,H,Ecto,28393.6
6785.33,2,100,H,Ecto,313189
6785.33,2,1000,H,Ecto,27223.3
6785.33,2,1000,H,Endo,8.49536
6785.33,2,10,O,Ecto,32704.1
6785.33,2,100,O,Ecto,646518
6785.33,2,1000,O,Ecto,9.41798
6785.33,2,10000,O,Ecto,9.95467e-05
6785.33,2,1000,O,Endo,3.34807e-07
6785.33,2,100,C,Ecto,4.44399
6785.33,2,1000,C,Ecto,207201
6785.33,2,10000,C,Ecto,0.013012
6103.73,2,10,H,Ecto,3133.18
6103.73,2,100,H,Ecto,42122.4
6103.73,2,1000,H,Ecto,167.677
6103.73,2,1000,H,Endo,0.413035
6103.73,2,10,O,Ecto,1924.76
6103.73,2,100,O,Ecto,7424.8
6103.73,2,100,C,Ecto,0.860221
6103.73,2,1000,C,Ecto,3432.41
47986.9,2,1000,H,Ecto,2.43982e+07
47986.9,2,10000,H,Ecto,4.46691e+06
47986.9,2,1000,H,Endo,1.34316e+08
47986.9,2,10000,H,Endo,2.54639e+08
47986.9,2,1000,O,Ecto,30570.9
47986.9,2,10000,O,Ecto,1.46593e+06
47986.9,2,1000,O,Endo,1.34744e+06
47986.9,2,1000,C,Ecto,3.20605e+07
47986.9,2,10000,C,Ecto,1118.43
9789.56,2,100,H,Ecto,57097.1
9789.56,2,1000,H,Ecto,256968
9789.56,2,10000,H,Ecto,41586.2
9789.56,2,1000,H,Endo,1.89390e+06
9789.56,2,10000,H,Endo,3.19272e+06
9789.56,2,100,O,Ecto,12430.5
9789.56,2,1000,O,Ecto,22818.2
9789.56,2,10000,O,Ecto,1640.96
9789.56,2,1000,O,Endo,254425
9789.56,2,10000,O,Endo,2.33885e+06
9789.56,2,100,C,Ecto,5011.27
9789.56,2,1000,C,Ecto,3.70648e+06
9789.56,2,100000,C,Ecto,4105.46
2048.34,2,10,H,Ecto,8.78527
2048.34,2,100,H,Ecto,705134
2048.34,2,1000,H,Ecto,326090
2048.34,2,10000,H,Ecto,23316.5
2048.34,2,1000,H,Endo,2.79074e+06
2048.34,2,10000,H,Endo,547080
2048.34,2,100,O,Ecto,336571
2048.34,2,1000,O,Ecto,1.39621e+06
2048.34,2,10000,O,Ecto,4234.57
2048.34,2,1000,O,Endo,8.28072e+06
2048.34,2,10000,O,Endo,1.03656e+06
2048.34,2,100,C,Ecto,10140.2
2048.34,2,1000,C,Ecto,1.33322e+06
2048.34,2,10000,C,Ecto,968135
2048.34,2,100000,C,Ecto,10341.1
5926.52,2,100,H,Ecto,2.55622e+06
5926.52,2,1000,H,Ecto,2.61911e+06
5926.52,2,10000,H,Ecto,839880
5926.52,2,1000,H,Endo,5.19722e+07
5926.52,2,10000,H,Endo,7.62229e+07
5926.52,2,100,O,Ecto,678341
5926.52,2,1000,O,Ecto,2.22261e+06
5926.52,2,10000,O,Ecto,81936.5
5926.52,2,1000,O,Endo,2.64536e+07
5926.52,2,10000,O,Endo,9.64192e+07
5926.52,2,100,C,Ecto,251012
