Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
41873.5,2,100,H,Ecto,24810.7
41873.5,2,1000,H,Ecto,1.53829e+07
41873.5,2,10000,H,Ecto,3.48917
41873.5,2,1000,H,Endo,2.49709e+07
41873.5,2,10000,H,Endo,1.12886e+08
41873.5,2,100000,H,Endo,36111.3
41873.5,2,100,O,Ecto,1.40234e+06
41873.5,2,1000,O,Ecto,255695
41873.5,2,1000,O,Endo,564780
41873.5,2,10000,O,Endo,6.09142e+06
41873.5,2,1000,C,Ecto,6.47638e+06
41873.5,2,10000,C,Ecto,2.2377e+07
7975.04,2,100,H,Ecto,4.81997e+06
7975.04,2,1000,H,Ecto,1.00186e+06
7975.04,2,1000,H,Endo,163614
7975.04,2,10000,H,Endo,3.99193e+06
7975.04,2,100,O,Ecto,1.18236e+06
7975.04,2,1000,O,Ecto,3320.17
7975.04,2,1000,O,Endo,323.227
7975.04,2,10000,O,Endo,1105.6
7975.04,2,10,C,Ecto,1.38952
7975.04,2,100,C,Ecto,587081
7975.04,2,1000,C,Ecto,65908.9
70613.9,2,10,H,Ecto,138467
70613.9,2,100,H,Ecto,4.04996e+07
70613.9,2,1000,H,Ecto,9064.96
70613.9,2,1000,H,Endo,3743.96
70613.9,2,10000,H,Endo,3.13632e+06
70613.9,2,10,O,Ecto,130374
70613.9,2,100,O,Ecto,3.4285e+06
70613.9,2,1000,O,Ecto,50.5988
70613.9,2,1000,O,Endo,4.56746
70613.9,2,10,C,Ecto,94.6962
70613.9,2,100,C,Ecto,277992
70613.9,2,1000,C,Ecto,416314
70613.9,2,10000,C,Ecto,0.00068306
3674.16,2,10,H,Ecto,25528.1
3674.16,2,100,H,Ecto,8.14051e+06
3674.16,2,1000,H,Ecto,6.2508
3674.16,2,10000,H,Endo,184574
3674.16,2,10,O,Ecto,300910
3674.16,2,100,O,Ecto,1.73508e+06
3674.16,2,10,C,Ecto,31.3796
3674.16,2,100,C,Ecto,7363.17
3674.16,2,1000,C,Ecto,194677
3674.16,2,10000,C,Ecto,0.00107341
44812.8,2,100,H,Ecto,1.75403e+07
44812.8,2,1000,H,Ecto,1.06549e+07
44812.8,2,1000,H,Endo,76281.5
44812.8,2,10000,H,Endo,5.39506e+08
44812.8,2,100000,H,Endo,368.191
44812.8,2,100,O,Ecto,2.33442e+07
44812.8,2,1000,O,Ecto,3.74662e+07
44812.8,2,10000,O,Endo,5.60131e+06
44812.8,2,100,C,Ecto,2.80353e+06
44812.8,2,1000,C,Ecto,1.08804e+06
831.785,5,10,H,Ecto,1.51305e+06
831.785,5,100,H,Ecto,2.78368e+07
831.785,5,10000,H,Endo,203568
831.785,5,10,O,Ecto,1.3148e+06
831.785,5,100,O,Ecto,8.70488e+06
831.785,5,10,C,Ecto,14.5763
831.785,5,100,C,Ecto,186906
831.785,5,1000,C,Ecto,530943
831.785,5,10000,C,Ecto,0.0104069
96.4044,5,1,H,Ecto,610857
96.4044,5,10,H,Ecto,23870.8
96.4044,5,100,H,Ecto,13669.7
4537.61,7,100,H,Ecto,314412
4537.61,7,1000,H,Ecto,114234
4537.61,7,1000,H,Endo,40310.5
4537.61,7,10000,H,Endo,596726
4537.61,7,100,O,Ecto,150254
4537.61,7,1000,O,Ecto,260.648
4537.61,7,1000,O,Endo,61.5022
4537.61,7,10000,O,Endo,103.098
4537.61,7,10,C,Ecto,1.16347e-05
4537.61,7,100,C,Ecto,44578.9
4537.61,7,1000,C,Ecto,10633
93.8764,7,10,H,Ecto,1091.6
93.8764,7,100,H,Ecto,743.243
93.8764,7,10000,H,Endo,9.42346
93.8764,7,10,O,Ecto,990.957
93.8764,7,100,O,Ecto,4324.23
93.8764,7,10,C,Ecto,4.16701
93.8764,7,100,C,Ecto,15.0211
93.8764,7,1000,C,Ecto,236.858
93.8764,7,10000,C,Ecto,2.60265e-07
1098.5,7,10,H,Ecto,464315
1098.5,7,100,H,Ecto,1.10298e+07
1098.5,7,1000,H,Ecto,55.6477
1098.5,7,10000,H,Endo,259579
1098.5,7,10,O,Ecto,49603.5
1098.5,7,100,O,Ecto,1.4597e+06
1098.5,7,10,C,Ecto,11.4777
1098.5,7,100,C,Ecto,13742.5
1098.5,7,1000,C,Ecto,320539
1098.5,7,10000,C,Ecto,0.000928221
6675.25,7,100,H,Ecto,2.02789e+07
6675.25,7,1000,H,Ecto,121519
6675.25,7,1000,H,Endo,22719.2
6675.25,7,10000,H,Endo,7.22918e+06
6675.25,7,10,O,Ecto,28974.5
6675.25,7,100,O,Ecto,3.25187e+06
6675.25,7,1000,O,Ecto,321.544
6675.25,7,1000,O,Endo,31.5086
6675.25,7,10,C,Ecto,11.5403
6675.25,7,100,C,Ecto,716607
6675.25,7,1000,C,Ecto,209390
7088.42,7,100,H,Ecto,1.81328e+06
7088.42,7,1000,H,Ecto,1.96941e+06
7088.42,7,10000,H,Ecto,4.82937e-05
7088.42,7,1000,H,Endo,526730
7088.42,7,10000,H,Endo,2.88735e+06
7088.42,7,100,O,Ecto,1.20623e+06
7088.42,7,1000,O,Ecto,10314.2
7088.42,7,1000,O,Endo,1371.29
7088.42,7,10000,O,Endo,12611
7088.42,7,100,C,Ecto,370819
7088.42,7,1000,C,Ecto,108265
4949.01,7,100,H,Ecto,1.65758e+06
4949.01,7,1000,H,Ecto,18567.3
4949.01,7,1000,H,Endo,6390.07
4949.01,7,10000,H,Endo,1.23053e+06
4949.01,7,100,O,Ecto,420710
4949.01,7,1000,O,Ecto,55.5
4949.01,7,1000,O,Endo,15.635
4949.01,7,10000,O,Endo,9.3722
4949.01,7,10,C,Ecto,3.2743
4949.01,7,100,C,Ecto,146353
4949.01,7,1000,C,Ecto,18107
455.527,7,10,H,Ecto,7.94159e+06
455.527,7,100,H,Ecto,9.00213e+07
455.527,7,10000,H,Endo,1.57276e+06
455.527,7,10,O,Ecto,4.39386e+06
455.527,7,100,O,Ecto,4.8162e+07
455.527,7,10,C,Ecto,44.9748
455.527,7,100,C,Ecto,1.84306e+06
455.527,7,1000,C,Ecto,776899
455.527,7,10000,C,Ecto,0.0635194
490.924,7,10,H,Ecto,1.14772e+06
490.924,7,100,H,Ecto,1.05775e+07
490.924,7,10000,H,Endo,163994
490.924,7,10,O,Ecto,250865
490.924,7,100,O,Ecto,1.15733e+06
490.924,7,10,C,Ecto,787.25
490.924,7,100,C,Ecto,229001
490.924,7,1000,C,Ecto,293740
490.924,7,10000,C,Ecto,31.4978
3304.12,7,10,H,Ecto,410850
3304.12,7,100,H,Ecto,9.11706e+06
3304.12,7,10000,H,Endo,170281
3304.12,7,10,O,Ecto,231141
3304.12,7,100,O,Ecto,1.00544e+06
3304.12,7,10,C,Ecto,64.9761
3304.12,7,100,C,Ecto,219995
3304.12,7,1000,C,Ecto,75685.6
3304.12,7,10000,C,Ecto,32.9733
19778.4,7,100,H,Ecto,2.98691e+07
19778.4,7,1000,H,Ecto,1.83061e+07
19778.4,7,1000,H,Endo,7.9687e+06
19778.4,7,10000,H,Endo,3.82411e+07
19778.4,7,100,O,Ecto,1.60011e+07
19778.4,7,1000,O,Ecto,78923.6
19778.4,7,1000,O,Endo,9407.66
19778.4,7,10000,O,Endo,46351.9
19778.4,7,10,C,Ecto,0.800181
19778.4,7,100,C,Ecto,8.26516e+06
19778.4,7,1000,C,Ecto,1.85689e+06
6057.84,7,10,H,Ecto,552665
6057.84,7,100,H,Ecto,2.24146e+07
6057.84,7,1000,H,Ecto,866.757
6057.84,7,10000,H,Endo,315439
6057.84,7,10,O,Ecto,248077
6057.84,7,100,O,Ecto,4.71744e+06
6057.84,7,10,C,Ecto,20.2365
6057.84,7,100,C,Ecto,68208.8
6057.84,7,1000,C,Ecto,534932
6057.84,7,10000,C,Ecto,7.94644
9442.93,7,10,H,Ecto,1.1469e+06
9442.93,7,100,H,Ecto,4.36503e+07
9442.93,7,10000,H,Endo,616925
9442.93,7,10,O,Ecto,1.09093e+06
9442.93,7,100,O,Ecto,1.18556e+07
9442.93,7,10,C,Ecto,6.82297
9442.93,7,100,C,Ecto,704712
9442.93,7,1000,C,Ecto,380860
9442.93,7,10000,C,Ecto,121.293
7261.96,7,10,H,Ecto,8.30552e+06
7261.96,7,100,H,Ecto,7.1196e+06
7261.96,7,10000,H,Endo,46496
7261.96,7,10,O,Ecto,2.47008e+06
7261.96,7,100,O,Ecto,1.84655e+07
7261.96,7,10,C,Ecto,28526.4
7261.96,7,100,C,Ecto,74454.6
7261.96,7,1000,C,Ecto,930096
7261.96,7,10000,C,Ecto,3.69277
10791.3,7,10,H,Ecto,424.603
10791.3,7,100,H,Ecto,1180.82
10791.3,7,10,O,Ecto,1174.84
10791.3,7,100,O,Ecto,2614.19
10791.3,7,10,C,Ecto,0.782037
10791.3,7,1000,C,Ecto,1.96081
94.5221,7,1,H,Ecto,172907
94.5221,7,10,H,Ecto,254173
94.5221,7,100,H,Ecto,206715
94.5221,7,10,O,Ecto,29644.9
4347.55,7,10,H,Ecto,103547
4347.55,7,100,H,Ecto,5.47922e+06
4347.55,7,10000,H,Endo,285128
4347.55,7,10,O,Ecto,79281.2
4347.55,7,100,O,Ecto,1.55291e+06
4347.55,7,10,C,Ecto,4.04641
4347.55,7,100,C,Ecto,42642.4
4347.55,7,1000,C,Ecto,24344
4347.55,7,10000,C,Ecto,0.00254482
1164.7,7,1,H,Ecto,58330.7
1164.7,7,10,H,Ecto,5.64427e+06
1164.7,7,100,H,Ecto,1.35112e+07
1164.7,7,10,O,Ecto,5.16759e+06
1164.7,7,100,O,Ecto,787768
1164.7,7,10,C,Ecto,114.95
3126.26,7,10,H,Ecto,1.76156e+06
3126.26,7,100,H,Ecto,1.25838e+06
3126.26,7,10000,H,Endo,8445.43
3126.26,7,10,O,Ecto,522778
3126.26,7,100,O,Ecto,7.26487e+06
3126.26,7,10,C,Ecto,7226.38
3126.26,7,100,C,Ecto,13696.6
3126.26,7,1000,C,Ecto,195838
3126.26,7,10000,C,Ecto,0.631571
455.527,7,10,H,Ecto,5.18955e+06
455.527,7,100,H,Ecto,2.5931e+07
455.527,7,10,O,Ecto,1.36632e+07
455.527,7,100,O,Ecto,1.21296e+07
455.527,7,10,C,Ecto,1091.77
455.527,7,1000,C,Ecto,3613.52
5283.76,7,100,H,Ecto,62905.9
5283.76,7,1000,H,Ecto,53148.3
5283.76,7,1000,H,Endo,17205.4
5283.76,7,10000,H,Endo,102610
5283.76,7,100,O,Ecto,35846.4
5283.76,7,1000,O,Ecto,162.354
5283.76,7,1000,O,Endo,20.7691
5283.76,7,10000,O,Endo,101.177
5283.76,7,10,C,Ecto,0.00185222
5283.76,7,100,C,Ecto,16472.1
5283.76,7,1000,C,Ecto,2488
3173.06,7,10,H,Ecto,460.29
3173.06,7,100,H,Ecto,690075
3173.06,7,1000,H,Ecto,3451.04
3173.06,7,1000,H,Endo,546.115
3173.06,7,10000,H,Endo,266151
3173.06,7,10,O,Ecto,4366.11
3173.06,7,100,O,Ecto,43535.1
3173.06,7,1000,O,Ecto,13.3338
3173.06,7,1000,O,Endo,2.6282
3173.06,7,10,C,Ecto,7.10757
3173.06,7,100,C,Ecto,38956.7
3173.06,7,1000,C,Ecto,45395.9
8359.07,8,100,H,Ecto,197532
8359.07,8,1000,H,Ecto,1029.68
8359.07,8,1000,H,Endo,173.754
8359.07,8,10000,H,Endo,63422.7
8359.07,8,10,O,Ecto,255.405
8359.07,8,100,O,Ecto,25449.3
8359.07,8,1000,O,Ecto,2.7517
8359.07,8,1000,O,Endo,0.230637
8359.07,8,10,C,Ecto,0.0937201
8359.07,8,100,C,Ecto,6086.23
8359.07,8,1000,C,Ecto,2300.67
177.085,8,10,H,Ecto,1.42493e+06
177.085,8,100,H,Ecto,1.41534e+07
177.085,8,10000,H,Endo,899498
177.085,8,10,O,Ecto,479158
177.085,8,100,O,Ecto,4.04304e+06
177.085,8,10,C,Ecto,760.649
177.085,8,100,C,Ecto,436055
177.085,8,1000,C,Ecto,384597
177.085,8,10000,C,Ecto,61.397
711.131,8,10,H,Ecto,3.75509e+06
711.131,8,100,H,Ecto,4.15787e+07
711.131,8,10000,H,Endo,446370
711.131,8,10,O,Ecto,1.24485e+06
711.131,8,100,O,Ecto,3.47656e+07
711.131,8,10,C,Ecto,69.7801
711.131,8,100,C,Ecto,482866
711.131,8,1000,C,Ecto,608907
711.131,8,10000,C,Ecto,0.0226887
897.53,8,10,H,Ecto,168211
897.53,8,100,H,Ecto,4.45863e+06
897.53,8,10000,H,Endo,24059.3
897.53,8,10,O,Ecto,61943
897.53,8,100,O,Ecto,984977
897.53,8,10,C,Ecto,10.5389
897.53,8,100,C,Ecto,18703
897.53,8,1000,C,Ecto,70918.4
897.53,8,10000,C,Ecto,3.47794
5231.98,8,10,H,Ecto,7792.04
5231.98,8,100,H,Ecto,681669
5231.98,8,10000,H,Endo,7694.56
5231.98,8,10,O,Ecto,10625.2
5231.98,8,100,O,Ecto,187468
5231.98,8,10,C,Ecto,0.589675
5231.98,8,100,C,Ecto,2536.64
5231.98,8,1000,C,Ecto,17374.1
5231.98,8,10000,C,Ecto,0.427542
394.424,8,10,H,Ecto,2.98707e+06
394.424,8,100,H,Ecto,3.73003e+06
394.424,8,10000,H,Endo,737.241
394.424,8,10,O,Ecto,3.58702e+06
394.424,8,100,O,Ecto,1.83245e+07
394.424,8,10,C,Ecto,10561.7
394.424,8,100,C,Ecto,1302.52
394.424,8,1000,C,Ecto,62840
51.0023,8,10,H,Ecto,1.20871e+06
51.0023,8,100,H,Ecto,4.21188e+06
51.0023,8,10,O,Ecto,3.03e+06
51.0023,8,100,O,Ecto,3.03984e+06
51.0023,8,10,C,Ecto,644.227
51.0023,8,1000,C,Ecto,825.929
177.69,8,10,H,Ecto,4.63949e+06
177.69,8,100,H,Ecto,7.89929e+06
177.69,8,10000,H,Endo,846.572
177.69,8,10,O,Ecto,1.56216e+07
177.69,8,100,O,Ecto,5.73065e+07
177.69,8,10,C,Ecto,14875.4
177.69,8,100,C,Ecto,1505.05
177.69,8,1000,C,Ecto,185540
177.69,8,10000,C,Ecto,0.156949
394.424,8,1,H,Ecto,12292.5
394.424,8,10,H,Ecto,1.30823e+06
394.424,8,100,H,Ecto,3.2415e+06
394.424,8,10,O,Ecto,1.65263e+06
394.424,8,100,O,Ecto,453036
394.424,8,10,C,Ecto,65.0255
354.258,8,10,H,Ecto,1.95594e+06
354.258,8,100,H,Ecto,6.68264e+07
354.258,8,10000,H,Endo,1.08335e+06
354.258,8,10,O,Ecto,1.31436e+06
354.258,8,100,O,Ecto,1.17516e+07
354.258,8,10,C,Ecto,76.1463
354.258,8,100,C,Ecto,1.32767e+06
354.258,8,1000,C,Ecto,330421
354.258,8,10000,C,Ecto,211.836
5645,8,10,H,Ecto,61524.7
5645,8,100,H,Ecto,4.70562e+06
5645,8,10000,H,Endo,43210
5645,8,10,O,Ecto,143416
5645,8,100,O,Ecto,2.71584e+06
5645,8,10,C,Ecto,0.00159978
5645,8,100,C,Ecto,17325.9
5645,8,1000,C,Ecto,108869
5645,8,10000,C,Ecto,7.46583
906.71,8,10,H,Ecto,1.04998e+06
906.71,8,100,H,Ecto,1.52942e+06
906.71,8,10000,H,Endo,1068.98
906.71,8,10,O,Ecto,3.66594e+06
906.71,8,100,O,Ecto,1.70248e+07
906.71,8,10,C,Ecto,3626.14
906.71,8,100,C,Ecto,7046.96
906.71,8,1000,C,Ecto,65180.6
906.71,8,10000,C,Ecto,1.33604e-05
96.8512,8,1,H,Ecto,2383.48
96.8512,8,10,H,Ecto,377.104
96.8512,8,100,H,Ecto,230.913
96.8512,8,10,O,Ecto,13.1805
46.1711,8,1,H,Ecto,81970.8
46.1711,8,10,H,Ecto,320388
46.1711,8,100,H,Ecto,211918
46.1711,8,10,O,Ecto,14615.8
2036.48,8,10,H,Ecto,537.12
2036.48,8,100,H,Ecto,520313
2036.48,8,1000,H,Ecto,518.718
2036.48,8,1000,H,Endo,220.431
2036.48,8,10000,H,Endo,110432
2036.48,8,10,O,Ecto,882.328
2036.48,8,100,O,Ecto,88702.9
2036.48,8,1000,O,Ecto,3.84882
2036.48,8,1000,O,Endo,0.285572
2036.48,8,10,C,Ecto,1.77581
2036.48,8,100,C,Ecto,10587.9
2036.48,8,1000,C,Ecto,7630.84
726.419,8,10,H,Ecto,1.08953e+06
726.419,8,100,H,Ecto,1.55263e+07
726.419,8,10000,H,Endo,340406
726.419,8,10,O,Ecto,649268
726.419,8,100,O,Ecto,5.23384e+06
726.419,8,10,C,Ecto,3334.66
726.419,8,100,C,Ecto,379435
726.419,8,1000,C,Ecto,632234
726.419,8,10000,C,Ecto,0.0036155
354.258,8,1,H,Ecto,1.90787e+06
354.258,8,10,H,Ecto,2.19009e+06
354.258,8,100,H,Ecto,1.44671e+06
354.258,8,10,O,Ecto,64728.8
163.657,8,1,H,Ecto,26289.1
163.657,8,10,H,Ecto,3.85032e+06
163.657,8,100,H,Ecto,3.71549e+06
163.657,8,10,O,Ecto,566934
163.657,8,100,O,Ecto,7480.06
48.0431,8,1,H,Ecto,491515
938.396,8,10,H,Ecto,190351
938.396,8,100,H,Ecto,1.31743e+06
938.396,8,10,O,Ecto,519657
938.396,8,100,O,Ecto,358107
938.396,8,10,C,Ecto,72.9948
938.396,8,1000,C,Ecto,68.0941
41146.9,2,100,H,Ecto,353.003
41146.9,2,1000,H,Ecto,1.82908e+07
41146.9,2,10000,H,Endo,1584.43
41146.9,2,100,O,Ecto,5247.71
41146.9,2,1000,O,Ecto,3.97399e+06
41146.9,2,10000,O,Ecto,27.0769
41146.9,2,1000,C,Ecto,1.38665e+07
41146.9,2,10000,C,Ecto,4.11748e+06
39233.9,2,10,H,Ecto,2315.83
39233.9,2,100,H,Ecto,2.30735e+06
39233.9,2,1000,H,Ecto,15740
39233.9,2,1000,H,Endo,5517.76
39233.9,2,10000,H,Endo,772272
39233.9,2,10,O,Ecto,1253.74
39233.9,2,100,O,Ecto,342594
39233.9,2,1000,O,Ecto,41.383
39233.9,2,1000,O,Endo,3.43389
39233.9,2,10,C,Ecto,1.76637
39233.9,2,100,C,Ecto,104157
39233.9,2,1000,C,Ecto,46948.7
327.671,7,10,H,Ecto,6.13108
327.671,7,100,H,Ecto,9.31587
327.671,7,1000,H,Ecto,0.362517
327.671,7,1000,H,Endo,0.833106
327.671,7,10,O,Ecto,73.8453
327.671,7,100,O,Ecto,879.053
327.671,7,1000,O,Ecto,0.0361695
327.671,7,10000,O,Ecto,0.126197
327.671,7,10,C,Ecto,1.31265e-06
327.671,7,100,C,Ecto,0.0186546
327.671,7,1000,C,Ecto,0.444619
327.671,7,10000,C,Ecto,0.0242413
17238.5,7,10,H,Ecto,6604.65
17238.5,7,100,H,Ecto,2.23782e+07
17238.5,7,1000,H,Ecto,5.90296e+06
17238.5,7,1000,H,Endo,560333
17238.5,7,10,O,Ecto,1371.01
17238.5,7,100,O,Ecto,1.44867e+07
17238.5,7,1000,O,Ecto,262841
17238.5,7,10000,O,Ecto,87315.8
17238.5,7,10,C,Ecto,0.00534034
17238.5,7,100,C,Ecto,263341
17238.5,7,1000,C,Ecto,7337.29
17238.5,7,10000,C,Ecto,1814.91
6943.49,7,10,H,Ecto,1889.57
6943.49,7,100,H,Ecto,989729
6943.49,7,1000,H,Ecto,316451
6943.49,7,1000,H,Endo,43601.5
6943.49,7,10,O,Ecto,11694.9
6943.49,7,100,O,Ecto,1.39298e+06
6943.49,7,1000,O,Ecto,753.733
6943.49,7,10000,O,Ecto,17834.4
6943.49,7,10,C,Ecto,0.375267
6943.49,7,100,C,Ecto,7713.94
6943.49,7,1000,C,Ecto,9.61473
6943.49,7,10000,C,Ecto,245.326
68.867,7,10,H,Ecto,2031.49
68.867,7,100,H,Ecto,1484.8
68.867,7,10,O,Ecto,1158.13
68.867,7,100,O,Ecto,1988.55
68.867,7,10,C,Ecto,0.000480477
68.867,7,100,C,Ecto,1.34147e-06
68.867,7,1000,C,Ecto,10.3595
4480.57,7,10,H,Ecto,7634.74
4480.57,7,100,H,Ecto,4.73434e+06
4480.57,7,1000,H,Ecto,986277
4480.57,7,1000,H,Endo,160375
4480.57,7,10,O,Ecto,64664.4
4480.57,7,100,O,Ecto,5.56863e+06
4480.57,7,1000,O,Ecto,2193.92
4480.57,7,10000,O,Ecto,78411.7
