Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
41873.5,2,100,H,Ecto,943119
41873.5,2,1000,H,Ecto,1.65835e+07
41873.5,2,10000,H,Ecto,20.7714
41873.5,2,1000,H,Endo,7.08922e+07
41873.5,2,10000,H,Endo,1.60895e+08
41873.5,2,100000,H,Endo,3.54104e+06
41873.5,2,100,O,Ecto,1.05409e+06
41873.5,2,1000,O,Ecto,401963
41873.5,2,1000,O,Endo,3.79053e+06
41873.5,2,10000,O,Endo,2.74421e+07
41873.5,2,1000,C,Ecto,7.74648e+07
41873.5,2,10000,C,Ecto,9.71405e+08
7975.04,2,100,H,Ecto,6.78328e+06
7975.04,2,1000,H,Ecto,1.09078e+06
7975.04,2,1000,H,Endo,3.78493e+06
7975.04,2,10000,H,Endo,4.20528e+06
7975.04,2,10,O,Ecto,7442.91
7975.04,2,100,O,Ecto,3.58952e+06
7975.04,2,1000,O,Ecto,10654.5
7975.04,2,1000,O,Endo,2941.64
7975.04,2,10000,O,Endo,5976.49
7975.04,2,10,C,Ecto,5.35998
7975.04,2,100,C,Ecto,1.69182e+06
7975.04,2,1000,C,Ecto,56956
70613.9,2,10,H,Ecto,1.31615e+06
70613.9,2,100,H,Ecto,7.70643e+07
70613.9,2,1000,H,Ecto,368649
70613.9,2,1000,H,Endo,172868
70613.9,2,10000,H,Endo,135769
70613.9,2,10,O,Ecto,1.59138e+06
70613.9,2,100,O,Ecto,1.27351e+07
70613.9,2,1000,O,Ecto,2294.68
70613.9,2,1000,O,Endo,137.081
70613.9,2,10,C,Ecto,274.659
70613.9,2,100,C,Ecto,2.07078e+06
70613.9,2,1000,C,Ecto,11404.5
40005.8,2,100,H,Ecto,90.0124
40005.8,2,1000,H,Ecto,2271.2
40005.8,2,10000,H,Ecto,0.00836091
40005.8,2,1000,H,Endo,6952.67
40005.8,2,10000,H,Endo,14027.5
40005.8,2,100000,H,Endo,3606.66
40005.8,2,100,O,Ecto,185.605
40005.8,2,1000,O,Ecto,146.904
40005.8,2,1000,O,Endo,1661.27
40005.8,2,10000,O,Endo,7064.05
40005.8,2,1000,C,Ecto,17869.8
