GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,2142.92,2,1,800,506.04,7.89016,8.83934,5.87803,54.7148,0.978347,50000,200000,1e+06,500000,761.292,0.0728846,0,12.4374,5.1072,0.0933759,46.2174,694.539,0.189614,0,0
1,0,2,0,1,2142.92,2,1,800,410.618,8.74098,8.33279,7.8718,56.2016,1.12598,50000,200000,1e+06,500000,753.425,0.0848161,0,11.9854,5.22224,0.0918406,44.7594,682.235,0.253929,0,0
2,0,2,0,2,2142.92,2,1,800,400.822,9.29016,7.81967,9.70213,58.8672,1.00787,50000,200000,1e+06,500000,759.957,0.0734682,0,11.5708,5.32435,0.0923894,43.41,670.513,0.312972,0,0
3,0,2,0,3,2142.92,2,1,800,292.092,9.40164,7.7377,10.0348,61.7443,1.45079,50000,200000,1e+06,500000,783.377,0.0754041,0,11.4958,5.40551,0.089959,43.0952,671.984,0.323702,0,0
4,0,2,0,4,2142.92,2,1,800,244.6,9.43115,7.26557,11.2372,65.7754,2.63189,50000,200000,1e+06,500000,840.997,0.0809126,0,11.1,5.50304,0.0889051,41.7176,666.455,0.362491,0.242827,0
5,0,2,0,5,2142.92,2,1,800,189.751,9.46393,6.68689,12.7567,65.6164,2.12992,50000,200000,1e+06,500000,858.166,0.0721622,0,10.5393,5.57393,0.0866815,40.0124,650.91,0.411507,0.378812,0
6,0,2,0,6,2142.92,2,1,800,212.844,9.57049,6.40492,13.6139,59.1279,2.15945,50000,200000,1e+06,500000,836.657,0.0706193,0,10.3012,5.64517,0.0858301,39.1548,644.755,0.439159,0.388223,0
7,0,2,0,7,2142.92,2,1,800,179.918,9.87213,6.3,14.2623,51.8639,1.53937,50000,200000,1e+06,500000,798.923,0.0667862,0,10.2758,5.68479,0.086576,38.9514,645.569,0.460074,0.392331,0
8,0,2,0,8,2142.92,2,1,800,257.657,10.3574,6.71639,13.8046,45.3623,0.948819,50000,200000,1e+06,500000,770.559,0.0634294,0,10.6234,5.69979,0.0838202,40.0078,658.861,0.445309,0.388658,0
9,0,2,0,9,2142.92,2,1,800,210.293,10.1508,6.52623,14.0392,51.0869,2.10039,50000,200000,1e+06,500000,815.441,0.073288,0,10.4411,5.84274,0.0791929,39.494,655.743,0.452877,0.390474,0
10,0,2,0,10,2142.92,2,1,800,179.862,9.35738,6.30656,13.5931,56.8705,2.39567,50000,200000,1e+06,500000,867.32,0.0688387,0,10.2652,6.07166,0.0737286,38.9465,653.169,0.438488,0.388658,0
11,0,2,0,11,2142.92,2,1,800,287.163,8.97541,6.77541,11.898,57.0902,0.624016,50000,200000,1e+06,500000,874.107,0.0473205,0,10.7149,6.25887,0.0677877,40.2738,672.481,0.383808,0.372596,0
12,0,2,0,12,2142.92,2,1,800,272.625,9.11147,7.05738,11.3531,58.9541,1.53937,50000,200000,1e+06,500000,866.697,0.056939,0,10.9817,6.30738,0.0654697,41.0758,682.128,0.36623,0.366225,0
13,0,2,0,13,2142.92,2,1,700,211.818,8.58361,4.19836,18.008,74.9164,1.0374,50000,200000,1e+06,500000,1086.35,0.0404017,0,8.4235,6.17405,0.0773721,33.8573,583.321,0.580904,0.472165,0
14,0,2,1,0,2123.55,2,1,800,451.335,8.11147,7.95902,7.9823,57.9197,1.27362,50000,200000,1e+06,500000,764.73,0.0859915,0,11.6469,5.10546,0.0968892,43.7227,668.317,0.257493,0,0
15,0,2,1,1,2123.55,2,1,800,501.037,8.67049,7.88361,8.81016,55.7098,1.21457,50000,200000,1e+06,500000,727.202,0.0912857,0,11.5788,5.21045,0.0940942,43.4299,664.53,0.284199,0,0
16,0,2,1,2,2123.55,2,1,800,525.308,9.24426,7.71639,9.89574,53.0082,0.919291,50000,200000,1e+06,500000,701.492,0.0781067,0,11.419,5.30824,0.0911422,42.9939,658.2,0.319217,0,0
17,0,2,1,3,2123.55,2,1,800,381.067,9.27869,7.93934,9.40689,53.8984,1.0374,50000,200000,1e+06,500000,699.339,0.0737166,0,11.6552,5.41998,0.0878422,43.5668,668.537,0.303448,0,0
18,0,2,1,4,2123.55,2,1,800,360.952,9.39508,7.76393,9.95623,54.782,1.21457,50000,200000,1e+06,500000,714.864,0.0696467,0,11.5516,5.48897,0.0875539,43.1105,669.357,0.321169,0,0
19,0,2,1,5,2123.55,2,1,800,419.312,9.41311,7.49508,10.6298,55.8311,0.919291,50000,200000,1e+06,500000,741.369,0.0692467,0,11.3175,5.56527,0.0858987,42.305,668.999,0.342898,0.237709,0
20,0,2,1,6,2123.55,2,1,800,371.393,9.5082,7.51475,10.7011,52.8279,1.09646,50000,200000,1e+06,500000,736.523,0.0730109,0,11.2955,5.64981,0.0818947,42.1911,672.598,0.345198,0.242372,0
21,0,2,1,7,2123.55,2,1,800,316.775,9.59836,7.22459,11.5498,50.6197,1.06693,50000,200000,1e+06,500000,733.841,0.0729082,0,11.1045,5.69824,0.082996,41.4994,669.108,0.372575,0.300362,0
22,0,2,1,8,2123.55,2,1,800,231.631,9.98689,7.31148,11.8113,47.3213,1.53937,50000,200000,1e+06,500000,723.598,0.0706797,0,11.1601,5.7481,0.0801526,41.6975,672.092,0.38101,0.368393,0
23,0,2,1,9,2123.55,2,1,800,209.198,9.78033,6.97377,12.4172,48.8049,2.04134,50000,200000,1e+06,500000,756.367,0.0755061,0,10.8679,5.87207,0.0777673,40.7759,666.139,0.400555,0.375101,0
24,0,2,1,10,2123.55,2,1,800,181.653,9.28852,6.24754,13.6687,54.923,1.98228,50000,200000,1e+06,500000,829.49,0.075977,0,10.2085,6.05313,0.0743528,38.899,648.01,0.440925,0.389569,0
25,0,2,1,11,2123.55,2,1,800,297.748,9.21148,7.01967,11.5884,54.0426,0.860236,50000,200000,1e+06,500000,803.161,0.0598712,0,10.8898,6.24702,0.0658459,40.9171,673.439,0.373818,0.369016,0
26,0,2,1,12,2123.55,2,1,800,279.334,9.24098,7.30164,10.9164,56.1115,1.21457,50000,200000,1e+06,500000,824.925,0.0631267,0,11.1559,6.33262,0.0628465,41.7386,686.435,0.352142,0.362662,0
27,0,2,1,13,2123.55,2,1,800,219.162,8.78033,5.53443,14.8585,72.1246,1.48031,50000,200000,1e+06,500000,1036.32,0.0562916,0,9.55874,6.20389,0.0702091,37.0854,628.859,0.479307,0.400413,0
