GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,2142.92,2,1,800,0.0807054,8.09508,13.618,0.31541,77.6066,0.594488,50000,200000,1e+06,500000,761.292,0.044288,0,12.4374,5.1072,0.0189867,55.0602,694.539,0.0101745,0,0
1,0,2,0,1,2142.92,2,1,800,0.1,8.78033,13.0066,0.792295,73.7525,0.683071,50000,200000,1e+06,500000,753.425,0.0514531,0,11.9854,5.22224,0.0193391,53.9247,682.235,0.0255579,0,0
2,0,2,0,2,2142.92,2,1,800,0.1,9.24098,12.5,1.40393,71.7721,0.771653,50000,200000,1e+06,500000,759.957,0.0562491,0,11.5708,5.32435,0.0194122,52.9897,670.513,0.0452882,0,0
3,0,2,0,3,2142.92,2,1,800,0.1,9.3377,12.4082,1.55197,71.5885,1.42126,50000,200000,1e+06,500000,783.377,0.0738695,0,11.4958,5.40551,0.0189636,53.3214,671.984,0.0500635,0,0
4,0,2,0,4,2142.92,2,1,800,0.1,9.31639,12.0246,1.96443,74.8918,2.15945,50000,200000,1e+06,500000,840.997,0.0663883,0,11.1,5.50304,0.0181965,54.2053,666.455,0.0633686,0.242827,0
5,0,2,0,5,2142.92,2,1,800,0.104619,9.23771,11.5672,2.4782,74.1475,2.15945,50000,200000,1e+06,500000,858.166,0.0731626,0,10.5393,5.57393,0.0170383,54.1289,650.91,0.0799418,0.378812,0
6,0,2,0,6,2142.92,2,1,800,0.1,9.27869,11.3,2.84852,73.2672,2.39567,50000,200000,1e+06,500000,836.657,0.0783443,0,10.3012,5.64517,0.0167882,53.9866,644.755,0.0918879,0.388223,0
7,0,2,0,7,2142.92,2,1,800,0.117797,9.58852,11.3361,3.0159,68.1148,1.77559,50000,200000,1e+06,500000,798.923,0.0770348,0,10.2758,5.68479,0.0161567,54.3299,645.569,0.0972871,0.392331,0
8,0,2,0,8,2142.92,2,1,800,0.1,10.0918,11.6311,2.97393,64.9934,0.948819,50000,200000,1e+06,500000,770.559,0.0634294,0,10.6234,5.69979,0.0162879,55.0496,658.861,0.0959334,0.388658,0
9,0,2,0,9,2142.92,2,1,800,0.1,9.61967,11.3934,3.00967,71.8082,2.33661,50000,200000,1e+06,500000,815.441,0.0815303,0,10.4411,5.84274,0.0156345,55.1454,655.743,0.0970862,0.390474,0
10,0,2,0,10,2142.92,2,1,800,0.117873,8.76393,11.0623,2.88803,79.7508,2.60236,50000,200000,1e+06,500000,867.32,0.074778,0,10.2652,6.07166,0.0151068,54.6899,653.169,0.0931623,0.388658,0
11,0,2,0,11,2142.92,2,1,800,0.1,8.27541,11.3361,2.21295,81.418,0.978347,50000,200000,1e+06,500000,874.107,0.0741902,0,10.7149,6.25887,0.0148227,55.3686,672.481,0.0713855,0.372596,0
12,0,2,0,12,2142.92,2,1,800,0.1,8.42951,11.5492,2.04787,80.6262,2.15945,50000,200000,1e+06,500000,866.697,0.0798748,0,10.9817,6.30738,0.0146482,55.7108,682.128,0.0660603,0.366225,0
13,0,2,0,13,2142.92,2,1,700,0.1,7.56721,9.04262,5.25361,95.1246,2.33661,50000,200000,1e+06,500000,1086.35,0.0909997,1,8.4235,6.17405,0.0153924,48.2869,583.321,0.169471,0.472165,0
14,0,2,1,0,2123.55,2,1,800,0.1,8.19508,12.6951,0.801803,77.8639,0.801181,50000,200000,1e+06,500000,764.73,0.0540936,0,11.6469,5.10546,0.0199829,53.4499,668.317,0.0258646,0,0
15,0,2,1,1,2123.55,2,1,800,0.0874116,8.67213,12.5164,1.10918,71.2246,0.712598,50000,200000,1e+06,500000,727.202,0.0535582,0,11.5788,5.21045,0.0200862,52.3985,664.53,0.03578,0,0
16,0,2,1,2,2123.55,2,1,800,0.0548821,9.16066,12.323,1.51738,66.8934,0.44685,50000,200000,1e+06,500000,701.492,0.0379662,0,11.419,5.30824,0.0196269,51.4547,658.2,0.0489476,0,0
17,0,2,1,3,2123.55,2,1,800,0.1,9.25574,12.5475,1.35098,64.3082,0.830709,50000,200000,1e+06,500000,699.339,0.0590292,0,11.6552,5.41998,0.0189059,52.1446,668.537,0.0435801,0,0
18,0,2,1,4,2123.55,2,1,800,0.1,9.23771,12.4705,1.41279,64.741,1.24409,50000,200000,1e+06,500000,714.864,0.0713399,0,11.5516,5.48897,0.0182361,52.6354,669.357,0.0455738,0,0
19,0,2,1,5,2123.55,2,1,800,0.1,9.12459,12.2984,1.54836,65.3771,0.978347,50000,200000,1e+06,500000,741.369,0.0736951,0,11.3175,5.56527,0.0173237,53.4857,668.999,0.0499471,0.237709,0
20,0,2,1,6,2123.55,2,1,800,0.1,9.25574,12.2328,1.69295,63.6623,1.15551,50000,200000,1e+06,500000,736.523,0.0769432,0,11.2955,5.64981,0.0169922,53.9729,672.598,0.0546113,0.242372,0
21,0,2,1,7,2123.55,2,1,800,0.1,9.50656,12.0459,2.06344,63.2689,1.09646,50000,200000,1e+06,500000,733.841,0.074926,0,11.1045,5.69824,0.016638,54.1987,669.108,0.0665627,0.300362,0
22,0,2,1,8,2123.55,2,1,800,0.1,9.65082,12.1131,2.07295,62.141,1.71653,50000,200000,1e+06,500000,723.598,0.0788142,0,11.1601,5.7481,0.0161737,54.4276,672.092,0.0668694,0.368393,0
23,0,2,1,9,2123.55,2,1,800,0.1,9.48197,11.6803,2.5023,64.4508,2.15945,50000,200000,1e+06,500000,756.367,0.0798748,0,10.8679,5.87207,0.0161977,54.1215,666.139,0.0807192,0.375101,0
24,0,2,1,10,2123.55,2,1,800,0.115472,8.71475,10.9525,2.97262,70.7787,2.15945,50000,200000,1e+06,500000,829.49,0.0827675,0,10.2085,6.05313,0.015495,53.5253,648.01,0.0958911,0.389569,0
25,0,2,1,11,2123.55,2,1,800,0.1,8.36066,11.5098,2.01279,69.5115,1.15551,50000,200000,1e+06,500000,803.161,0.080422,0,10.8898,6.24702,0.0147404,54.1726,673.439,0.0649286,0.369016,0
26,0,2,1,12,2123.55,2,1,800,0.1,8.41639,11.7164,1.78475,74.0164,1.59843,50000,200000,1e+06,500000,824.925,0.0830775,0,11.1559,6.33262,0.0144271,55.0623,686.435,0.0575727,0.362662,0
27,0,2,1,13,2123.55,2,1,800,0.1,8.0918,10.2164,3.62279,89.6918,2.30709,50000,200000,1e+06,500000,1036.32,0.0877311,1,9.55874,6.20389,0.0147438,51.9872,628.859,0.116864,0.400413,0
