GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,2142.92,2,1,800,0.0807054,9.55738,19.7344,0,40.4262,1.98228,50000,200000,1e+06,500000,761.292,0.147676,1,12.4374,5.1072,0.00247178,83.8806,694.539,0,0,0
1,0,2,0,1,2142.92,2,1,800,0.1,10.8525,19.5295,0,44.9246,1.74606,50000,200000,1e+06,500000,753.425,0.131524,1,11.9854,5.22224,0.00219859,83.7282,682.235,0,0,0
2,0,2,0,2,2142.92,2,1,800,0.1,11.7426,19.3443,0,47.5033,1.86417,50000,200000,1e+06,500000,759.957,0.135887,1,11.5708,5.32435,0.00198274,83.4257,670.513,0,0,0
3,0,2,0,3,2142.92,2,1,800,0.1,12.0426,19.3869,0,49.4344,2.51378,50000,200000,1e+06,500000,783.377,0.130653,1,11.4958,5.40551,0.00185205,84.0843,671.984,0,0,0
4,0,2,0,4,2142.92,2,1,800,0.1,12.1033,19.1377,0,56.1049,4.31496,50000,200000,1e+06,500000,840.997,0.132656,1,11.1,5.50304,0.00169926,83.915,666.455,0,0.242827,0
5,0,2,0,5,2142.92,2,1,800,0.104619,12.159,18.6836,0.000163934,60.8098,4.22638,50000,200000,1e+06,500000,858.166,0.143191,1,10.5393,5.57393,0.00158936,82.4673,650.91,5.28821e-06,0.378812,0
6,0,2,0,6,2142.92,2,1,800,0.1,12.3246,18.541,0.000983607,64.7689,4.31496,50000,200000,1e+06,500000,836.657,0.14111,1,10.3012,5.64517,0.00150233,82.1593,644.755,3.17292e-05,0.388223,0
7,0,2,0,7,2142.92,2,1,800,0.117797,12.4262,18.4902,0.00131148,65.618,3.31102,50000,200000,1e+06,500000,798.923,0.14365,1,10.2758,5.68479,0.0014883,82.4066,645.569,4.23057e-05,0.392331,0
8,0,2,0,8,2142.92,2,1,800,0.1,12.9361,18.8951,0.000327869,64.5918,2.24803,50000,200000,1e+06,500000,770.559,0.150283,1,10.6234,5.69979,0.00144645,84.1883,658.861,1.05764e-05,0.388658,0
9,0,2,0,9,2142.92,2,1,800,0.1,12.5689,18.9623,0,67.8951,4.04921,50000,200000,1e+06,500000,815.441,0.141287,1,10.4411,5.84274,0.00125424,84.544,655.743,0,0.390474,0
10,0,2,0,10,2142.92,2,1,800,0.117873,11.9049,19.1377,0,70.0803,5.73228,50000,200000,1e+06,500000,867.32,0.164715,1,10.2652,6.07166,0.00102362,85.4774,653.169,0,0.388658,0
11,0,2,0,11,2142.92,2,1,800,0.1,11.423,19.8197,0,67.8426,2.45472,50000,200000,1e+06,500000,874.107,0.186147,1,10.7149,6.25887,0.000876598,88.7709,672.481,0,0.372596,0
12,0,2,0,12,2142.92,2,1,800,0.1,11.6066,20.1279,0,64.1705,4.55118,50000,200000,1e+06,500000,866.697,0.168341,1,10.9817,6.30738,0.000839253,89.8123,682.128,0,0.366225,0
13,0,2,0,13,2142.92,2,1,700,0.1,11.3967,17.4016,0.00508197,86.259,4.37402,50000,200000,1e+06,500000,1086.35,0.170347,1,8.4235,6.17405,0.000948886,77.3646,583.321,0.000163934,0.472165,0
14,0,2,1,0,2123.55,2,1,800,0.1,10.1623,19,0,44.5967,2.04134,50000,200000,1e+06,500000,764.73,0.137826,1,11.6469,5.10546,0.00244303,81.1085,668.317,0,0,0
15,0,2,1,1,2123.55,2,1,800,0.0874116,11.0852,19.1475,0,46.1164,1.62795,50000,200000,1e+06,500000,727.202,0.122355,1,11.5788,5.21045,0.00220263,81.8043,664.53,0,0,0
16,0,2,1,2,2123.55,2,1,800,0.0548821,11.8,19.0967,0,46.7393,1.59843,50000,200000,1e+06,500000,701.492,0.135809,1,11.419,5.30824,0.00205233,81.8992,658.2,0,0,0
17,0,2,1,3,2123.55,2,1,800,0.1,12.0213,19.5377,0,48.5426,1.98228,50000,200000,1e+06,500000,699.339,0.140859,1,11.6552,5.41998,0.00183937,83.8915,668.537,0,0,0
18,0,2,1,4,2123.55,2,1,800,0.1,12.1836,19.5836,0,50.0082,2.30709,50000,200000,1e+06,500000,714.864,0.132295,1,11.5516,5.48897,0.00170295,84.3896,669.357,0,0,0
19,0,2,1,5,2123.55,2,1,800,0.1,12.1393,19.4311,0,53.8869,1.74606,50000,200000,1e+06,500000,741.369,0.131524,1,11.3175,5.56527,0.00160718,84.7156,668.999,0,0.237709,0
20,0,2,1,6,2123.55,2,1,800,0.1,12.0689,19.4803,0,57.4623,1.8937,50000,200000,1e+06,500000,736.523,0.126098,1,11.2955,5.64981,0.00151727,85.7348,672.598,0,0.242372,0
21,0,2,1,7,2123.55,2,1,800,0.1,12.218,19.4098,0,58.9164,1.95276,50000,200000,1e+06,500000,733.841,0.133441,1,11.1045,5.69824,0.0014291,85.5714,669.108,0,0.300362,0
22,0,2,1,8,2123.55,2,1,800,0.1,12.559,19.4803,0,58.982,2.69094,50000,200000,1e+06,500000,723.598,0.123554,1,11.1601,5.7481,0.0013877,86.2091,672.092,0,0.368393,0
23,0,2,1,9,2123.55,2,1,800,0.1,12.3033,19.3574,0,62.6295,3.54724,50000,200000,1e+06,500000,756.367,0.131207,1,10.8679,5.87207,0.00125339,86.0908,666.139,0,0.375101,0
24,0,2,1,10,2123.55,2,1,800,0.115472,11.7311,19.0328,0,67.4098,3.22244,50000,200000,1e+06,500000,829.49,0.12351,1,10.2085,6.05313,0.0010482,84.7865,648.01,0,0.389569,0
25,0,2,1,11,2123.55,2,1,800,0.1,11.5016,19.9033,0,62.8721,2.15945,50000,200000,1e+06,500000,803.161,0.150295,1,10.8898,6.24702,0.000898329,88.5665,673.439,0,0.369016,0
