GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,8.648e+10
0,1,2.30815e+11
1,0,1.03929e+11
1,1,2.81012e+11
2,0,1.14354e+11
2,1,3.55014e+11
3,0,1.08888e+11
3,1,3.13597e+11
4,0,1.12748e+11
4,1,3.28916e+11
5,0,1.08351e+11
5,1,2.72705e+11
6,0,1.03181e+11
6,1,2.5151e+11
7,0,1.10126e+11
7,1,2.93296e+11
8,0,1.09676e+11
8,1,2.85101e+11
9,0,1.19945e+11
9,1,3.98749e+11
10,0,1.09765e+11
10,1,2.65193e+11
11,0,1.22002e+11
11,1,3.41183e+11
12,0,1.14143e+11
12,1,3.04793e+11
13,0,1.30297e+11
13,1,4.88506e+11
14,0,1.03468e+11
14,1,2.75467e+11
15,0,8.79267e+10
15,1,2.32933e+11
16,0,6.23896e+10
16,1,2.21712e+11
17,0,1.04217e+11
17,1,2.75711e+11
18,0,1.04098e+11
18,1,2.83837e+11
19,0,1.01458e+11
19,1,2.54889e+11
20,0,1.07861e+11
20,1,3.03442e+11
21,0,1.09796e+11
21,1,3.23893e+11
22,0,1.01937e+11
22,1,2.61703e+11
23,0,1.06961e+11
23,1,2.94932e+11
24,0,1.06777e+11
24,1,2.6344e+11
25,0,1.13387e+11
25,1,3.10579e+11
26,0,1.1357e+11
26,1,3.00401e+11
27,0,1.21684e+11
27,1,3.41072e+11
28,0,3.31503e+10
28,1,1.7147e+11
29,0,2.85415e+10
29,1,1.61868e+11
30,0,1.00781e+11
30,1,2.83405e+11
31,0,1.03965e+11
31,1,2.89518e+11
32,0,1.01344e+11
32,1,2.7224e+11
33,0,1.00549e+11
33,1,2.75921e+11
34,0,1.01699e+11
34,1,2.83577e+11
35,0,1.05257e+11
35,1,2.78848e+11
36,0,1.07191e+11
36,1,3.08495e+11
37,0,1.08635e+11
37,1,3.09964e+11
38,0,1.06088e+11
38,1,2.59134e+11
39,0,1.11864e+11
39,1,2.99516e+11
40,0,1.10167e+11
40,1,2.79025e+11
41,0,1.23918e+11
41,1,3.46399e+11
42,0,5.86803e+09
42,1,3.81005e+10
43,0,1.06457e+11
43,1,3.50721e+11
44,0,1.06563e+11
44,1,3.22861e+11
45,0,8.94899e+10
45,1,2.30216e+11
46,0,7.62297e+10
46,1,2.34541e+11
47,0,9.92084e+10
47,1,2.81074e+11
48,0,1.0294e+11
48,1,3.02818e+11
49,0,9.33929e+10
49,1,2.19985e+11
50,0,1.01357e+11
50,1,2.77502e+11
51,0,1.06318e+11
51,1,3.16031e+11
52,0,1.09147e+11
52,1,2.99873e+11
53,0,1.08973e+11
53,1,2.94851e+11
54,0,1.23192e+11
54,1,3.90285e+11
55,0,1.09498e+11
55,1,2.66298e+11
56,0,9.6808e+10
56,1,2.54567e+11
57,0,1.07508e+11
57,1,3.23487e+11
58,0,1.04948e+11
58,1,3.04552e+11
59,0,1.01403e+11
59,1,2.73198e+11
60,0,9.68517e+09
60,1,6.66347e+10
61,0,4.6449e+10
61,1,1.74276e+11
62,0,5.23546e+10
62,1,2.21893e+11
63,0,9.63327e+10
63,1,2.56745e+11
64,0,2.4146e+10
64,1,1.16745e+11
65,0,9.84643e+10
65,1,2.6582e+11
66,0,1.04287e+11
66,1,2.92714e+11
67,0,1.15871e+11
67,1,3.67062e+11
68,0,1.13516e+11
68,1,3.10485e+11
69,0,1.20436e+11
69,1,4.11503e+11
70,0,9.74556e+10
70,1,2.32608e+11
71,0,1.08446e+11
71,1,3.22313e+11
72,0,1.02835e+11
72,1,2.75437e+11
73,0,1.05634e+11
73,1,3.02465e+11
74,0,9.30714e+10
74,1,2.33865e+11
75,0,8.12147e-47
75,1,0.050942
76,0,2.21924e+10
76,1,1.31807e+11
77,0,1.02183e+11
77,1,3.40014e+11
78,0,8.18004e+10
78,1,2.18054e+11
79,0,9.38258e+10
79,1,2.55461e+11
80,0,9.27896e+10
80,1,2.7912e+11
81,0,1.10233e+11
81,1,2.96867e+11
82,0,1.1056e+11
82,1,2.81642e+11
83,0,1.07053e+11
83,1,2.6499e+11
