GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,1.66312e+10
0,1,1.64116e+11
1,0,2.17911e+10
1,1,2.16741e+11
2,0,1.90964e+10
2,1,1.75982e+11
3,0,1.90522e+10
3,1,1.72111e+11
4,0,2.06262e+10
4,1,2.06742e+11
5,0,1.82308e+10
5,1,1.40654e+11
6,0,1.91206e+10
6,1,2.1651e+11
7,0,1.75523e+10
7,1,1.64217e+11
8,0,1.73895e+10
8,1,1.93088e+11
9,0,1.97676e+10
9,1,2.6131e+11
10,0,1.81212e+10
10,1,1.73783e+11
11,0,1.57634e+10
11,1,1.79471e+11
12,0,1.82624e+10
12,1,2.58822e+11
13,0,1.41657e+10
13,1,2.53342e+11
14,0,2.06172e+10
14,1,1.8108e+11
15,0,1.77456e+10
15,1,1.44391e+11
16,0,1.11762e+10
16,1,1.80245e+11
17,0,1.78013e+10
17,1,1.31674e+11
18,0,1.83003e+10
18,1,1.66333e+11
19,0,1.84978e+10
19,1,1.9457e+11
20,0,1.81012e+10
20,1,1.55691e+11
21,0,1.83671e+10
21,1,1.88809e+11
22,0,1.74944e+10
22,1,1.42908e+11
23,0,1.96648e+10
23,1,2.31136e+11
24,0,1.91535e+10
24,1,1.80625e+11
25,0,1.76512e+10
25,1,2.08156e+11
26,0,1.77865e+10
26,1,1.7723e+11
27,0,1.62956e+10
27,1,1.75361e+11
28,0,6.82546e+09
28,1,1.37709e+11
29,0,4.89719e+09
29,1,1.24697e+11
30,0,1.81405e+10
30,1,2.03079e+11
31,0,1.73874e+10
31,1,1.53175e+11
32,0,1.60484e+10
32,1,1.24905e+11
33,0,1.79257e+10
33,1,2.20627e+11
34,0,1.91064e+10
34,1,2.07039e+11
35,0,1.74857e+10
35,1,1.59025e+11
36,0,1.8233e+10
36,1,1.95359e+11
37,0,1.86004e+10
37,1,1.96082e+11
38,0,1.74424e+10
38,1,1.51576e+11
39,0,1.58691e+10
39,1,1.3999e+11
40,0,1.70119e+10
40,1,1.85787e+11
41,0,1.63425e+10
41,1,1.46835e+11
42,0,1.11792e+09
42,1,3.54924e+10
43,0,1.65876e+10
43,1,1.55916e+11
44,0,1.74087e+10
44,1,1.89375e+11
45,0,1.6893e+10
45,1,1.81165e+11
46,0,1.34921e+10
46,1,1.7834e+11
47,0,1.58457e+10
47,1,1.27096e+11
48,0,1.62903e+10
48,1,1.82715e+11
49,0,1.61935e+10
49,1,1.68162e+11
50,0,1.50393e+10
50,1,1.25911e+11
51,0,1.64957e+10
51,1,2.39379e+11
52,0,1.62034e+10
52,1,1.73925e+11
53,0,1.61422e+10
53,1,2.18339e+11
54,0,1.68089e+10
54,1,1.79651e+11
55,0,1.76099e+10
55,1,1.86501e+11
56,0,1.99285e+10
56,1,2.52139e+11
57,0,1.83178e+10
57,1,2.00817e+11
58,0,1.80319e+10
58,1,2.15696e+11
59,0,1.79095e+10
59,1,1.90449e+11
60,0,1.67883e+09
60,1,5.49671e+10
61,0,6.37906e+09
61,1,1.1217e+11
62,0,7.17428e+09
62,1,1.51291e+11
63,0,1.44359e+10
63,1,1.31741e+11
64,0,3.72727e+09
64,1,7.99048e+10
65,0,1.61892e+10
65,1,1.65792e+11
66,0,1.55526e+10
66,1,1.45826e+11
67,0,1.51179e+10
67,1,1.59744e+11
68,0,1.50283e+10
68,1,1.24987e+11
69,0,1.80092e+10
69,1,3.10465e+11
70,0,1.61645e+10
70,1,1.2229e+11
71,0,1.64255e+10
71,1,1.55718e+11
72,0,1.69572e+10
72,1,1.66232e+11
73,0,1.57003e+10
73,1,1.27176e+11
74,0,1.7411e+10
74,1,1.99803e+11
75,0,9.57867e-47
75,1,0.0676683
76,0,3.48068e+09
76,1,1.14381e+11
77,0,1.64436e+10
77,1,2.25547e+11
78,0,1.31452e+10
78,1,1.32712e+11
79,0,1.40941e+10
79,1,1.61521e+11
80,0,1.39797e+10
80,1,2.13011e+11
81,0,1.50281e+10
81,1,1.50018e+11
82,0,1.55111e+10
82,1,1.59678e+11
83,0,1.36221e+10
83,1,1.05493e+11
