GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,7.40701e+10
0,1,2.38517e+11
1,0,9.27255e+10
1,1,3.15591e+11
2,0,9.33219e+10
2,1,3.39578e+11
3,0,8.87407e+10
3,1,3.10018e+11
4,0,9.12207e+10
4,1,3.35462e+11
5,0,8.62352e+10
5,1,2.56753e+11
6,0,8.83759e+10
6,1,2.81479e+11
7,0,8.85839e+10
7,1,2.92849e+11
8,0,9.28221e+10
8,1,3.04411e+11
9,0,9.47691e+10
9,1,3.94029e+11
10,0,9.04085e+10
10,1,2.74968e+11
11,0,9.43692e+10
11,1,3.30078e+11
12,0,9.2927e+10
12,1,3.33238e+11
13,0,9.45322e+10
13,1,4.4369e+11
14,0,8.96695e+10
14,1,2.96079e+11
15,0,7.88392e+10
15,1,2.64531e+11
16,0,5.3853e+10
16,1,2.49862e+11
17,0,8.50372e+10
17,1,2.63624e+11
18,0,8.4602e+10
18,1,2.8661e+11
19,0,8.47233e+10
19,1,2.72988e+11
20,0,8.72791e+10
20,1,2.95587e+11
21,0,8.98598e+10
21,1,3.2726e+11
22,0,8.20245e+10
22,1,2.60218e+11
23,0,8.80683e+10
23,1,3.15109e+11
24,0,8.82408e+10
24,1,2.66044e+11
25,0,9.26978e+10
25,1,3.19907e+11
26,0,9.12868e+10
26,1,3.02266e+11
27,0,9.22632e+10
27,1,3.07928e+11
28,0,2.7619e+10
28,1,1.75948e+11
29,0,2.26084e+10
29,1,1.59724e+11
30,0,8.159e+10
30,1,2.88907e+11
31,0,8.57144e+10
31,1,2.83266e+11
32,0,8.12697e+10
32,1,2.57553e+11
33,0,8.32017e+10
33,1,3.10866e+11
34,0,8.17883e+10
34,1,2.92525e+11
35,0,8.92852e+10
35,1,2.84042e+11
36,0,8.49049e+10
36,1,3.06353e+11
37,0,8.63243e+10
37,1,3.0297e+11
38,0,8.79866e+10
38,1,2.67689e+11
39,0,8.74815e+10
39,1,2.81019e+11
40,0,9.43339e+10
40,1,3.05169e+11
41,0,9.62672e+10
41,1,3.21226e+11
42,0,4.63562e+09
42,1,3.88433e+10
43,0,8.38938e+10
43,1,3.28857e+11
44,0,8.28339e+10
44,1,3.0818e+11
45,0,7.49284e+10
45,1,2.37541e+11
46,0,6.88029e+10
46,1,2.79314e+11
47,0,7.91133e+10
47,1,2.77514e+11
48,0,8.11528e+10
48,1,2.94789e+11
49,0,7.64866e+10
49,1,2.18085e+11
50,0,8.01059e+10
50,1,2.70602e+11
51,0,8.882e+10
51,1,3.42187e+11
52,0,9.06397e+10
52,1,3.13246e+11
53,0,8.43649e+10
53,1,2.96135e+11
54,0,9.43731e+10
54,1,3.56249e+11
55,0,8.74514e+10
55,1,2.66077e+11
56,0,8.27958e+10
56,1,3.09646e+11
57,0,8.8056e+10
57,1,3.35151e+11
58,0,8.69766e+10
58,1,3.10326e+11
59,0,8.3915e+10
59,1,2.89271e+11
60,0,8.14534e+09
60,1,6.74014e+10
61,0,3.87545e+10
61,1,1.76826e+11
62,0,4.28559e+10
62,1,2.2381e+11
63,0,8.00908e+10
63,1,2.6659e+11
64,0,1.92699e+10
64,1,1.13512e+11
65,0,8.20904e+10
65,1,2.79198e+11
66,0,8.09173e+10
66,1,2.71276e+11
67,0,9.12304e+10
67,1,3.39437e+11
68,0,8.68957e+10
68,1,2.78997e+11
69,0,9.16141e+10
69,1,4.13904e+11
70,0,7.84549e+10
70,1,2.27629e+11
71,0,8.48134e+10
71,1,3.09136e+11
72,0,8.20723e+10
72,1,2.75785e+11
73,0,8.72874e+10
73,1,3.08238e+11
74,0,8.04841e+10
74,1,2.53716e+11
75,0,8.27923e-47
75,1,0.0559989
76,0,1.72883e+10
76,1,1.33283e+11
77,0,7.9921e+10
77,1,3.17409e+11
78,0,7.18286e+10
78,1,2.47723e+11
79,0,7.63514e+10
79,1,2.57487e+11
80,0,7.62741e+10
80,1,3.02839e+11
81,0,8.67397e+10
81,1,2.7514e+11
82,0,8.8861e+10
82,1,2.81366e+11
83,0,7.94143e+10
83,1,2.26503e+11
