GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,6.11355e+10
0,1,2.27156e+11
1,0,7.86517e+10
1,1,3.10228e+11
2,0,7.66076e+10
2,1,3.1114e+11
3,0,7.35825e+10
3,1,2.96773e+11
4,0,7.53498e+10
4,1,3.25921e+11
5,0,6.95205e+10
5,1,2.33043e+11
6,0,7.33521e+10
6,1,2.82868e+11
7,0,7.15122e+10
7,1,2.72025e+11
8,0,7.60486e+10
8,1,2.93937e+11
9,0,7.66006e+10
9,1,3.70896e+11
10,0,7.12581e+10
10,1,2.55148e+11
11,0,7.04325e+10
11,1,2.89257e+11
12,0,7.26867e+10
12,1,3.19449e+11
13,0,7.07749e+10
13,1,3.9935e+11
14,0,7.47821e+10
14,1,2.87636e+11
15,0,6.76275e+10
15,1,2.61108e+11
16,0,4.53142e+10
16,1,2.51205e+11
17,0,7.00453e+10
17,1,2.45802e+11
18,0,6.95943e+10
18,1,2.67421e+11
19,0,7.13206e+10
19,1,2.72751e+11
20,0,7.29199e+10
20,1,2.79541e+11
21,0,7.42918e+10
21,1,3.10578e+11
22,0,6.87582e+10
22,1,2.4954e+11
23,0,7.37201e+10
23,1,3.17516e+11
24,0,7.46534e+10
24,1,2.58216e+11
25,0,7.52616e+10
25,1,3.05295e+11
26,0,7.22916e+10
26,1,2.79148e+11
27,0,7.2206e+10
27,1,2.7766e+11
28,0,2.3343e+10
28,1,1.73257e+11
29,0,1.82988e+10
29,1,1.54103e+11
30,0,6.8144e+10
30,1,2.81453e+11
31,0,7.17401e+10
31,1,2.72316e+11
32,0,6.73202e+10
32,1,2.38859e+11
33,0,6.88396e+10
33,1,3.13909e+11
34,0,6.83626e+10
34,1,2.88522e+11
35,0,7.60314e+10
35,1,2.77835e+11
36,0,7.04196e+10
36,1,2.9481e+11
37,0,7.12464e+10
37,1,2.90919e+11
38,0,7.36982e+10
38,1,2.60641e+11
39,0,7.17123e+10
39,1,2.66445e+11
40,0,7.88077e+10
40,1,2.95283e+11
41,0,7.46395e+10
41,1,2.84463e+11
42,0,3.84674e+09
42,1,3.79608e+10
43,0,6.76329e+10
43,1,3.00738e+11
44,0,6.74496e+10
44,1,2.88031e+11
45,0,6.43858e+10
45,1,2.36636e+11
46,0,6.15116e+10
46,1,2.9616e+11
47,0,6.52417e+10
47,1,2.5864e+11
48,0,6.63777e+10
48,1,2.78867e+11
49,0,6.40661e+10
49,1,2.12011e+11
50,0,6.66392e+10
50,1,2.55367e+11
51,0,7.42362e+10
51,1,3.40463e+11
52,0,7.63177e+10
52,1,3.04159e+11
53,0,6.90779e+10
53,1,2.90017e+11
54,0,7.66894e+10
54,1,3.2716e+11
55,0,7.10176e+10
55,1,2.54258e+11
56,0,6.89349e+10
56,1,3.15649e+11
57,0,7.15402e+10
57,1,3.17724e+11
58,0,7.21065e+10
58,1,2.99538e+11
59,0,7.12476e+10
59,1,2.92735e+11
60,0,7.06448e+09
60,1,6.69417e+10
61,0,3.23546e+10
61,1,1.70726e+11
62,0,3.5955e+10
62,1,2.17698e+11
63,0,6.73308e+10
63,1,2.58636e+11
64,0,1.61045e+10
64,1,1.09645e+11
65,0,7.04987e+10
65,1,2.78761e+11
66,0,6.69629e+10
66,1,2.54524e+11
67,0,7.48394e+10
67,1,3.1431e+11
68,0,7.15879e+10
68,1,2.55468e+11
69,0,7.40719e+10
69,1,4.0621e+11
70,0,6.10368e+10
70,1,2.06744e+11
71,0,6.75271e+10
71,1,2.83705e+11
72,0,6.55374e+10
72,1,2.57326e+11
73,0,7.20278e+10
73,1,2.8563e+11
74,0,7.08266e+10
74,1,2.62306e+11
75,0,8.32431e-47
75,1,0.0587125
76,0,1.40337e+10
76,1,1.31234e+11
77,0,6.62693e+10
77,1,3.10686e+11
78,0,6.0679e+10
78,1,2.3778e+11
79,0,6.42433e+10
79,1,2.49765e+11
80,0,6.42086e+10
80,1,3.04356e+11
81,0,7.01986e+10
81,1,2.51854e+11
82,0,7.1056e+10
82,1,2.60782e+11
83,0,6.5333e+10
83,1,2.1078e+11
