GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
0,0,2,0,0,2142.92,2,1,800,0.0807054,9.25574,17.7016,0,48.8525,2.48425,50000,200000,1e+06,500000,761.292,0.185071,1,12.4374,5.1072,0.00486728,78.802,694.539,0,0,0
1,0,2,0,1,2142.92,2,1,800,0.108598,10.477,17.3934,0.00180328,52.2787,2.33661,50000,200000,1e+06,500000,753.425,0.176008,1,11.9854,5.22224,0.00448095,78.0827,682.235,6.01093e-05,0,0
2,0,2,0,2,2142.92,2,1,800,0.121727,11.1066,17.0869,0.00655738,55.323,2.48425,50000,200000,1e+06,500000,759.957,0.181088,1,11.5708,5.32435,0.00420781,77.0676,670.513,0.000218579,0,0
3,0,2,0,3,2142.92,2,1,800,0.267455,11.4164,17.1246,0.00754098,57.0787,3.16339,50000,200000,1e+06,500000,783.377,0.164416,1,11.4958,5.40551,0.0039369,77.5245,671.984,0.000251366,0,0
4,0,2,0,4,2142.92,2,1,800,0.331106,11.4525,16.7689,0.0203279,62.0885,5.23032,50000,200000,1e+06,500000,840.997,0.160796,1,11.1,5.50304,0.00374271,76.4631,666.455,0.000677596,0.242827,0
5,0,2,0,5,2142.92,2,1,800,0.404619,11.3672,16.3246,0.047377,69.9951,4.87598,50000,200000,1e+06,500000,858.166,0.165199,1,10.5393,5.57393,0.0034892,74.5068,650.91,0.00157923,0.378812,0
6,0,2,0,6,2142.92,2,1,800,0.373668,11.4836,16.1787,0.0703279,73.2328,5.52559,50000,200000,1e+06,500000,836.657,0.1807,1,10.3012,5.64517,0.00330173,73.847,644.755,0.00234426,0.388223,0
7,0,2,0,7,2142.92,2,1,800,0.417797,11.5623,16.2229,0.0698361,78.6082,4.07874,50000,200000,1e+06,500000,798.923,0.176958,1,10.2758,5.68479,0.00316886,73.943,645.569,0.00232787,0.392331,0
8,0,2,0,8,2142.92,2,1,800,0.313606,12.0393,16.6148,0.0513115,79.8213,2.95669,50000,200000,1e+06,500000,770.559,0.197658,1,10.6234,5.69979,0.00309324,75.8218,658.861,0.00171038,0.388658,0
9,0,2,0,9,2142.92,2,1,800,0.377087,11.7393,16.5836,0.0408197,80.9492,4.93504,50000,200000,1e+06,500000,815.441,0.172196,1,10.4411,5.84274,0.00277161,75.8243,655.743,0.00136066,0.390474,0
10,0,2,0,10,2142.92,2,1,800,0.417873,11.1426,16.7426,0.0111475,83.8492,5.76181,50000,200000,1e+06,500000,867.32,0.165564,1,10.2652,6.07166,0.00227437,76.4217,653.169,0.000371585,0.388658,0
11,0,2,0,11,2142.92,2,1,800,0.274061,10.723,17.5,0.000163934,83.6508,2.51378,50000,200000,1e+06,500000,874.107,0.190626,1,10.7149,6.25887,0.00189936,79.9183,672.481,5.46448e-06,0.372596,0
12,0,2,0,12,2142.92,2,1,800,0.293545,10.8,17.7967,0,78.9393,4.72835,50000,200000,1e+06,500000,866.697,0.174894,1,10.9817,6.30738,0.00182541,81.4617,682.128,0,0.366225,0
13,0,2,0,13,2142.92,2,1,700,0.375043,10.559,15.1803,0.149836,100.58,4.63976,50000,200000,1e+06,500000,1086.35,0.180696,1,8.4235,6.17405,0.00198967,68.9761,583.321,0.00499454,0.472165,0
14,0,2,1,0,2123.55,2,1,800,0.1,9.90656,16.9115,0.00295082,48.241,2.77953,50000,200000,1e+06,500000,764.73,0.187666,1,11.6469,5.10546,0.00490088,75.5809,668.317,9.83607e-05,0,0
15,0,2,1,1,2123.55,2,1,800,0.0874116,10.7492,17.0639,0.00442623,49.5393,2.33661,50000,200000,1e+06,500000,727.202,0.175618,1,11.5788,5.21045,0.00441138,76.2229,664.53,0.000147541,0,0
16,0,2,1,2,2123.55,2,1,800,0.0548821,11.3918,17.018,0.00819672,50.7377,2.4252,50000,200000,1e+06,500000,701.492,0.206055,1,11.419,5.30824,0.00410364,76.1076,658.2,0.000273224,0,0
17,0,2,1,3,2123.55,2,1,800,0.148203,11.3918,17.3689,0.00442623,51.5705,2.45472,50000,200000,1e+06,500000,699.339,0.17443,1,11.6552,5.41998,0.00379002,77.973,668.537,0.000147541,0,0
18,0,2,1,4,2123.55,2,1,800,0.175163,11.4492,17.3148,0.00655738,54.0918,2.83858,50000,200000,1e+06,500000,714.864,0.162772,1,11.5516,5.48897,0.00362788,78.1324,669.357,0.000218579,0,0
19,0,2,1,5,2123.55,2,1,800,0.1,11.2984,17.1738,0.0109836,60.1689,2.33661,50000,200000,1e+06,500000,741.369,0.176008,1,11.3175,5.56527,0.00341077,77.927,668.999,0.00036612,0.237709,0
20,0,2,1,6,2123.55,2,1,800,0.161169,11.2869,17.2361,0.00819672,63.9262,2.69094,50000,200000,1e+06,500000,736.523,0.179185,1,11.2955,5.64981,0.00320592,78.4228,672.598,0.000273224,0.242372,0
21,0,2,1,7,2123.55,2,1,800,0.234373,11.4803,17.0475,0.012459,67.8426,2.66142,50000,200000,1e+06,500000,733.841,0.181867,1,11.1045,5.69824,0.00314079,77.9174,669.108,0.000415301,0.300362,0
22,0,2,1,8,2123.55,2,1,800,0.348488,11.6869,17.2033,0.00852459,71.3525,3.42913,50000,200000,1e+06,500000,723.598,0.157448,1,11.1601,5.7481,0.00296437,78.6371,672.092,0.000284153,0.368393,0
23,0,2,1,9,2123.55,2,1,800,0.378554,11.577,17.1639,0.00639344,74.7738,4.40354,50000,200000,1e+06,500000,756.367,0.16288,1,10.8679,5.87207,0.00260387,78.185,666.139,0.000213115,0.375101,0
24,0,2,1,10,2123.55,2,1,800,0.415472,10.9803,16.7148,0.00770492,79.782,4.40354,50000,200000,1e+06,500000,829.49,0.168779,1,10.2085,6.05313,0.00226993,76.1442,648.01,0.000256831,0.389569,0
25,0,2,1,11,2123.55,2,1,800,0.259874,10.8098,17.6689,0,75.2902,2.69094,50000,200000,1e+06,500000,803.161,0.187286,1,10.8898,6.24702,0.00189192,80.6182,673.439,0,0.369016,0
26,0,2,1,12,2123.55,2,1,800,0.284554,10.8738,18.0721,0,77.4869,3.42913,50000,200000,1e+06,500000,824.925,0.178228,1,11.1559,6.33262,0.00173417,82.6692,686.435,0,0.362662,0
27,0,2,1,13,2123.55,2,1,800,0.3652,10.6656,16.3426,0.0113115,94.9066,4.4626,50000,200000,1e+06,500000,1036.32,0.169698,1,9.55874,6.20389,0.00191314,74.29,628.859,0.000377049,0.400413,0
28,0,2,2,0,2104.01,2,1,800,0.0295303,10.6721,17.0295,0.0052459,43.6393,2.48425,50000,200000,1e+06,500000,684.669,0.187965,1,11.6787,5.10968,0.00475971,75.1116,657.914,0.000174863,0,0
29,0,2,2,1,2104.01,2,1,800,0.0249216,10.9967,17.2705,0.00360656,43.8098,2.60236,50000,200000,1e+06,500000,649.649,0.193021,1,11.7358,5.21029,0.00432112,75.2945,649.651,0.000120219,0,0
30,0,2,2,2,2104.01,2,1,800,0.152184,11.1148,17.2213,0.00442623,45.9098,2.51378,50000,200000,1e+06,500000,656.769,0.176772,1,11.6141,5.29833,0.00410616,76.1939,654.701,0.000147541,0,0
31,0,2,2,3,2104.01,2,1,800,0.1,11.0262,17.2721,0.00442623,48.0656,2.51378,50000,200000,1e+06,500000,655.975,0.192348,1,11.6195,5.38492,0.00389505,76.5934,655.976,0.000147541,0,0
32,0,2,2,4,2104.01,2,1,800,0.1,11.177,17.2229,0.00540984,50.8459,2.60236,50000,200000,1e+06,500000,659.739,0.177832,1,11.4908,5.46648,0.00367197,77.2761,658.586,0.000180328,0,0
33,0,2,2,5,2104.01,2,1,800,0.167338,11.2246,17.2754,0.00704918,51.8443,2.33661,50000,200000,1e+06,500000,665.941,0.171433,1,11.4874,5.57262,0.00346172,77.8699,663.14,0.000234973,0.22867,0
34,0,2,2,6,2104.01,2,1,800,0.260147,11.1262,17.3344,0.00540984,58.059,2.98622,50000,200000,1e+06,500000,697.464,0.149252,1,11.4246,5.65117,0.00322259,78.528,669.896,0.000180328,0.233165,0
35,0,2,2,7,2104.01,2,1,800,0.118674,11.0213,17.2197,0.0047541,63.5492,2.54331,50000,200000,1e+06,500000,710.39,0.196382,1,11.2119,5.70419,0.00304819,78.4355,668.002,0.00015847,0.243319,0
36,0,2,2,8,2104.01,2,1,800,0.267327,11.2262,16.9869,0.00704918,70.6164,3.45866,50000,200000,1e+06,500000,731.492,0.156889,1,10.8428,5.7482,0.00287072,77.3244,659.662,0.000234973,0.367075,0
37,0,2,2,9,2104.01,2,1,800,0.3835,11.2197,16.8361,0.00672131,73.1492,4.37402,50000,200000,1e+06,500000,756.762,0.160561,1,10.5478,5.87718,0.00259618,76.6943,652.082,0.000224044,0.37706,0
38,0,2,2,10,2104.01,2,1,800,0.393895,10.7656,16.1918,0.0229508,77.5312,4.4626,50000,200000,1e+06,500000,842.341,0.168188,1,9.73443,5.99273,0.00234936,73.6457,628.537,0.000765027,0.396864,0
39,0,2,2,11,2104.01,2,1,800,0.309353,10.7197,17.0426,0.000819672,73.4164,2.98622,50000,200000,1e+06,500000,788.831,0.171238,1,10.4225,6.18091,0.00204111,77.8943,652.475,2.73224e-05,0.379248,0
40,0,2,2,12,2104.01,2,1,800,0.1,10.6885,17.6361,0,77.3426,2.92717,50000,200000,1e+06,500000,807.518,0.202478,1,10.8351,6.28619,0.00182573,80.6197,670.617,0,0.368976,0
41,0,2,2,13,2104.01,2,1,800,0.256032,10.5623,17.2049,0,91.4393,2.98622,50000,200000,1e+06,500000,998.452,0.182683,1,10.5071,6.20847,0.00194162,78.5809,667.79,0,0.375513,0
42,0,2,3,0,2084.32,2,1,300,0.00524451,10.8131,16.6951,0.00704918,43.5131,2.63189,50000,200000,1e+06,500000,660.092,0.187019,1,11.4936,5.01005,0.00517773,69.9589,606.99,0.000234973,0,0
43,0,2,3,1,2084.32,2,1,800,0.1,10.9328,16.9213,0.00540984,44.6492,2.57283,50000,200000,1e+06,500000,648.316,0.183593,1,11.4801,5.14809,0.00456309,74.597,647.525,0.000180328,0,0
44,0,2,3,2,2084.32,2,1,800,0.127358,11.0557,16.8672,0.0057377,47.5213,3.13386,50000,200000,1e+06,500000,671.956,0.178196,1,11.2689,5.25913,0.00415287,74.8594,647.557,0.000191257,0,0
45,0,2,3,3,2084.32,2,1,800,0.0926935,10.9459,16.8197,0.00672131,47.0803,2.60236,50000,200000,1e+06,500000,649.649,0.186486,1,11.2149,5.33127,0.00403307,74.6795,643.462,0.000224044,0,0
46,0,2,3,4,2084.32,2,1,800,0.0745459,11.1082,16.8689,0.00934426,47.0016,2.63189,50000,200000,1e+06,500000,628.197,0.225312,1,11.1973,5.41864,0.00380843,73.2196,628.203,0.000311475,0,0
47,0,2,3,5,2084.32,2,1,800,0.162273,11.1607,17.018,0.00852459,48.6902,2.98622,50000,200000,1e+06,500000,622.951,0.167828,1,11.2589,5.52808,0.00353396,73.0914,622.961,0.000284153,0.232464,0
48,0,2,3,6,2084.32,2,1,800,0.240104,10.8623,17.2836,0.00360656,53.4344,2.75,50000,200000,1e+06,500000,643.249,0.177194,1,11.3689,5.61697,0.00324537,75.6824,643.255,0.000120219,0.232233,0
49,0,2,3,7,2084.32,2,1,800,0.1,10.8574,17.3967,0.00131148,57.7623,2.60236,50000,200000,1e+06,500000,653.741,0.18531,1,11.3995,5.67357,0.00308643,77.243,653.745,4.37158e-05,0.231564,0
50,0,2,3,8,2084.32,2,1,800,0.1,11.059,17.3541,0.00180328,63,2.63189,50000,200000,1e+06,500000,664.762,0.180213,1,11.2299,5.72752,0.00289459,78.5614,662.53,6.01093e-05,0.239492,0
51,0,2,3,9,2084.32,2,1,800,0.1,11.018,17.2,0.00180328,66.0475,2.45472,50000,200000,1e+06,500000,683.59,0.208563,1,10.9673,5.83731,0.00267414,78.1455,657.85,6.01093e-05,0.299112,0
52,0,2,3,10,2084.32,2,1,800,0.179591,10.7705,16.6607,0.00360656,69.5426,2.60236,50000,200000,1e+06,500000,771.274,0.192179,1,10.2616,5.94365,0.00242546,75.7045,641.779,0.000120219,0.380304,0
53,0,2,3,11,2084.32,2,1,800,0.22751,10.7213,16.6131,0.0047541,72.8393,3.10433,50000,200000,1e+06,500000,817.289,0.168052,1,10.0762,6.07304,0.00218564,75.609,639.514,0.00015847,0.385174,0
54,0,2,3,12,2084.32,2,1,800,0.232655,10.482,16.4246,0.00688525,82.4803,2.83858,50000,200000,1e+06,500000,893.88,0.191704,1,9.84604,6.11576,0.00211829,74.826,636.616,0.000229508,0.392574,0
55,0,2,3,13,2084.32,2,1,800,0.310951,10.559,16.882,0.000491803,85.1902,3.19291,50000,200000,1e+06,500000,938.93,0.17424,1,10.2626,6.1443,0.00205906,77.1224,655.314,1.63934e-05,0.382575,0
