GridcellIndex,IsMarine,GetRealm,GetLatitudeIndex,GetLongitudeIndex,GetCellArea,GetGridcellRealm,GetGridcellLandMask,AvailableWater,GetGridcellHanpp,TemperatureRange,Temp,GroundFrost,Precipitation,TerrestrialNPP,Get_Ecto_max,Get_Endo_C_max,Get_Endo_H_max,Get_Endo_O_max,TotalPrecip,Seasonality,BreedingSeason,AnnualTemperature,SDTemperature,ExpTDevWeight,AET,TotalAET,FractionMonthFrost,FractionYearFrost,FractionYearFire
24,0,2,1,10,2123.55,2,1,800,0.415472,6.51148,5.57377,11.4538,72.4279,0.505906,50000,200000,1e+06,500000,829.49,0.0193904,0,10.2085,6.05313,0.0930756,39.8335,648.01,0.381792,0.389569,0
25,0,2,1,11,2123.55,2,1,800,0.259874,6.17213,6.07705,9.83459,74.4131,0.21063,50000,200000,1e+06,500000,803.161,0.0146595,0,10.8898,6.24702,0.0901544,40.6312,673.439,0.32782,0.369016,0
26,0,2,1,12,2123.55,2,1,800,0.284554,6.14918,6.26721,9.36279,77.0639,0.299213,50000,200000,1e+06,500000,824.925,0.0155515,0,11.1559,6.33262,0.0887216,41.2444,686.435,0.312093,0.362662,0
27,0,2,1,13,2123.55,2,1,800,0.3652,5.92131,4.96393,12.2159,96.1131,0.505906,50000,200000,1e+06,500000,1036.32,0.019238,0,9.55874,6.20389,0.0849142,37.971,628.859,0.407197,0.400413,0
28,0,2,2,0,2104.01,2,1,800,0.0295303,6.86393,7.94918,6.4877,74.1098,0.387795,50000,200000,1e+06,500000,684.669,0.0293417,0,11.6787,5.10968,0.0981958,40.9568,657.914,0.216257,0,0
29,0,2,2,1,2104.01,2,1,800,0.0249216,6.92623,7.86721,6.72754,70.418,0.299213,50000,200000,1e+06,500000,649.649,0.022193,0,11.7358,5.21029,0.0992796,39.7168,649.651,0.224251,0,0
30,0,2,2,2,2104.01,2,1,800,0.152184,6.92459,7.5918,7.29377,68.3377,0.387795,50000,200000,1e+06,500000,656.769,0.0272702,0,11.6141,5.29833,0.10173,39.6672,654.701,0.243126,0,0
31,0,2,2,3,2104.01,2,1,800,0.1,6.70984,7.51148,7.24016,64.7721,0.269685,50000,200000,1e+06,500000,655.975,0.0206356,0,11.6195,5.38492,0.100812,39.5751,655.976,0.241339,0,0
32,0,2,2,4,2104.01,2,1,800,0.1,6.73279,7.32951,7.64705,62.5098,0.358268,50000,200000,1e+06,500000,659.739,0.0244821,0,11.4908,5.46648,0.0993395,39.6301,658.586,0.254902,0,0
33,0,2,2,5,2104.01,2,1,800,0.167338,6.75246,7.25574,7.84098,61.3607,0.299213,50000,200000,1e+06,500000,665.941,0.0219526,0,11.4874,5.57262,0.0976762,39.7785,663.14,0.261366,0.22867,0
34,0,2,2,6,2104.01,2,1,800,0.260147,6.63443,7.18689,7.85525,62.0918,0.594488,50000,200000,1e+06,500000,697.464,0.0297127,0,11.4246,5.65117,0.0948882,40.5361,669.896,0.261842,0.233165,0
35,0,2,2,7,2104.01,2,1,800,0.118674,6.62787,6.9918,8.28934,60.582,0.269685,50000,200000,1e+06,500000,710.39,0.0208238,0,11.2119,5.70419,0.0921887,40.6626,668.002,0.276311,0.243319,0
36,0,2,2,8,2104.01,2,1,800,0.267327,6.73115,6.58197,9.32738,59.5033,0.564961,50000,200000,1e+06,500000,731.492,0.0256273,0,10.8428,5.7482,0.0920996,40.5118,659.662,0.310913,0.367075,0
37,0,2,2,9,2104.01,2,1,800,0.3835,6.72295,6.17541,10.2666,63.7525,0.624016,50000,200000,1e+06,500000,756.762,0.0229063,0,10.5478,5.87718,0.0907032,40.1067,652.082,0.342219,0.37706,0
38,0,2,2,10,2104.01,2,1,800,0.393895,6.20328,5.16721,12.079,73.3754,0.564961,50000,200000,1e+06,500000,842.341,0.0212924,0,9.73443,5.99273,0.0926664,38.757,628.537,0.402634,0.396864,0
39,0,2,2,11,2104.01,2,1,800,0.309353,6.07541,5.6623,10.7092,72.1656,0.299213,50000,200000,1e+06,500000,788.831,0.0171577,0,10.4225,6.18091,0.0906437,39.4175,652.475,0.356973,0.379248,0
40,0,2,2,12,2104.01,2,1,800,0.1,6.06557,5.96557,9.97623,75.3016,0.21063,50000,200000,1e+06,500000,807.518,0.0145697,0,10.8351,6.28619,0.0893127,40.0717,670.617,0.332541,0.368976,0
41,0,2,2,13,2104.01,2,1,800,0.256032,6.2459,5.78525,10.6033,92.5557,0.240157,50000,200000,1e+06,500000,998.452,0.0146917,0,10.5071,6.20847,0.0873638,40.3264,667.79,0.353443,0.375513,0
42,0,2,3,0,2084.32,2,1,300,0.00524451,6.86721,7.8623,6.66475,71.2672,0.358268,50000,200000,1e+06,500000,660.092,0.0254581,0,11.4936,5.01005,0.0983594,38.0442,606.99,0.222158,0,0
43,0,2,3,1,2084.32,2,1,800,0.1,6.85082,7.68033,7.02639,67.5852,0.32874,50000,200000,1e+06,500000,648.316,0.0234583,0,11.4801,5.14809,0.0993182,39.8468,647.525,0.234213,0,0
44,0,2,3,2,2084.32,2,1,800,0.127358,6.83443,7.40492,7.60541,67.282,0.387795,50000,200000,1e+06,500000,671.956,0.0220506,0,11.2689,5.25913,0.0973097,39.7226,647.557,0.253514,0,0
45,0,2,3,3,2084.32,2,1,800,0.0926935,6.52623,7.21475,7.68361,63.4738,0.299213,50000,200000,1e+06,500000,649.649,0.0214417,0,11.2149,5.33127,0.0991037,39.1573,643.462,0.25612,0,0
46,0,2,3,4,2084.32,2,1,800,0.0745459,6.57049,7.14098,7.8918,59.9246,0.21063,50000,200000,1e+06,500000,628.197,0.0180317,0,11.1973,5.41864,0.0974988,38.0392,628.203,0.26306,0,0
47,0,2,3,5,2084.32,2,1,800,0.162273,6.5918,7.16393,7.84541,56.3754,0.476378,50000,200000,1e+06,500000,622.951,0.0267729,0,11.2589,5.52808,0.09436,37.6384,622.961,0.261514,0.232464,0
48,0,2,3,6,2084.32,2,1,800,0.240104,6.38852,7.19672,7.57656,56.3984,0.358268,50000,200000,1e+06,500000,643.249,0.0230847,0,11.3689,5.61697,0.0936463,38.7015,643.255,0.252552,0.232233,0
49,0,2,3,7,2084.32,2,1,800,0.1,6.37049,7.19016,7.56557,56.0459,0.269685,50000,200000,1e+06,500000,653.741,0.0192038,0,11.3995,5.67357,0.0926845,39.2715,653.745,0.252186,0.231564,0
50,0,2,3,8,2084.32,2,1,800,0.1,6.33934,6.97869,7.9977,55.5164,0.387795,50000,200000,1e+06,500000,664.762,0.0265534,0,11.2299,5.72752,0.0919562,39.7153,662.53,0.26659,0.239492,0
51,0,2,3,9,2084.32,2,1,800,0.1,6.42295,6.57541,8.99361,57.7689,0.240157,50000,200000,1e+06,500000,683.59,0.0204048,0,10.9673,5.83731,0.0923104,39.2792,657.85,0.299787,0.299112,0
52,0,2,3,10,2084.32,2,1,800,0.179591,6.20492,5.77049,10.6131,65.7246,0.299213,50000,200000,1e+06,500000,771.274,0.0220962,0,10.2616,5.94365,0.0914761,39.414,641.779,0.35377,0.380304,0
53,0,2,3,11,2084.32,2,1,800,0.22751,5.9918,5.44918,11.1398,72.7705,0.387795,50000,200000,1e+06,500000,817.289,0.0209932,0,10.0762,6.07304,0.0903074,39.2242,639.514,0.371328,0.385174,0
54,0,2,3,12,2084.32,2,1,800,0.232655,5.98033,5.18197,11.7839,82.0312,0.269685,50000,200000,1e+06,500000,893.88,0.0182132,0,9.84604,6.11576,0.089851,38.6705,636.616,0.392798,0.392574,0
55,0,2,3,13,2084.32,2,1,800,0.310951,6.2541,5.61311,11.0702,85.5951,0.32874,50000,200000,1e+06,500000,938.93,0.0179396,0,10.2626,6.1443,0.0881052,39.7771,655.314,0.369005,0.382575,0
56,0,2,4,0,2064.45,2,1,800,0.173094,6.5,7.48689,7.03918,82.5525,0.417323,50000,200000,1e+06,500000,744.026,0.0256224,0,10.8224,4.88129,0.0931363,42.1777,639.085,0.234639,0,0
57,0,2,4,1,2064.45,2,1,800,0.173965,6.47213,7.10492,7.85246,80.4541,0.387795,50000,200000,1e+06,500000,753.661,0.0248455,0,10.5801,4.98184,0.0941669,41.6328,633.702,0.261749,0,0
58,0,2,4,2,2064.45,2,1,800,0.1,6.54098,7.31148,7.48738,71.482,0.269685,50000,200000,1e+06,500000,685.802,0.0205891,0,10.9755,5.11341,0.0956451,40.3708,639.962,0.249579,0,0
59,0,2,4,3,2064.45,2,1,800,0.1,6.23934,6.82787,8.21967,68.7197,0.299213,50000,200000,1e+06,500000,690.592,0.0212172,0,10.5474,5.21079,0.0937319,39.7908,628.92,0.273989,0.23523,0
60,0,2,4,4,2064.45,2,1,800,0.00863634,6.38197,6.74918,8.54393,58.9443,0.269685,50000,200000,1e+06,500000,628.805,0.0213595,0,10.623,5.33546,0.0938835,38.4136,624.39,0.284798,0.237119,0
61,0,2,4,5,2064.45,2,1,700,0.0431414,6.22459,6.97377,7.8682,52.882,0.151575,50000,200000,1e+06,500000,592.031,0.0133126,0,10.9847,5.45942,0.0936536,35.865,592.037,0.262273,0.231508,0
62,0,2,4,6,2064.45,2,1,700,0.0470615,5.93607,7.29016,6.88705,54.6459,0.151575,50000,200000,1e+06,500000,619.402,0.0131422,0,11.3786,5.55776,0.0930117,37.3087,619.405,0.229568,0,0
63,0,2,4,7,2064.45,2,1,700,0.1,6.02131,7.49016,6.56803,52.4066,0.269685,50000,200000,1e+06,500000,610.343,0.0183917,0,11.6687,5.64957,0.0923746,36.4197,610.347,0.218934,0,0
64,0,2,4,8,2064.45,2,1,800,0.0217527,6.18033,7.07869,7.60623,52.0607,0.240157,50000,200000,1e+06,500000,629.731,0.0192916,0,11.3664,5.70753,0.0936623,37.5759,629.742,0.253541,0.231721,0
65,0,2,4,9,2064.45,2,1,800,0.1,6.33934,6.66721,8.69295,55.7459,0.32874,50000,200000,1e+06,500000,656.064,0.024119,0,11.0187,5.78317,0.0928522,38.7514,651.945,0.289765,0.244798,0
66,0,2,4,10,2064.45,2,1,800,0.1,6.29672,6.45082,9.12459,61.5623,0.299213,50000,200000,1e+06,500000,698.798,0.0192065,0,10.8811,5.87246,0.0915738,39.0817,654.31,0.304153,0.362625,0
67,0,2,4,11,2064.45,2,1,800,0.1783,6.28689,5.92295,10.3564,70.1885,0.269685,50000,200000,1e+06,500000,783.889,0.0201352,0,10.5015,5.97013,0.0928183,39.7054,650.549,0.345213,0.375549,0
68,0,2,4,12,2064.45,2,1,800,0.257321,6.07377,5.47377,11.1715,80.8115,0.358268,50000,200000,1e+06,500000,871.313,0.0212642,0,10.0548,6.01586,0.0914356,39.4254,640.482,0.372383,0.386511,0
69,0,2,4,13,2064.45,2,1,800,0.302938,6.15902,5.34098,11.629,81.4508,0.387795,50000,200000,1e+06,500000,894.297,0.0174044,0,9.84344,6.02797,0.0881994,38.9169,635.293,0.387634,0.391046,0
70,0,2,5,0,2044.43,2,1,300,0.364018,6.07213,7.31803,6.9418,97.2721,0.683071,50000,200000,1e+06,500000,833.056,0.0228455,0,10.2639,4.65919,0.0881575,43.8569,612.772,0.231393,0,0
71,0,2,5,1,2044.43,2,1,800,0.223227,6.14754,7.12623,7.43115,88.3361,0.417323,50000,200000,1e+06,500000,790.415,0.0230335,0,10.2246,4.75571,0.0896606,42.8633,624.554,0.247705,0,0
72,0,2,5,2,2044.43,2,1,800,0.242745,6.02951,7.04098,7.51459,80.7426,0.44685,50000,200000,1e+06,500000,757.559,0.021207,0,10.3325,4.89225,0.0910616,42.119,626.678,0.250486,0,0
73,0,2,5,3,2044.43,2,1,800,0.1,5.82951,6.85246,7.69213,75.1508,0.299213,50000,200000,1e+06,500000,730.259,0.0216309,0,10.2686,5.03266,0.0903716,41.1542,623.887,0.256404,0,0
74,0,2,5,4,2044.43,2,1,800,0.1,5.87541,7.06885,7.27492,62.3295,0.299213,50000,200000,1e+06,500000,638.231,0.0243902,0,10.7299,5.16592,0.0930749,39.4687,628.145,0.242497,0,0
75,0,2,5,5,2044.43,2,1,800,0,5.63279,7.2918,6.55738,56.7049,0.476378,50000,200000,1e+06,500000,599.08,0.0259128,0,11.1037,5.33137,0.0919601,37.0144,599.098,0.218579,0,0
76,0,2,5,6,2044.43,2,1,800,0.0204604,5.17705,7.7,5.32852,54.4557,0.358268,50000,200000,1e+06,500000,612.52,0.0237629,0,11.7728,5.49338,0.0944259,37.1116,612.536,0.177617,0,0
77,0,2,5,7,2044.43,2,1,700,0.1,5.55574,7.59508,5.90656,54.6492,0.358268,50000,200000,1e+06,500000,621.656,0.0230847,0,11.7266,5.58545,0.0929336,37.3182,621.66,0.196885,0,0
78,0,2,5,8,2044.43,2,1,800,0.0841467,5.81803,6.86721,7.67426,55.6262,0.240157,50000,200000,1e+06,500000,647.5,0.0196711,0,11.0178,5.62742,0.0920677,39.0043,647.5,0.255809,0.234749,0
79,0,2,5,9,2044.43,2,1,700,0.0940483,6.06721,6.5459,8.67,57.0492,0.269685,50000,200000,1e+06,500000,661.957,0.0212667,0,10.7053,5.68774,0.0899109,38.4134,638.366,0.289,0.29693,0
80,0,2,5,10,2044.43,2,1,700,0.0868302,6.32295,6.13607,9.90033,65.7131,0.269685,50000,200000,1e+06,500000,731.805,0.0223054,0,10.4515,5.76604,0.0919656,39.2381,640.307,0.330011,0.37179,0
81,0,2,5,11,2044.43,2,1,800,0.1,6.38852,6.11311,10.0272,77.7443,0.240157,50000,200000,1e+06,500000,808.026,0.017818,0,10.5149,5.85297,0.0915924,40.3773,650.233,0.33424,0.372743,0
82,0,2,5,12,2044.43,2,1,800,0.143227,6.17213,5.48197,11.2879,86.8098,0.240157,50000,200000,1e+06,500000,915.229,0.0165155,0,9.89331,5.93768,0.088841,39.271,634.602,0.376262,0.390113,0
83,0,2,5,13,2044.43,2,1,800,0.16842,5.9541,5.26393,11.5585,82.1197,0.299213,50000,200000,1e+06,500000,883.949,0.0181406,0,9.70861,5.98352,0.0882319,38.6728,627.569,0.385284,0.392091,0
