"var","x","y"
0.0983606576919556,-0.75,46.25
0.337213099002838,-0.25,46.25
0.702295064926147,0.25,46.25
0.776229500770569,0.75,46.25
1.0506557226181,1.25,46.25
1.49114751815796,1.75,46.25
1.68737709522247,2.25,46.25
1.82065570354462,2.75,46.25
1.70032787322998,3.25,46.25
1.58196723461151,3.75,46.25
1.31983602046967,4.25,46.25
0.623278677463531,4.75,46.25
0.474098354578018,5.25,46.25
2.77229499816895,5.75,46.25
0.392459005117416,-0.75,46.75
0.559016406536102,-0.25,46.75
0.808196723461151,0.25,46.75
0.615409851074219,0.75,46.75
0.693934440612793,1.25,46.75
0.814590156078339,1.75,46.75
0.809180319309235,2.25,46.75
0.938852488994598,2.75,46.75
0.954426229000092,3.25,46.75
1.04721307754517,3.75,46.75
1.29459011554718,4.25,46.75
0.528196692466736,4.75,46.75
0.376065582036972,5.25,46.75
1.40852463245392,5.75,46.75
0.498688519001007,-0.75,47.25
0.506065547466278,-0.25,47.25
0.594262301921844,0.25,47.25
0.581311464309692,0.75,47.25
0.651311457157135,1.25,47.25
0.675901651382446,1.75,47.25
0.595573782920837,2.25,47.25
0.720491766929626,2.75,47.25
0.980163931846619,3.25,47.25
1.07639348506927,3.75,47.25
1.58098363876343,4.25,47.25
0.773114740848541,4.75,47.25
0.470819681882858,5.25,47.25
0.697377026081085,5.75,47.25
0.655409812927246,-0.75,47.75
0.670491814613342,-0.25,47.75
0.895737707614899,0.25,47.75
0.758852422237396,0.75,47.75
0.83737701177597,1.25,47.75
0.724590182304382,1.75,47.75
0.576065540313721,2.25,47.75
0.487540990114212,2.75,47.75
0.608360648155212,3.25,47.75
0.707540988922119,3.75,47.75
1.14098358154297,4.25,47.75
1.0959016084671,4.75,47.75
1.21426224708557,5.25,47.75
0.870655715465546,5.75,47.75
1.10098361968994,-0.75,48.25
1.39295077323914,-0.25,48.25
0.952459037303925,0.25,48.25
1.28229510784149,0.75,48.25
1.2101639509201,1.25,48.25
0.828360676765442,1.75,48.25
0.431147545576096,2.25,48.25
0.298196732997894,2.75,48.25
0.474426239728928,3.25,48.25
0.675245881080627,3.75,48.25
0.748852431774139,4.25,48.25
0.955573737621307,4.75,48.25
1.23409831523895,5.25,48.25
1.32950818538666,5.75,48.25
1.55360651016235,-0.75,48.75
1.56803274154663,-0.25,48.75
1.46590161323547,0.25,48.75
1.35442626476288,0.75,48.75
0.930983603000641,1.25,48.75
0.537540972232819,1.75,48.75
0.141639336943626,2.25,48.75
0.209180325269699,2.75,48.75
0.574590146541595,3.25,48.75
0.882786870002747,3.75,48.75
1.18163931369781,4.25,48.75
1.14639341831207,4.75,48.75
1.37836062908173,5.25,48.75
1.4924590587616,5.75,48.75
