GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,7.7558e+10
0,1,2.85127e+11
1,0,9.36094e+10
1,1,3.42979e+11
2,0,9.27013e+10
2,1,3.55472e+11
3,0,9.14319e+10
3,1,3.65177e+11
4,0,9.52554e+10
4,1,4.5664e+11
5,0,9.09132e+10
5,1,2.77286e+11
6,0,9.43762e+10
6,1,3.63999e+11
7,0,1.02333e+11
7,1,3.24035e+11
8,0,9.72138e+10
8,1,3.78314e+11
9,0,9.08515e+10
9,1,3.13785e+11
10,0,1.08445e+11
10,1,3.46032e+11
11,0,9.53737e+10
11,1,3.48543e+11
12,0,9.43781e+10
12,1,3.46318e+11
13,0,9.25441e+10
13,1,3.70724e+11
14,0,8.8142e+10
14,1,2.72706e+11
15,0,8.10411e+10
15,1,3.03904e+11
16,0,5.52458e+10
16,1,3.10786e+11
17,0,8.87298e+10
17,1,3.26804e+11
18,0,8.40641e+10
18,1,2.79931e+11
19,0,8.7773e+10
19,1,3.02576e+11
20,0,8.74476e+10
20,1,3.12687e+11
21,0,9.01376e+10
21,1,3.44097e+11
22,0,8.33001e+10
22,1,2.74955e+11
23,0,8.18672e+10
23,1,2.36414e+11
24,0,1.04243e+11
24,1,3.28929e+11
25,0,8.8714e+10
25,1,2.62506e+11
26,0,9.00017e+10
26,1,2.91397e+11
27,0,8.95547e+10
27,1,2.78293e+11
28,0,2.75731e+10
28,1,1.54628e+11
29,0,2.26196e+10
29,1,1.59649e+11
30,0,8.03628e+10
30,1,2.73007e+11
31,0,8.73309e+10
31,1,3.2164e+11
32,0,8.71632e+10
32,1,4.21387e+11
33,0,8.35863e+10
33,1,3.02661e+11
34,0,8.55067e+10
34,1,3.94884e+11
35,0,9.2507e+10
35,1,3.56787e+11
36,0,8.53713e+10
36,1,3.05706e+11
37,0,8.1817e+10
37,1,2.34721e+11
38,0,9.02482e+10
38,1,3.04791e+11
39,0,8.90088e+10
39,1,3.15407e+11
40,0,9.67574e+10
40,1,3.26349e+11
41,0,9.62331e+10
41,1,3.36359e+11
42,0,4.64756e+09
42,1,3.92694e+10
43,0,8.48627e+10
43,1,3.84821e+11
44,0,8.10635e+10
44,1,2.775e+11
45,0,7.86711e+10
45,1,2.94977e+11
46,0,6.91363e+10
46,1,2.69462e+11
47,0,7.85532e+10
47,1,2.68229e+11
48,0,7.7677e+10
48,1,2.4325e+11
49,0,8.40076e+10
49,1,3.16322e+11
50,0,8.02911e+10
50,1,2.7623e+11
51,0,8.59975e+10
51,1,2.76573e+11
52,0,9.07494e+10
52,1,3.04503e+11
53,0,8.64776e+10
53,1,3.38065e+11
54,0,9.40966e+10
54,1,3.62871e+11
55,0,8.90227e+10
55,1,2.77108e+11
56,0,8.40389e+10
56,1,3.20135e+11
57,0,8.01561e+10
57,1,2.22334e+11
58,0,8.6575e+10
58,1,3.09e+11
59,0,8.56473e+10
59,1,2.93643e+11
60,0,8.14013e+09
60,1,6.79634e+10
61,0,3.92698e+10
61,1,2.16856e+11
62,0,4.32136e+10
62,1,2.80701e+11
63,0,8.17451e+10
63,1,2.99998e+11
64,0,1.9357e+10
64,1,1.27121e+11
65,0,8.39844e+10
65,1,3.32703e+11
66,0,8.3267e+10
66,1,2.94667e+11
67,0,8.74933e+10
67,1,2.78642e+11
68,0,8.31946e+10
68,1,2.38001e+11
69,0,8.81857e+10
69,1,3.07311e+11
70,0,8.40754e+10
70,1,2.92042e+11
71,0,8.43024e+10
71,1,3.08642e+11
72,0,8.30534e+10
72,1,2.98716e+11
73,0,8.40947e+10
73,1,2.58852e+11
74,0,8.1162e+10
74,1,2.62114e+11
75,0,2.17496e-35
75,1,16.3819
76,0,1.73537e+10
76,1,1.43082e+11
77,0,8.16735e+10
77,1,3.88449e+11
78,0,7.25936e+10
78,1,2.53154e+11
79,0,7.5164e+10
79,1,2.48756e+11
80,0,7.80584e+10
80,1,3.41373e+11
81,0,8.35732e+10
81,1,2.52079e+11
82,0,8.85351e+10
82,1,2.7534e+11
83,0,8.47233e+10
83,1,3.22359e+11
