GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,1.2006e+10
0,1,1.30286e+11
1,0,1.59732e+10
1,1,2.47548e+11
2,0,1.57942e+10
2,1,2.72904e+11
3,0,1.54048e+10
3,1,2.37176e+11
4,0,1.56409e+10
4,1,2.856e+11
5,0,1.22283e+10
5,1,1.22694e+11
6,0,1.285e+10
6,1,1.70642e+11
7,0,1.57123e+10
7,1,2.25534e+11
8,0,1.34895e+10
8,1,2.30708e+11
9,0,1.23821e+10
9,1,1.88121e+11
10,0,1.45428e+10
10,1,2.11197e+11
11,0,1.17888e+10
11,1,1.77576e+11
12,0,1.31297e+10
12,1,2.40558e+11
13,0,1.09157e+10
13,1,2.09409e+11
14,0,1.45039e+10
14,1,1.50609e+11
15,0,1.2918e+10
15,1,1.70868e+11
16,0,8.54071e+09
16,1,2.0142e+11
17,0,1.36207e+10
17,1,1.84057e+11
18,0,1.24252e+10
18,1,1.25599e+11
19,0,1.21084e+10
19,1,1.32154e+11
20,0,1.39135e+10
20,1,2.1781e+11
21,0,1.39431e+10
21,1,2.39986e+11
22,0,1.21785e+10
22,1,1.40812e+11
23,0,1.31747e+10
23,1,1.84404e+11
24,0,1.39476e+10
24,1,1.76077e+11
25,0,1.18318e+10
25,1,1.6803e+11
26,0,1.12683e+10
26,1,1.59444e+11
27,0,1.14755e+10
27,1,1.79156e+11
28,0,4.78318e+09
28,1,9.53544e+10
29,0,3.82205e+09
29,1,1.19007e+11
30,0,1.37686e+10
30,1,1.99912e+11
31,0,1.36366e+10
31,1,2.15733e+11
32,0,1.45122e+10
32,1,3.10833e+11
33,0,1.27324e+10
33,1,1.72108e+11
34,0,1.40686e+10
34,1,2.63512e+11
35,0,1.33351e+10
35,1,2.40012e+11
36,0,1.13648e+10
36,1,1.21699e+11
37,0,1.17547e+10
37,1,1.3847e+11
38,0,1.23073e+10
38,1,2.10669e+11
39,0,1.17038e+10
39,1,2.00629e+11
40,0,1.11493e+10
40,1,1.64428e+11
41,0,1.02449e+10
41,1,1.4791e+11
42,0,8.48138e+08
42,1,3.30339e+10
43,0,1.44986e+10
43,1,2.60228e+11
44,0,1.2085e+10
44,1,1.36598e+11
45,0,1.046e+10
45,1,1.32237e+11
46,0,8.76869e+09
46,1,1.1877e+11
47,0,1.17808e+10
47,1,1.48619e+11
48,0,1.15694e+10
48,1,1.50338e+11
49,0,1.15304e+10
49,1,1.59394e+11
50,0,1.172e+10
50,1,1.65397e+11
51,0,1.1665e+10
51,1,1.52539e+11
52,0,1.02074e+10
52,1,1.13769e+11
53,0,1.23718e+10
53,1,2.52494e+11
54,0,1.18647e+10
54,1,2.07627e+11
55,0,9.80843e+09
55,1,1.04418e+11
56,0,1.43656e+10
56,1,2.09319e+11
57,0,1.33945e+10
57,1,1.41822e+11
58,0,1.3635e+10
58,1,2.11583e+11
59,0,1.09572e+10
59,1,9.45243e+10
60,0,1.2282e+09
60,1,5.52013e+10
61,0,5.44721e+09
61,1,1.54932e+11
62,0,6.36827e+09
62,1,2.16326e+11
63,0,1.20055e+10
63,1,1.86237e+11
64,0,2.95527e+09
64,1,9.48621e+10
65,0,1.25387e+10
65,1,2.50297e+11
66,0,1.09111e+10
66,1,1.30164e+11
67,0,1.00082e+10
67,1,1.2664e+11
68,0,1.05056e+10
68,1,1.25824e+11
69,0,1.09254e+10
69,1,1.64459e+11
70,0,1.25386e+10
70,1,1.15422e+11
71,0,1.33537e+10
71,1,1.7229e+11
72,0,1.21402e+10
72,1,1.37962e+11
73,0,1.15294e+10
73,1,1.12977e+11
74,0,1.17083e+10
74,1,1.47733e+11
75,0,3.17368e-35
75,1,20.755
76,0,2.87164e+09
76,1,1.20376e+11
77,0,1.32419e+10
77,1,3.03288e+11
78,0,9.25502e+09
78,1,1.2134e+11
79,0,1.06183e+10
79,1,1.67054e+11
80,0,1.05361e+10
80,1,1.92037e+11
81,0,1.22213e+10
81,1,2.06644e+11
82,0,1.0867e+10
82,1,1.4008e+11
83,0,1.18522e+10
83,1,2.24713e+11
