GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,4.41143e+10
0,1,2.12741e+11
1,0,5.85887e+10
1,1,3.29504e+11
2,0,5.52324e+10
2,1,3.32639e+11
3,0,5.48781e+10
3,1,3.23115e+11
4,0,5.64164e+10
4,1,4.01533e+11
5,0,5.15121e+10
5,1,2.14177e+11
6,0,5.20696e+10
6,1,2.87304e+11
7,0,5.83019e+10
7,1,2.85629e+11
8,0,5.302e+10
8,1,3.03816e+11
9,0,5.2617e+10
9,1,2.77221e+11
10,0,6.02357e+10
10,1,2.83204e+11
11,0,4.525e+10
11,1,2.51706e+11
12,0,5.00936e+10
12,1,2.85e+11
13,0,4.447e+10
13,1,2.88049e+11
14,0,5.17941e+10
14,1,2.29695e+11
15,0,5.07371e+10
15,1,2.71104e+11
16,0,3.18243e+10
16,1,2.68973e+11
17,0,5.18913e+10
17,1,2.73723e+11
18,0,4.99057e+10
18,1,2.26213e+11
19,0,5.04256e+10
19,1,2.31956e+11
20,0,5.25275e+10
20,1,2.92783e+11
21,0,5.27716e+10
21,1,3.10303e+11
22,0,5.07355e+10
22,1,2.28428e+11
23,0,5.18872e+10
23,1,2.26726e+11
24,0,6.36299e+10
24,1,2.77588e+11
25,0,5.03448e+10
25,1,2.22951e+11
26,0,4.91065e+10
26,1,2.3635e+11
27,0,4.9575e+10
27,1,2.3627e+11
28,0,1.64436e+10
28,1,1.32535e+11
29,0,1.24876e+10
29,1,1.41435e+11
30,0,4.83063e+10
30,1,2.50526e+11
31,0,5.11335e+10
31,1,2.839e+11
32,0,5.09057e+10
32,1,3.808e+11
33,0,4.87115e+10
33,1,2.58146e+11
34,0,5.25441e+10
34,1,3.55953e+11
35,0,5.51089e+10
35,1,3.28661e+11
36,0,5.09975e+10
36,1,2.44504e+11
37,0,5.00458e+10
37,1,2.00009e+11
38,0,5.46711e+10
38,1,2.84556e+11
39,0,5.12946e+10
39,1,2.70124e+11
40,0,5.38633e+10
40,1,2.44326e+11
41,0,5.00527e+10
41,1,2.60658e+11
42,0,2.6775e+09
42,1,3.60027e+10
43,0,4.75436e+10
43,1,3.34591e+11
44,0,4.56578e+10
44,1,2.18235e+11
45,0,4.67513e+10
45,1,2.45984e+11
46,0,4.14555e+10
46,1,2.19149e+11
47,0,4.69085e+10
47,1,2.26631e+11
48,0,4.52894e+10
48,1,2.10073e+11
49,0,4.66828e+10
49,1,2.41716e+11
50,0,4.61404e+10
50,1,2.24725e+11
51,0,4.78196e+10
51,1,2.17775e+11
52,0,5.18478e+10
52,1,2.31862e+11
53,0,4.8854e+10
53,1,2.96923e+11
54,0,5.13325e+10
54,1,2.94124e+11
55,0,4.82188e+10
55,1,2.01054e+11
56,0,4.7482e+10
56,1,2.76253e+11
57,0,4.65167e+10
57,1,1.79845e+11
58,0,4.89803e+10
58,1,2.72468e+11
59,0,4.74112e+10
59,1,2.08415e+11
60,0,4.8388e+09
60,1,6.35825e+10
61,0,2.10609e+10
61,1,1.90842e+11
62,0,2.43051e+10
62,1,2.57458e+11
63,0,4.81727e+10
63,1,2.61812e+11
64,0,1.11965e+10
64,1,1.14399e+11
65,0,5.04912e+10
65,1,3.21469e+11
66,0,4.7911e+10
66,1,2.20756e+11
67,0,4.92553e+10
67,1,2.21445e+11
68,0,4.7904e+10
68,1,1.86697e+11
69,0,4.90733e+10
69,1,2.51493e+11
70,0,4.22438e+10
70,1,2.02105e+11
71,0,4.58786e+10
71,1,2.55974e+11
72,0,4.48537e+10
72,1,2.34898e+11
73,0,4.70768e+10
73,1,1.92188e+11
74,0,4.98685e+10
74,1,2.40373e+11
75,0,2.20986e-35
75,1,18.0081
76,0,9.89392e+09
76,1,1.33245e+11
77,0,4.76957e+10
77,1,3.62085e+11
78,0,4.09381e+10
78,1,1.90485e+11
79,0,4.44036e+10
79,1,2.22662e+11
80,0,4.31925e+10
80,1,2.73924e+11
81,0,4.84135e+10
81,1,2.3101e+11
82,0,4.96909e+10
82,1,2.15298e+11
83,0,5.19136e+10
83,1,3.06888e+11
