GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,2.57499e+10
0,1,1.66481e+11
1,0,3.41849e+10
1,1,2.8732e+11
2,0,3.23919e+10
2,1,2.96655e+11
3,0,3.26919e+10
3,1,2.7642e+11
4,0,3.44967e+10
4,1,3.49801e+11
5,0,2.949e+10
5,1,1.65166e+11
6,0,3.00885e+10
6,1,2.28949e+11
7,0,3.33889e+10
7,1,2.43776e+11
8,0,2.94175e+10
8,1,2.54514e+11
9,0,3.07109e+10
9,1,2.36884e+11
10,0,3.57495e+10
10,1,2.39866e+11
11,0,2.46906e+10
11,1,1.991e+11
12,0,2.93819e+10
12,1,2.51217e+11
13,0,2.12377e+10
13,1,2.26207e+11
14,0,3.0915e+10
14,1,1.89723e+11
15,0,2.91013e+10
15,1,2.18502e+11
16,0,1.79075e+10
16,1,2.30149e+11
17,0,2.99612e+10
17,1,2.21697e+11
18,0,2.84349e+10
18,1,1.72718e+11
19,0,2.83985e+10
19,1,1.74087e+11
20,0,3.12985e+10
20,1,2.54411e+11
21,0,3.14769e+10
21,1,2.7887e+11
22,0,3.00406e+10
22,1,1.80522e+11
23,0,3.1391e+10
23,1,1.9856e+11
24,0,3.70136e+10
24,1,2.18303e+11
25,0,2.93859e+10
25,1,1.96359e+11
26,0,2.9368e+10
26,1,2.01809e+11
27,0,2.82176e+10
27,1,1.95719e+11
28,0,1.02036e+10
28,1,1.15287e+11
29,0,7.58989e+09
29,1,1.2956e+11
30,0,2.79589e+10
30,1,2.15745e+11
31,0,2.93494e+10
31,1,2.42199e+11
32,0,3.02317e+10
32,1,3.42191e+11
33,0,2.89908e+10
33,1,2.14762e+11
34,0,3.20769e+10
34,1,3.10473e+11
35,0,3.20429e+10
35,1,2.81222e+11
36,0,2.92792e+10
36,1,1.81048e+11
37,0,3.01192e+10
37,1,1.63869e+11
38,0,3.25043e+10
38,1,2.45342e+11
39,0,2.93444e+10
39,1,2.2729e+11
40,0,3.04023e+10
40,1,1.94522e+11
41,0,2.77599e+10
41,1,2.01366e+11
42,0,1.69116e+09
42,1,3.38257e+10
43,0,2.9169e+10
43,1,2.9752e+11
44,0,2.76789e+10
44,1,1.75745e+11
45,0,2.68714e+10
45,1,1.93523e+11
46,0,2.28502e+10
46,1,1.66292e+11
47,0,2.72647e+10
47,1,1.83951e+11
48,0,2.72434e+10
48,1,1.81564e+11
49,0,2.74236e+10
49,1,2.03388e+11
50,0,2.78631e+10
50,1,1.90186e+11
51,0,2.80125e+10
51,1,1.76118e+11
52,0,2.96291e+10
52,1,1.73854e+11
53,0,2.83253e+10
53,1,2.59069e+11
54,0,2.99659e+10
54,1,2.46942e+11
55,0,2.71991e+10
55,1,1.49676e+11
56,0,2.93178e+10
56,1,2.4607e+11
57,0,2.84796e+10
57,1,1.51219e+11
58,0,2.96121e+10
58,1,2.39121e+11
59,0,2.81514e+10
59,1,1.52194e+11
60,0,2.84033e+09
60,1,5.88191e+10
61,0,1.15313e+10
61,1,1.67437e+11
62,0,1.32256e+10
62,1,2.32094e+11
63,0,2.84316e+10
63,1,2.22575e+11
64,0,6.46236e+09
64,1,1.02611e+11
65,0,3.10061e+10
65,1,2.90974e+11
66,0,2.76865e+10
66,1,1.67519e+11
67,0,2.78554e+10
67,1,1.6965e+11
68,0,2.85504e+10
68,1,1.5602e+11
69,0,2.82641e+10
69,1,2.05447e+11
70,0,2.75616e+10
70,1,1.66795e+11
71,0,2.75588e+10
71,1,2.20915e+11
72,0,2.68246e+10
72,1,1.9331e+11
73,0,2.66119e+10
73,1,1.45213e+11
74,0,2.8021e+10
74,1,1.9306e+11
75,0,2.27439e-35
75,1,18.8807
76,0,5.64229e+09
76,1,1.24199e+11
77,0,2.74344e+10
77,1,3.27224e+11
78,0,2.35433e+10
78,1,1.48279e+11
79,0,2.60035e+10
79,1,1.9259e+11
80,0,2.48954e+10
80,1,2.34925e+11
81,0,2.88366e+10
81,1,2.06767e+11
82,0,2.94144e+10
82,1,1.76538e+11
83,0,2.99169e+10
83,1,2.63669e+11
