GridcellIndex,FunctionalGroupIndex,TotalBiomass
0,0,6.29251e+10
0,1,2.57819e+11
1,0,7.95242e+10
1,1,3.48226e+11
2,0,7.74173e+10
2,1,3.56364e+11
3,0,7.56523e+10
3,1,3.53353e+11
4,0,7.79289e+10
4,1,4.38283e+11
5,0,7.31838e+10
5,1,2.53042e+11
6,0,7.6233e+10
6,1,3.38052e+11
7,0,8.39552e+10
7,1,3.1866e+11
8,0,7.84456e+10
8,1,3.5133e+11
9,0,7.45372e+10
9,1,3.07507e+11
10,0,8.50362e+10
10,1,3.17531e+11
11,0,7.09942e+10
11,1,3.04043e+11
12,0,7.31224e+10
12,1,3.18991e+11
13,0,6.96631e+10
13,1,3.36231e+11
14,0,7.37004e+10
14,1,2.63829e+11
15,0,6.91342e+10
15,1,2.99341e+11
16,0,4.60541e+10
16,1,2.99514e+11
17,0,7.2716e+10
17,1,3.09677e+11
18,0,6.91613e+10
18,1,2.60917e+11
19,0,7.22333e+10
19,1,2.79564e+11
20,0,7.41184e+10
20,1,3.19162e+11
21,0,7.49258e+10
21,1,3.38055e+11
22,0,6.95034e+10
22,1,2.60799e+11
23,0,6.99457e+10
23,1,2.41346e+11
24,0,8.82914e+10
24,1,3.21052e+11
25,0,7.2619e+10
25,1,2.51603e+11
26,0,7.13297e+10
26,1,2.6998e+11
27,0,7.12733e+10
27,1,2.63005e+11
28,0,2.3259e+10
28,1,1.48398e+11
29,0,1.83021e+10
29,1,1.53513e+11
30,0,6.77263e+10
30,1,2.72662e+11
31,0,7.33371e+10
31,1,3.21483e+11
32,0,7.20518e+10
32,1,4.11696e+11
33,0,6.86654e+10
33,1,2.92657e+11
34,0,7.0664e+10
34,1,3.82006e+11
35,0,7.86686e+10
35,1,3.61006e+11
36,0,7.02737e+10
36,1,2.83356e+11
37,0,6.82995e+10
37,1,2.24891e+11
38,0,7.56987e+10
38,1,3.06874e+11
39,0,7.27462e+10
39,1,3.02653e+11
40,0,7.98346e+10
40,1,3.01535e+11
41,0,7.47454e+10
41,1,3.05013e+11
42,0,3.85882e+09
42,1,3.84137e+10
43,0,6.87882e+10
43,1,3.68755e+11
44,0,6.60794e+10
44,1,2.57797e+11
45,0,6.66371e+10
45,1,2.85302e+11
46,0,6.08839e+10
46,1,2.64952e+11
47,0,6.52733e+10
47,1,2.56373e+11
48,0,6.43967e+10
48,1,2.36085e+11
49,0,6.84667e+10
49,1,2.91077e+11
50,0,6.68427e+10
50,1,2.63159e+11
51,0,7.19006e+10
51,1,2.64772e+11
52,0,7.58523e+10
52,1,2.84497e+11
53,0,7.01932e+10
53,1,3.24793e+11
54,0,7.6918e+10
54,1,3.43963e+11
55,0,7.09729e+10
55,1,2.48794e+11
56,0,6.92071e+10
56,1,3.11037e+11
57,0,6.64685e+10
57,1,2.11272e+11
58,0,7.22937e+10
58,1,3.0624e+11
59,0,7.10929e+10
59,1,2.68099e+11
60,0,7.06801e+09
60,1,6.83042e+10
61,0,3.2758e+10
61,1,2.12935e+11
62,0,3.62285e+10
62,1,2.77458e+11
63,0,6.85886e+10
63,1,2.9378e+11
64,0,1.61847e+10
64,1,1.23975e+11
65,0,7.23337e+10
65,1,3.4775e+11
66,0,6.82336e+10
66,1,2.68098e+11
67,0,7.30074e+10
67,1,2.6885e+11
68,0,6.97169e+10
68,1,2.25955e+11
69,0,7.09933e+10
69,1,2.84192e+11
70,0,6.38878e+10
70,1,2.51652e+11
71,0,6.75676e+10
71,1,2.92845e+11
72,0,6.60083e+10
72,1,2.77839e+11
73,0,7.00838e+10
73,1,2.43259e+11
74,0,7.1201e+10
74,1,2.68869e+11
75,0,2.1868e-35
75,1,17.1758
76,0,1.40761e+10
76,1,1.39884e+11
77,0,6.7446e+10
77,1,3.84505e+11
78,0,6.06459e+10
78,1,2.32534e+11
79,0,6.38081e+10
79,1,2.486e+11
80,0,6.4799e+10
80,1,3.22981e+11
81,0,6.93331e+10
81,1,2.50911e+11
82,0,7.0638e+10
82,1,2.5084e+11
83,0,6.98038e+10
83,1,3.23129e+11
