GridcellIndex,Cohort_FunctionalGroupIndex,Cohort_AdultMass,Cohort_Consumed_Autotroph,Cohort_Consumed_Herbivore,Cohort_Consumed_Omnivore,Cohort_Consumed_Carnivore
0,0,80391.8,388990,0,0,0
0,0,74093.5,1.86685e+09,0,0,0
0,0,3311.39,1.25188e+08,0,0,0
0,0,11800.6,2.80431e+06,0,0,0
0,0,74022.8,7.55837e+08,0,0,0
0,0,13136.6,2.87548e+07,0,0,0
0,0,12228.1,153857,0,0,0
0,0,12133.6,4.12605e+09,0,0,0
0,0,19241.2,2.25175e+08,0,0,0
0,0,5786.91,1.89477e+07,0,0,0
0,0,84182.7,7.61381e+09,0,0,0
0,0,3586.39,7.77818e+07,0,0,0
0,0,80391.8,3.58162e+06,0,0,0
0,0,12370.5,132170,0,0,0
0,0,11115.6,3.84123e+06,0,0,0
0,0,166891,2.07368e+06,0,0,0
0,0,33310.1,4.15742e+06,0,0,0
0,0,347.198,0,0,0,0
0,0,11818.3,0,0,0,0
0,0,3311.39,0,0,0,0
0,2,83298.3,1.20468e+07,5.56141e+06,1.40578e+06,66922.1
0,2,43978.7,706213,1.29951e+06,133309,8331.7
0,2,23794.9,5.93137e+08,6.9339e+06,6.16532e+06,2.56493e+06
0,3,5.2226,3.92231e+07,0,0,0
0,3,4.90367,4.37193e+07,0,0,0
0,3,352.003,4.42942e+07,0,0,0
0,3,277.355,5.1437e+07,0,0,0
0,3,41.3968,1.77078e+07,0,0,0
0,5,789.531,7.32956e+07,4.60171e+07,3.75393e+06,147.758
0,6,471.669,1.25498e+07,0,0,0
0,6,2839.3,2.68287e+06,0,0,0
0,6,1816.95,1.75176e+07,0,0,0
0,6,295.568,1.11865e+07,0,0,0
0,6,148.878,1.93167e+07,0,0,0
0,6,482.7,2.2927e+07,0,0,0
0,6,597.599,989795,0,0,0
0,6,174.092,3.75363e+06,0,0,0
0,6,959.877,2.39905e+07,0,0,0
0,6,400.034,4.93704e+07,0,0,0
0,6,575.595,193644,0,0,0
0,6,953.55,18910.1,0,0,0
0,6,164.254,3.05659e+07,0,0,0
0,6,41.1613,1.08287e+08,0,0,0
0,6,295.568,1.36758e+07,0,0,0
0,6,471.088,1.61733e+08,0,0,0
0,6,137.325,1.07921e+07,0,0,0
0,6,1028.2,6141.47,0,0,0
0,6,23459.8,2.86435e+08,0,0,0
0,6,1056.54,3.57562e+07,0,0,0
0,6,20797.9,2.16982e+06,0,0,0
0,6,1856.74,7.42786e+07,0,0,0
0,6,947.77,5.40368e+06,0,0,0
0,6,40.4865,2.30244e+07,0,0,0
0,6,146.734,5.72034e+07,0,0,0
0,6,133.772,4.00444e+06,0,0,0
0,6,443.184,7.02001e+07,0,0,0
0,6,1816.95,2.48278e+07,0,0,0
0,6,41.7232,1.00615e+07,0,0,0
0,6,20859.5,3.15843e+06,0,0,0
0,6,2741.96,4.80909e+06,0,0,0
