Pred_AdlBM,Pred_FunctionalGroupIndex,Prey_LowerBodyMassBin,Prey_Diet,Prey_Thermoregulation,Prey_BiomassConsumed
83298.3,2,10,H,Ecto,926052
83298.3,2,100,H,Ecto,3.85205e+06
83298.3,2,1000,H,Ecto,783238
83298.3,2,10000,H,Ecto,4.10901
83298.3,2,100,H,Endo,1.70831e-06
83298.3,2,1000,H,Endo,66.2562
83298.3,2,10000,H,Endo,0.127992
83298.3,2,10,O,Ecto,97342.5
83298.3,2,100,O,Ecto,850763
83298.3,2,1000,O,Ecto,457672
83298.3,2,10000,O,Endo,0.000517865
83298.3,2,10,C,Ecto,116.631
83298.3,2,100,C,Ecto,30040.9
83298.3,2,1000,C,Ecto,36764.6
43978.7,2,10,H,Ecto,392027
43978.7,2,100,H,Ecto,834090
43978.7,2,1000,H,Ecto,73389.2
43978.7,2,1000,H,Endo,0.0193313
43978.7,2,10000,H,Endo,0.00861188
43978.7,2,10,O,Ecto,2539.54
43978.7,2,100,O,Ecto,95098.6
43978.7,2,1000,O,Ecto,35671
43978.7,2,10,C,Ecto,2.54321
43978.7,2,100,C,Ecto,4589.87
43978.7,2,1000,C,Ecto,3739.29
23794.9,2,100,H,Ecto,5.66959e+06
23794.9,2,1000,H,Ecto,102108
23794.9,2,10000,H,Ecto,268600
23794.9,2,100,H,Endo,0.142489
23794.9,2,1000,H,Endo,887361
23794.9,2,10000,H,Endo,6238.26
23794.9,2,10,O,Ecto,177367
23794.9,2,100,O,Ecto,3.78911e+06
23794.9,2,1000,O,Ecto,2.18829e+06
23794.9,2,10000,O,Endo,10549.7
23794.9,2,10,C,Ecto,213.436
23794.9,2,100,C,Ecto,90346.9
23794.9,2,1000,C,Ecto,879072
23794.9,2,10000,C,Ecto,1.5953e+06
789.531,5,1,H,Ecto,2.70718e+07
789.531,5,10,H,Ecto,1.28823e+07
789.531,5,100,H,Ecto,6.0625e+06
789.531,5,1000,H,Ecto,484.19
789.531,5,10,O,Ecto,3.75393e+06
789.531,5,10,C,Ecto,147.758
91.7563,7,1,H,Ecto,4354.44
91.7563,7,10,H,Ecto,35201.3
91.7563,7,100,H,Ecto,158182
91.7563,7,1000,H,Ecto,11761.5
91.7563,7,10000,H,Endo,7.13136e-06
91.7563,7,10,O,Ecto,25226.5
91.7563,7,100,O,Ecto,12543.7
91.7563,7,1000,O,Ecto,202.857
